ip_address,hostname,mac_address,device_type,manufacturer,model,is_managed,has_security_patches,encryption_enabled,authentication_required,firewall_protected,access_control,vulnerabilities,cve_count,last_seen,confidence_level,firmware_version,protocol
192.168.166.57,DEVICE-192-168-166-57,25:35:26:16:53:14,Smart_Transmitter,Generic,Unknown,true,true,false,false,false,Basic,2,0,2025-11-09,65,v3.1.0,HART-IP
192.168.190.63,IP_C-3114,35:54:2F:4F:F:23,IP_Camera,ABB,IP_Camera-704,true,true,false,false,false,Basic,1,0,2025-11-09,73,v5.0,Modbus TCP
192.168.132.41,Swit-1022,3C:24:54:24:5B:5B,Switch,Emerson,Switch-740,true,true,false,true,true,Basic,3,1,2025-11-10,69,Unknown,Unknown
192.168.107.54,,55:2F:5B:10:5B:44,Switch,Generic,Unknown,true,true,false,false,true,Role-Based,2,1,2025-11-07,80,v3.1.0,Modbus TCP
192.168.179.33,,53:23:60:35:52:5E,Switch,Yokogawa,Switch-451,true,true,true,true,true,Role-Based,1,0,2025-11-03,65,v16.0,BACnet
192.168.204.86,Anal-1378,23:60:5B:D:46:4F,Analyzer,Schneider,Analyzer-100,true,true,false,false,true,Role-Based,0,0,2025-11-03,90,v14.3,Modbus TCP
192.168.223.59,DEVICE-192-168-223-59,18:1D:34:18:61:18,Safety_Controller,Endress+Hauser,Safety_Controller-889,true,true,false,true,false,Role-Based,3,1,2025-11-05,81,v3.1.0,Unknown
192.168.52.166,,11:34:2A:25:21:59,Smart_Transmitter,Rosemount,Smart_Transmitter-127,true,true,true,true,false,Basic,1,0,2025-11-06,89,v5.0,Unknown
192.168.74.217,Gate-1952,33:5C:49:43:5C:1B,Gateway,Emerson,Gateway-703,true,true,false,false,true,Basic,1,0,2025-11-04,95,v20.19,HART-IP
192.168.173.203,Swit-2419,1D:4B:30:5C:24:12,Switch,Unknown,Unknown,false,false,false,false,true,None,6,1,2025-11-03,75,v1.2.3,Modbus TCP
192.168.241.217,,27:1F:55:31:31:F,Safety_Controller,Yokogawa,Safety_Controller-802,true,false,true,false,true,Role-Based,3,1,2025-11-04,70,v5.0,HART-IP
192.168.172.28,DEVICE-192-168-172-28,1B:53:12:5E:15:2D,Smart_Transmitter,Siemens,Smart_Transmitter-832,true,true,false,true,false,Role-Based,0,0,2025-11-09,61,v1.2.3,Modbus TCP
192.168.141.78,,54:F:16:4D:A:36,Smart_Transmitter,Endress+Hauser,Smart_Transmitter-182,true,true,false,false,false,Basic,3,1,2025-11-07,93,v3.1.0,Unknown
192.168.93.184,DEVICE-192-168-93-184,5A:22:55:43:34:5B,RTU,Unknown,Unknown,true,true,false,true,true,Role-Based,3,1,2025-11-04,94,v4.5.2,Modbus TCP
192.168.23.217,DEVICE-192-168-23-217,14:41:63:54:4C:34,IP_Camera,Endress+Hauser,IP_Camera-114,true,true,false,false,false,Role-Based,2,0,2025-11-04,84,v20.19,Unknown
192.168.131.204,Anal-2991,41:23:15:31:3E:14,Analyzer,ABB,Analyzer-128,true,true,true,false,true,Role-Based,3,1,2025-11-09,88,v14.3,Modbus TCP
192.168.240.219,,5F:4C:62:5F:63:40,Safety_Controller,ABB,Safety_Controller-511,true,true,false,false,true,Role-Based,0,0,2025-11-05,64,v16.0,BACnet
192.168.12.93,VFD-1375,3D:21:5A:29:3E:49,VFD,Yokogawa,VFD-463,false,false,false,true,true,None,10,3,2025-11-04,96,R511.5,BACnet
192.168.70.233,,C:11:E:61:24:54,Protocol_Converter,Endress+Hauser,Protocol_Converter-118,true,true,false,true,true,Role-Based,1,0,2025-11-06,78,R4.03,Unknown
192.168.102.90,DEVICE-192-168-102-90,63:56:11:19:31:57,Protocol_Converter,Unknown,Unknown,false,false,false,true,false,None,11,0,2025-11-08,83,v4.5.2,Unknown
192.168.73.108,DEVICE-192-168-73-108,5D:51:40:1C:59:31,PLC,GE,Model-3716,true,true,false,true,false,Basic,3,0,2025-11-05,62,v1.2.3,Proprietary
192.168.52.250,Gate-2584,3A:45:58:42:20:3F,Gateway,Emerson,Gateway-246,true,true,true,false,false,Basic,1,0,2025-11-10,89,v3.1.0,Modbus TCP
192.168.96.187,Smar-2504,49:C:3E:47:1C:24,Smart_Transmitter,Yokogawa,Smart_Transmitter-266,true,true,false,false,false,Basic,2,0,2025-11-05,84,v20.19,BACnet
192.168.90.47,VFD-1588,4D:2F:15:15:46:D,VFD,Emerson,VFD-272,true,false,false,false,true,Role-Based,3,0,2025-11-10,69,R4.03,BACnet
192.168.142.145,,3B:12:26:20:54:48,Gateway,Yokogawa,Gateway-358,true,true,false,false,false,Role-Based,3,0,2025-11-03,70,v5.0,BACnet
192.168.114.62,,1B:36:38:2C:3F:1A,Analyzer,Generic,Unknown,true,true,false,false,true,Basic,2,0,2025-11-09,82,v21.11,BACnet
192.168.96.235,DEVICE-192-168-96-235,1A:44:33:1F:4B:E,VFD,Schneider,VFD-472,true,true,false,false,true,Basic,2,0,2025-11-04,87,v2.8.3,Unknown
192.168.24.133,,40:20:35:2D:44:1A,Engineering_Workstation,Siemens,Model-5017,true,true,true,true,false,Basic,2,1,2025-11-09,64,R4.03,Proprietary
192.168.209.154,,31:1D:4A:4B:57:34,DCS,Allen-Bradley,Model-4062,true,true,false,false,false,Role-Based,1,0,2025-11-03,87,R511.5,EtherNet/IP
192.168.173.121,Smar-3172,55:15:11:10:2B:3F,Smart_Transmitter,Schneider,Smart_Transmitter-866,false,false,true,false,true,None,2,1,2025-11-10,95,v2.8.3,Modbus TCP
192.168.204.231,DEVICE-192-168-204-231,28:45:19:14:5D:35,Analyzer,Yokogawa,Analyzer-694,true,true,false,false,false,Basic,3,1,2025-11-08,85,v3.1.0,BACnet
192.168.30.107,Prot-0655,4D:A:5E:3B:44:1B,Protocol_Converter,Endress+Hauser,Protocol_Converter-371,true,true,false,false,true,Basic,3,1,2025-11-04,65,v14.3,HART-IP
192.168.246.88,DEVICE-192-168-246-88,3D:2B:4F:36:32:11,VFD,Yokogawa,VFD-174,true,true,false,false,true,Basic,1,0,2025-11-09,90,v20.19,BACnet
192.168.225.200,DEVICE-192-168-225-200,61:1A:40:4F:10:2A,IP_Camera,Unknown,Unknown,true,true,false,false,true,Basic,2,0,2025-11-04,94,R4.03,BACnet
192.168.223.10,Prot-2727,1B:1F:3E:3F:53:49,Protocol_Converter,Schneider,Protocol_Converter-487,true,false,false,false,true,Basic,3,0,2025-11-04,80,v2.8.1,BACnet
192.168.181.149,DEVICE-192-168-181-149,3D:40:5C:2C:16:30,Safety_Controller,ABB,Safety_Controller-460,false,false,false,false,false,None,7,4,2025-11-08,75,v16.0,Unknown
192.168.141.15,Anal-3075,36:1D:37:42:38:14,Analyzer,Emerson,Analyzer-499,true,true,false,false,true,Basic,1,0,2025-11-06,76,v20.19,HART-IP
192.168.110.200,,A:41:30:4D:1F:56,Gateway,Generic,Unknown,true,true,false,false,true,Basic,0,0,2025-11-05,97,v2.8.3,BACnet
192.168.156.154,Swit-0654,16:3A:3E:14:4B:5C,Switch,Schneider,Switch-527,true,true,false,false,false,Role-Based,0,0,2025-11-09,100,R511.5,BACnet
192.168.59.169,,5A:61:61:28:48:2D,Historian,Yokogawa,Model-6451,true,true,false,true,false,Basic,0,0,2025-11-10,78,v16.0,Modbus TCP
192.168.190.237,,32:4E:1F:B:56:17,VFD,Schneider,VFD-801,true,true,false,false,false,Role-Based,3,1,2025-11-10,75,v16.0,BACnet
192.168.145.181,DEVICE-192-168-145-181,3F:53:62:59:57:53,DCS,Honeywell,Model-4393,true,true,true,true,false,Role-Based,3,1,2025-11-08,84,v2.8.1,EtherNet/IP
192.168.233.83,,12:1F:5C:3E:1E:63,Gateway,Generic,Unknown,true,true,false,false,true,Role-Based,0,0,2025-11-06,60,v2.8.1,BACnet
192.168.104.206,DEV-280,63:5A:3A:49:5E:1D,SCADA,Allen-Bradley,Model-2464,true,true,true,true,true,Role-Based,1,0,2025-11-09,67,v20.19,Profinet
192.168.132.190,,3D:E:1D:48:3B:57,Analyzer,Endress+Hauser,Analyzer-860,true,true,false,true,false,Role-Based,1,0,2025-11-06,99,v5.0,Modbus TCP
192.168.94.212,Smar-2608,57:5B:3B:11:50:4D,Smart_Transmitter,Yokogawa,Smart_Transmitter-693,true,true,false,false,true,Role-Based,0,0,2025-11-06,79,Unknown,Modbus TCP
192.168.225.94,HMI-239,1D:34:60:27:3D:D,HMI,GE,Model-4138,true,true,false,true,true,Role-Based,0,0,2025-11-05,70,Unknown,Proprietary
192.168.13.101,,4A:21:2B:41:5E:B,Smart_Transmitter,Unknown,Unknown,true,true,false,false,true,Role-Based,2,0,2025-11-04,77,v14.3,HART-IP
192.168.119.32,DEVICE-192-168-119-32,1F:5C:54:26:46:5D,IP_Camera,Schneider,IP_Camera-237,true,true,false,false,true,Basic,3,0,2025-11-07,94,v16.0,HART-IP
192.168.28.183,DEVICE-192-168-28-183,31:26:59:1F:52:5A,HMI,Yokogawa,Model-7378,true,true,false,true,true,Basic,1,0,2025-11-10,77,v5.0,Profinet
192.168.86.135,IP_C-2743,41:25:3F:17:B:E,IP_Camera,Siemens,IP_Camera-732,true,true,true,false,true,Basic,0,0,2025-11-07,94,R511.5,BACnet
192.168.100.228,,18:1F:2A:3D:D:10,VFD,Yokogawa,VFD-864,true,true,false,false,true,Basic,2,1,2025-11-08,87,v1.2.3,Unknown
192.168.121.169,IP_C-3049,59:5F:33:52:2C:56,IP_Camera,Generic,Unknown,true,true,false,false,true,Role-Based,3,0,2025-11-09,61,v1.2.3,Modbus TCP
192.168.161.67,DEVICE-192-168-161-67,4F:2D:50:34:56:46,Switch,Endress+Hauser,Switch-392,true,true,false,false,true,Basic,0,0,2025-11-04,76,v5.0,BACnet
192.168.67.70,DEVICE-192-168-67-70,1F:54:5C:57:C:33,VFD,Rosemount,VFD-946,true,true,false,false,false,Basic,0,0,2025-11-09,92,Unknown,Modbus TCP
192.168.247.154,DEVICE-192-168-247-154,5E:59:46:43:36:48,IP_Camera,Schneider,IP_Camera-903,true,true,false,true,true,Role-Based,3,1,2025-11-03,88,v1.2.3,BACnet
192.168.28.50,Swit-2103,4A:1B:13:12:57:3E,Switch,Generic,Unknown,true,true,false,true,false,Basic,0,0,2025-11-10,61,R511.5,Unknown
192.168.15.52,DEV-182,3A:28:42:5C:28:3B,Historian,Honeywell,Model-4422,true,true,false,true,true,Role-Based,0,0,2025-11-06,71,v16.0,Modbus TCP
192.168.235.53,,23:43:32:3C:16:22,IP_Camera,Yokogawa,IP_Camera-726,true,false,false,false,false,Role-Based,0,0,2025-11-09,62,v1.2.3,Modbus TCP
192.168.91.161,Swit-2596,3E:5A:42:45:5C:58,Switch,Endress+Hauser,Switch-273,false,false,true,false,true,None,4,1,2025-11-09,74,v3.1.0,HART-IP
192.168.110.56,Prot-2681,50:F:41:56:23:4A,Protocol_Converter,Rosemount,Protocol_Converter-203,false,false,false,false,true,None,10,4,2025-11-03,71,v5.0,Modbus TCP
192.168.76.22,Gate-1561,3C:30:A:43:54:D,Gateway,ABB,Gateway-895,true,true,false,false,true,Role-Based,2,0,2025-11-07,78,v1.2.3,HART-IP
192.168.103.66,,17:22:57:4A:19:41,Switch,Rosemount,Switch-461,true,true,false,false,true,Role-Based,0,0,2025-11-04,66,v14.3,Modbus TCP
192.168.186.250,DEVICE-192-168-186-250,C:58:62:49:C:11,HMI,Allen-Bradley,Model-1599,true,true,false,true,true,Basic,1,0,2025-11-04,77,v5.0,Modbus TCP
192.168.220.83,Prot-1429,1A:39:25:31:30:D,Protocol_Converter,Schneider,Protocol_Converter-407,true,true,false,false,false,Role-Based,0,0,2025-11-04,80,v4.5.2,Unknown
192.168.73.54,,2A:5D:D:48:36:10,Analyzer,Schneider,Analyzer-120,false,false,false,true,true,None,12,1,2025-11-04,93,Unknown,Unknown
192.168.170.46,Gate-2722,16:19:50:2C:34:48,Gateway,Emerson,Gateway-847,true,true,false,true,true,Basic,1,0,2025-11-09,64,v2.8.3,HART-IP
192.168.34.65,Swit-2684,32:2C:5F:2A:5B:43,Switch,Rosemount,Switch-534,true,true,true,true,true,Basic,0,0,2025-11-08,86,v16.0,HART-IP
192.168.125.191,DEVICE-192-168-125-191,14:52:5E:48:58:27,Switch,Endress+Hauser,Switch-924,true,true,false,false,true,Role-Based,3,0,2025-11-03,78,v3.1.0,Unknown
192.168.13.156,DEVICE-192-168-13-156,16:54:E:2C:3D:32,Switch,ABB,Switch-775,true,true,false,false,true,Basic,2,0,2025-11-09,74,v4.5.2,Modbus TCP
192.168.155.64,,26:13:34:63:58:2E,Switch,ABB,Switch-537,true,true,true,true,true,Basic,3,1,2025-11-05,87,v5.0,HART-IP
192.168.133.35,DEVICE-192-168-133-35,1E:63:51:50:E:22,Safety_Controller,Endress+Hauser,Safety_Controller-480,true,true,false,true,true,Role-Based,2,1,2025-11-09,83,v3.1.0,BACnet
192.168.97.188,,11:29:26:43:29:55,Switch,Schneider,Switch-161,true,true,false,true,true,Basic,0,0,2025-11-10,63,Unknown,Modbus TCP
192.168.235.212,,54:33:3B:4A:17:37,Safety_Controller,Schneider,Safety_Controller-925,false,false,false,true,false,None,12,1,2025-11-07,96,R511.5,Modbus TCP
192.168.248.125,Smar-2152,17:2E:46:1E:59:63,Smart_Transmitter,Siemens,Smart_Transmitter-698,true,true,false,false,true,Basic,1,0,2025-11-06,70,v16.0,HART-IP
192.168.62.182,Prot-2809,26:3A:59:61:40:26,Protocol_Converter,Rosemount,Protocol_Converter-666,true,true,false,true,true,Role-Based,3,1,2025-11-08,100,v20.19,Unknown
192.168.86.132,,5C:10:5F:48:3B:3D,Protocol_Converter,Yokogawa,Protocol_Converter-625,false,false,false,false,true,None,12,7,2025-11-06,71,v16.0,BACnet
192.168.221.200,DCS-595,59:1D:3B:35:46:36,DCS,Honeywell,Model-1152,true,true,false,true,true,Role-Based,2,0,2025-11-08,90,v21.11,Modbus TCP
192.168.59.51,DEVICE-192-168-59-51,50:26:12:2C:14:40,IP_Camera,Yokogawa,IP_Camera-232,true,true,false,true,true,Basic,0,0,2025-11-10,79,v14.3,HART-IP
192.168.59.132,IP_C-2149,30:25:60:10:31:B,IP_Camera,Emerson,IP_Camera-853,false,false,true,true,true,None,6,0,2025-11-10,70,R511.5,HART-IP
192.168.100.222,,13:25:26:1B:15:31,Smart_Transmitter,Endress+Hauser,Smart_Transmitter-771,true,true,false,false,false,Role-Based,2,0,2025-11-04,86,v1.2.3,BACnet
192.168.87.214,DEVICE-192-168-87-214,17:29:4B:53:4B:18,VFD,Siemens,VFD-446,true,true,false,false,true,Basic,2,0,2025-11-10,74,v21.11,HART-IP
192.168.14.25,DEVICE-192-168-14-25,1B:38:44:49:14:61,PLC,Honeywell,Model-5584,true,true,true,false,true,Role-Based,2,1,2025-11-10,67,v5.0,Modbus TCP
192.168.117.19,,38:31:15:4D:5F:62,IP_Camera,ABB,IP_Camera-797,true,true,false,true,true,Basic,3,1,2025-11-09,69,v2.8.3,Unknown
192.168.64.61,,5C:2B:4E:54:16:16,Safety_Controller,Siemens,Safety_Controller-693,true,true,false,false,true,Role-Based,1,0,2025-11-10,62,v2.8.3,HART-IP
192.168.192.205,Gate-2461,3D:14:50:12:29:11,Gateway,Emerson,Gateway-618,true,true,false,false,true,Role-Based,2,0,2025-11-03,72,v14.3,Unknown
192.168.134.96,,47:54:60:E:4D:1C,IP_Camera,Siemens,IP_Camera-166,true,true,false,false,true,Role-Based,1,0,2025-11-07,93,v21.11,HART-IP
192.168.162.88,DEVICE-192-168-162-88,D:41:26:46:63:62,SCADA,Schneider,Model-3141,true,true,false,true,true,Role-Based,2,1,2025-11-06,72,v14.3,Proprietary
192.168.163.178,,21:19:37:12:1C:22,Switch,Endress+Hauser,Switch-216,true,true,false,true,true,Basic,1,0,2025-11-07,77,R4.03,Unknown
192.168.181.247,,22:1D:2B:33:29:56,Switch,Unknown,Unknown,true,true,false,false,false,Role-Based,0,0,2025-11-09,72,v2.8.3,Unknown
192.168.54.194,Anal-2104,3C:A:A:2B:3E:B,Analyzer,Yokogawa,Analyzer-245,true,true,false,false,false,Basic,0,0,2025-11-09,85,v16.0,BACnet
192.168.64.250,DEVICE-192-168-64-250,60:23:1E:31:52:33,SCADA,Emerson,Model-1010,true,true,true,true,false,Role-Based,3,1,2025-11-05,69,v14.3,Modbus TCP
192.168.89.200,Safe-2387,43:22:39:18:27:2B,Safety_Controller,Schneider,Safety_Controller-974,true,true,false,false,false,Role-Based,1,0,2025-11-04,82,v21.11,Modbus TCP
192.168.161.206,,E:5D:59:3F:15:11,Switch,Emerson,Switch-493,true,true,false,false,true,Role-Based,2,0,2025-11-06,92,v2.8.3,Unknown
192.168.154.41,DEVICE-192-168-154-41,A:46:1A:20:3E:39,VFD,Endress+Hauser,VFD-534,true,true,false,false,true,Role-Based,3,1,2025-11-09,71,v14.3,Modbus TCP
192.168.91.173,DEVICE-192-168-91-173,5E:D:44:18:5F:47,Switch,Rosemount,Switch-243,false,false,false,false,true,None,4,0,2025-11-08,70,Unknown,HART-IP
192.168.53.40,IP_C-1732,29:2B:3B:3A:25:37,IP_Camera,Emerson,IP_Camera-817,true,true,false,false,true,Role-Based,2,0,2025-11-07,67,v5.0,Modbus TCP
192.168.202.202,DEVICE-192-168-202-202,53:61:D:E:27:1B,Analyzer,Rosemount,Analyzer-644,true,true,false,false,true,Role-Based,1,0,2025-11-04,75,v3.1.0,BACnet
192.168.114.200,DEVICE-192-168-114-200,51:44:5F:20:26:5E,Analyzer,Emerson,Analyzer-461,true,true,false,false,false,Basic,1,0,2025-11-04,63,Unknown,HART-IP
192.168.85.74,Smar-2195,62:B:24:4A:51:31,Smart_Transmitter,ABB,Smart_Transmitter-341,true,true,false,false,true,Role-Based,1,0,2025-11-05,75,v3.1.0,Unknown
192.168.210.66,DEV-579,2C:4C:1A:56:12:D,Controller,Allen-Bradley,Model-8552,true,true,false,true,true,Basic,1,0,2025-11-08,63,v16.0,Profinet
192.168.79.64,DEVICE-192-168-79-64,2E:10:37:C:46:38,Protocol_Converter,Rosemount,Protocol_Converter-785,true,true,false,true,true,Role-Based,1,0,2025-11-04,63,Unknown,Unknown
192.168.85.131,DEVICE-192-168-85-131,56:18:36:2E:5F:28,Switch,Rosemount,Switch-695,true,true,false,false,true,Role-Based,2,1,2025-11-08,65,v1.2.3,HART-IP
192.168.155.54,,42:3E:18:43:53:A,Switch,Rosemount,Switch-919,true,true,false,true,true,Basic,1,0,2025-11-10,70,Unknown,Unknown
192.168.75.222,Anal-2654,36:35:56:34:52:52,Analyzer,Yokogawa,Analyzer-375,true,true,true,false,true,Basic,2,1,2025-11-05,82,v4.5.2,HART-IP
192.168.38.95,DEV-466,37:B:30:34:28:56,SCADA,Schneider,Model-4162,true,true,false,true,true,Basic,2,1,2025-11-10,75,v4.5.2,EtherNet/IP
192.168.158.217,Prot-2383,12:29:61:10:E:5A,Protocol_Converter,ABB,Protocol_Converter-976,true,true,false,false,true,Basic,1,0,2025-11-05,69,v5.0,HART-IP
192.168.35.79,DEVICE-192-168-35-79,A:1C:13:1F:50:10,Engineering_Workstation,Yokogawa,Model-2491,true,true,false,true,false,Role-Based,2,0,2025-11-06,71,v1.2.3,Modbus TCP
192.168.88.168,DEVICE-192-168-88-168,3E:49:62:E:14:26,IP_Camera,Yokogawa,IP_Camera-720,true,true,false,false,true,Basic,2,1,2025-11-03,83,v3.1.0,HART-IP
192.168.134.151,VFD-3022,42:1C:32:40:21:17,VFD,Generic,Unknown,true,true,false,false,true,Role-Based,0,0,2025-11-03,72,v2.8.3,Modbus TCP
192.168.80.33,IP_C-1448,48:2A:58:31:31:37,IP_Camera,Siemens,IP_Camera-423,true,true,false,false,false,Role-Based,0,0,2025-11-03,95,R511.5,Unknown
192.168.132.56,DEVICE-192-168-132-56,39:4D:51:E:14:19,Switch,Rosemount,Switch-184,true,true,false,true,true,Role-Based,1,0,2025-11-06,86,v1.2.3,HART-IP
192.168.49.71,DEVICE-192-168-49-71,C:B:40:17:51:2F,Safety_Controller,Yokogawa,Safety_Controller-886,true,true,false,false,false,Basic,2,0,2025-11-07,78,R511.5,Unknown
192.168.82.204,DEVICE-192-168-82-204,4D:35:50:46:4E:59,Protocol_Converter,Schneider,Protocol_Converter-673,true,true,false,false,true,Role-Based,2,1,2025-11-08,91,v14.3,Unknown
192.168.166.70,Anal-1565,34:4F:40:55:1F:2F,Analyzer,ABB,Analyzer-445,true,true,false,false,false,Basic,1,0,2025-11-08,90,R511.5,BACnet
192.168.187.80,DEVICE-192-168-187-80,13:16:2E:34:50:21,Protocol_Converter,ABB,Protocol_Converter-637,true,true,false,false,true,Role-Based,0,0,2025-11-08,86,v14.3,Modbus TCP
192.168.202.79,,34:13:39:62:3D:45,Smart_Transmitter,Siemens,Smart_Transmitter-429,true,true,false,true,true,Basic,1,0,2025-11-06,87,v3.1.0,Modbus TCP
192.168.152.173,,46:43:2E:5E:5B:1A,Smart_Transmitter,Siemens,Smart_Transmitter-252,true,true,false,false,true,Role-Based,2,0,2025-11-05,83,v16.0,BACnet
192.168.164.183,,40:38:B:34:50:60,Analyzer,Schneider,Analyzer-254,true,true,false,false,true,Role-Based,2,0,2025-11-04,96,v2.8.3,Unknown
192.168.136.188,DEVICE-192-168-136-188,2B:62:13:34:2C:2B,Smart_Transmitter,Endress+Hauser,Smart_Transmitter-448,true,true,false,false,true,Basic,0,0,2025-11-03,90,Unknown,BACnet
192.168.169.144,DEV-037,1E:25:41:27:63:53,Server,GE,Model-7011,true,true,false,true,true,Role-Based,3,1,2025-11-06,68,v5.0,Modbus TCP
192.168.208.50,,2F:E:58:4B:29:D,Gateway,Generic,Unknown,true,true,false,true,true,Role-Based,2,1,2025-11-03,94,v5.0,HART-IP
192.168.30.54,Anal-3005,1B:37:61:B:43:D,Analyzer,Endress+Hauser,Analyzer-668,true,true,true,false,true,Basic,2,0,2025-11-08,100,v14.3,HART-IP
192.168.39.246,Anal-0704,4E:2D:3D:31:60:F,Analyzer,Endress+Hauser,Analyzer-505,true,true,false,false,false,Role-Based,2,0,2025-11-06,77,v1.2.3,Unknown
192.168.20.209,,27:57:3E:4D:62:48,Smart_Transmitter,Siemens,Smart_Transmitter-858,true,true,false,false,true,Role-Based,1,0,2025-11-07,68,v1.2.3,Modbus TCP
192.168.109.24,,3A:62:5C:D:37:39,Gateway,Schneider,Gateway-204,true,true,false,true,true,Role-Based,3,1,2025-11-03,67,v3.1.0,HART-IP
192.168.23.125,PLC-036,53:1B:5C:18:59:50,PLC,GE,Model-5939,true,true,false,true,true,Role-Based,1,0,2025-11-07,99,v2.8.3,Modbus TCP
192.168.215.35,DEV-111,4E:52:39:37:3C:4E,Engineering_Workstation,Honeywell,Model-9110,true,true,false,true,true,Basic,3,0,2025-11-09,76,R4.03,Modbus TCP
192.168.21.47,Safe-2629,60:F:38:37:58:48,Safety_Controller,Siemens,Safety_Controller-429,true,true,false,false,false,Role-Based,2,0,2025-11-07,62,v3.1.0,BACnet
192.168.162.231,Smar-2772,13:5F:61:2B:2F:40,Smart_Transmitter,Yokogawa,Smart_Transmitter-866,true,true,false,false,true,Basic,1,0,2025-11-09,99,v4.5.2,Modbus TCP
192.168.120.247,Prot-1047,63:17:29:24:27:29,Protocol_Converter,Endress+Hauser,Protocol_Converter-927,true,true,false,false,true,Role-Based,1,0,2025-11-09,94,v2.8.1,BACnet
192.168.148.13,,33:1B:43:5D:43:22,Switch,Siemens,Switch-526,true,true,false,false,true,Basic,0,0,2025-11-08,78,v3.1.0,BACnet
192.168.13.109,,45:3A:4B:27:2B:22,Gateway,ABB,Gateway-679,true,true,true,true,false,Role-Based,0,0,2025-11-08,90,v20.19,Modbus TCP
192.168.110.105,DEVICE-192-168-110-105,E:4E:14:63:3D:61,Smart_Transmitter,ABB,Smart_Transmitter-772,true,false,false,false,true,Basic,0,0,2025-11-08,65,v20.19,Modbus TCP
192.168.146.148,DEVICE-192-168-146-148,E:58:2B:47:50:46,IP_Camera,Emerson,IP_Camera-852,false,false,false,false,true,None,10,1,2025-11-04,74,v2.8.1,Unknown
192.168.12.134,DEVICE-192-168-12-134,39:60:4B:49:F:15,Smart_Transmitter,Rosemount,Smart_Transmitter-787,true,true,false,false,true,Role-Based,1,0,2025-11-10,93,v5.0,HART-IP
192.168.46.241,DEVICE-192-168-46-241,54:4E:22:50:4C:1E,IP_Camera,Endress+Hauser,IP_Camera-830,true,true,false,true,false,Role-Based,3,0,2025-11-05,90,Unknown,BACnet
192.168.188.121,Prot-2112,2F:48:5A:58:3D:33,Protocol_Converter,ABB,Protocol_Converter-969,true,true,false,true,true,Basic,2,0,2025-11-10,80,v14.3,HART-IP
192.168.126.107,,34:28:2F:54:5C:3C,Switch,Yokogawa,Switch-134,true,true,false,true,false,Role-Based,2,1,2025-11-09,81,v3.1.0,Modbus TCP
192.168.38.250,DEV-095,3D:25:37:5C:3E:42,Server,Honeywell,Model-8294,true,true,true,true,false,Role-Based,3,0,2025-11-03,66,v2.8.1,Proprietary
192.168.152.169,,38:24:16:48:54:17,VFD,Endress+Hauser,VFD-529,true,true,false,true,true,Basic,3,0,2025-11-03,98,v21.11,Modbus TCP
192.168.29.45,Anal-0891,4C:E:37:5D:3E:B,Analyzer,Generic,Unknown,false,false,false,false,true,None,2,0,2025-11-10,78,v2.8.3,BACnet
192.168.180.15,Gate-3169,4C:47:1E:5B:2A:5D,Gateway,ABB,Gateway-492,true,true,false,false,true,Role-Based,2,1,2025-11-06,63,v2.8.1,Modbus TCP
192.168.88.167,DEVICE-192-168-88-167,34:57:61:10:4E:27,VFD,Endress+Hauser,VFD-583,true,true,false,false,true,Basic,0,0,2025-11-08,67,R4.03,HART-IP
192.168.58.121,,5E:5E:3B:35:57:51,Historian,Allen-Bradley,Model-5397,true,true,false,true,true,Basic,3,1,2025-11-06,92,v3.1.0,Proprietary
192.168.200.209,IP_C-3586,52:5B:29:17:36:13,IP_Camera,Schneider,IP_Camera-646,false,false,true,false,false,None,3,0,2025-11-03,80,Unknown,BACnet
192.168.213.37,DEVICE-192-168-213-37,18:52:51:F:18:46,IP_Camera,Yokogawa,IP_Camera-859,true,true,false,false,true,Role-Based,1,0,2025-11-10,64,v16.0,HART-IP
192.168.190.58,DEV-511,1D:2E:47:17:4C:27,Server,Siemens,Model-3778,true,true,false,true,true,Role-Based,2,1,2025-11-07,62,Unknown,Modbus TCP
192.168.36.202,Smar-1213,4E:B:57:4E:3E:23,Smart_Transmitter,Rosemount,Smart_Transmitter-376,true,true,false,true,false,Role-Based,2,0,2025-11-07,87,v16.0,Unknown
192.168.240.134,Smar-3735,3E:4F:45:36:29:13,Smart_Transmitter,Yokogawa,Smart_Transmitter-884,true,true,false,false,false,Basic,3,1,2025-11-10,63,v3.1.0,BACnet
192.168.242.249,Smar-2079,4D:57:30:16:22:50,Smart_Transmitter,Emerson,Smart_Transmitter-362,true,true,false,true,true,Role-Based,2,0,2025-11-07,63,v14.3,HART-IP
192.168.138.115,DEVICE-192-168-138-115,1B:12:3B:22:49:5C,Historian,Emerson,Model-2945,true,true,false,true,false,Role-Based,3,1,2025-11-07,78,v21.11,Profinet
192.168.215.85,DEVICE-192-168-215-85,4F:3D:56:24:B:53,Safety_Controller,Schneider,Safety_Controller-292,true,true,false,false,true,Role-Based,1,0,2025-11-09,83,v3.1.0,BACnet
192.168.103.64,DEVICE-192-168-103-64,50:35:55:A:55:38,Gateway,ABB,Gateway-258,true,true,false,true,true,Basic,0,0,2025-11-04,70,v20.19,Modbus TCP
192.168.169.210,IP_C-2706,20:26:40:23:32:4D,IP_Camera,Rosemount,IP_Camera-491,true,true,false,false,false,Basic,1,0,2025-11-03,100,v21.11,HART-IP
