tag_id,plant,unit,device_type,criticality,manufacturer,model,location,description,installation_date,expected_ip,expected_protocol
"HYD-0107","Gulf Coast Refinery","Hydrocracking Unit (HCU)","HMI","Critical","Rockwell","HMI-4759","Hydrocracking Unit (HCU) - Station 42","HMI for Hydrocracking Unit (HCU) operations","2021-07-04","192.168.65.85","Ethernet/IP"
"REF-0108","Gulf Coast Refinery","Reformer Unit","Temperature Transmitter","Medium","Siemens","TemperatureTransmitter-6021","Reformer Unit - Station 1","Temperature Transmitter for Reformer Unit operations","2023-10-03","192.168.99.216","DNP3"
"REF-0109","Gulf Coast Refinery","Reformer Unit","Control Valve","Critical","Siemens","ControlValve-8703","Reformer Unit - Station 2","Control Valve for Reformer Unit operations","2022-05-19","192.168.94.56","Ethernet/IP"
"REF-0110","Gulf Coast Refinery","Reformer Unit","Motor Starter","High","Schneider","MotorStarter-6138","Reformer Unit - Station 3","Motor Starter for Reformer Unit operations","2021-11-08","192.168.24.250","DNP3"
"REF-0111","Gulf Coast Refinery","Reformer Unit","Control Valve","Low","Honeywell","ControlValve-6471","Reformer Unit - Station 4","Control Valve for Reformer Unit operations","2022-11-22","192.168.240.118","DNP3"
"REF-0112","Gulf Coast Refinery","Reformer Unit","Motor Starter","Low","Emerson","MotorStarter-1233","Reformer Unit - Station 5","Motor Starter for Reformer Unit operations","2023-07-16","192.168.0.170","Modbus TCP"
"REF-0113","Gulf Coast Refinery","Reformer Unit","RTU","High","Siemens","RTU-6846","Reformer Unit - Station 6","RTU for Reformer Unit operations","2020-12-10","192.168.17.15","Modbus TCP"
"REF-0114","Gulf Coast Refinery","Reformer Unit","Control Valve","High","Schneider","ControlValve-6596","Reformer Unit - Station 7","Control Valve for Reformer Unit operations","2024-10-15","192.168.197.32","DNP3"
"REF-0115","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","Low","Honeywell","FlowTransmitter-4784","Reformer Unit - Station 8","Flow Transmitter for Reformer Unit operations","2024-09-30","192.168.215.111","Profinet"
"REF-0116","Gulf Coast Refinery","Reformer Unit","HMI","Critical","Rockwell","HMI-8960","Reformer Unit - Station 9","HMI for Reformer Unit operations","2021-09-01","192.168.125.130","Modbus TCP"
"REF-0117","Gulf Coast Refinery","Reformer Unit","PLC","High","Rockwell","PLC-2747","Reformer Unit - Station 10","PLC for Reformer Unit operations","2025-05-06","192.168.12.20","Profinet"
"REF-0118","Gulf Coast Refinery","Reformer Unit","PLC","High","Honeywell","PLC-1635","Reformer Unit - Station 11","PLC for Reformer Unit operations","2025-03-08","192.168.42.194","Ethernet/IP"
"REF-0119","Gulf Coast Refinery","Reformer Unit","Pressure Transmitter","Critical","Siemens","PressureTransmitter-3455","Reformer Unit - Station 12","Pressure Transmitter for Reformer Unit operations","2020-12-04","192.168.152.0","Modbus TCP"
"REF-0120","Gulf Coast Refinery","Reformer Unit","HMI","High","Siemens","HMI-8398","Reformer Unit - Station 13","HMI for Reformer Unit operations","2022-03-08","192.168.223.92","OPC UA"
"REF-0121","Gulf Coast Refinery","Reformer Unit","DCS","High","Siemens","DCS-4929","Reformer Unit - Station 14","DCS for Reformer Unit operations","2023-06-08","192.168.35.49","OPC UA"
"REF-0122","Gulf Coast Refinery","Reformer Unit","DCS","Medium","ABB","DCS-2085","Reformer Unit - Station 15","DCS for Reformer Unit operations","2025-03-31","192.168.106.131","Ethernet/IP"
"REF-0123","Gulf Coast Refinery","Reformer Unit","RTU","Low","Schneider","RTU-2937","Reformer Unit - Station 16","RTU for Reformer Unit operations","2022-02-09","192.168.213.20","Profinet"
"REF-0124","Gulf Coast Refinery","Reformer Unit","Motor Starter","Medium","Schneider","MotorStarter-9909","Reformer Unit - Station 17","Motor Starter for Reformer Unit operations","2024-10-05","192.168.73.154","Profinet"
"REF-0125","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","Medium","Rockwell","FlowTransmitter-7495","Reformer Unit - Station 18","Flow Transmitter for Reformer Unit operations","2022-12-30","192.168.164.240","Modbus TCP"
"REF-0126","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","Medium","Emerson","FlowTransmitter-4303","Reformer Unit - Station 19","Flow Transmitter for Reformer Unit operations","2024-09-23","192.168.54.80","DNP3"
"REF-0127","Gulf Coast Refinery","Reformer Unit","DCS","Critical","Honeywell","DCS-4745","Reformer Unit - Station 20","DCS for Reformer Unit operations","2022-04-28","192.168.129.59","Modbus TCP"
"REF-0128","Gulf Coast Refinery","Reformer Unit","Pressure Transmitter","Low","Siemens","PressureTransmitter-9686","Reformer Unit - Station 21","Pressure Transmitter for Reformer Unit operations","2024-10-18","192.168.32.232","OPC UA"
"REF-0129","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","Critical","Schneider","FlowTransmitter-7160","Reformer Unit - Station 22","Flow Transmitter for Reformer Unit operations","2024-07-01","192.168.124.113","Profinet"
"REF-0130","Gulf Coast Refinery","Reformer Unit","HMI","Medium","Emerson","HMI-9804","Reformer Unit - Station 23","HMI for Reformer Unit operations","2022-09-09","192.168.251.76","DNP3"
"REF-0131","Gulf Coast Refinery","Reformer Unit","Pressure Transmitter","Low","Emerson","PressureTransmitter-4561","Reformer Unit - Station 24","Pressure Transmitter for Reformer Unit operations","2025-02-13","192.168.108.2","Profinet"
"REF-0132","Gulf Coast Refinery","Reformer Unit","PLC","High","Schneider","PLC-4515","Reformer Unit - Station 25","PLC for Reformer Unit operations","2024-07-14","192.168.170.88","Ethernet/IP"
"REF-0133","Gulf Coast Refinery","Reformer Unit","Safety PLC","Low","Schneider","SafetyPLC-2763","Reformer Unit - Station 26","Safety PLC for Reformer Unit operations","2021-07-20","192.168.122.157","OPC UA"
"REF-0134","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","Critical","ABB","FlowTransmitter-7956","Reformer Unit - Station 27","Flow Transmitter for Reformer Unit operations","2023-02-11","192.168.41.203","Profinet"
"REF-0135","Gulf Coast Refinery","Reformer Unit","Control Valve","Medium","Schneider","ControlValve-4132","Reformer Unit - Station 28","Control Valve for Reformer Unit operations","2024-04-30","192.168.151.80","OPC UA"
"REF-0136","Gulf Coast Refinery","Reformer Unit","HMI","Low","Emerson","HMI-9669","Reformer Unit - Station 29","HMI for Reformer Unit operations","2022-08-26","192.168.31.17","Profinet"
"REF-0137","Gulf Coast Refinery","Reformer Unit","Pressure Transmitter","Critical","Siemens","PressureTransmitter-7260","Reformer Unit - Station 30","Pressure Transmitter for Reformer Unit operations","2020-11-16","192.168.252.207","Profinet"
"REF-0138","Gulf Coast Refinery","Reformer Unit","PLC","High","Rockwell","PLC-3040","Reformer Unit - Station 31","PLC for Reformer Unit operations","2021-08-26","192.168.169.112","Modbus TCP"
"REF-0139","Gulf Coast Refinery","Reformer Unit","Motor Starter","High","Siemens","MotorStarter-7047","Reformer Unit - Station 32","Motor Starter for Reformer Unit operations","2024-10-04","192.168.166.96","Ethernet/IP"
"REF-0140","Gulf Coast Refinery","Reformer Unit","DCS","Medium","Rockwell","DCS-1130","Reformer Unit - Station 33","DCS for Reformer Unit operations","2020-12-15","192.168.175.229","Ethernet/IP"
"REF-0141","Gulf Coast Refinery","Reformer Unit","Safety PLC","Low","Schneider","SafetyPLC-3947","Reformer Unit - Station 34","Safety PLC for Reformer Unit operations","2023-05-06","192.168.56.52","Profinet"
"ALK-0142","Gulf Coast Refinery","Alkylation Unit","Safety PLC","High","Rockwell","SafetyPLC-4282","Alkylation Unit - Station 1","Safety PLC for Alkylation Unit operations","2025-01-05","192.168.13.118","Modbus TCP"
"ALK-0143","Gulf Coast Refinery","Alkylation Unit","PLC","High","Rockwell","PLC-9348","Alkylation Unit - Station 2","PLC for Alkylation Unit operations","2021-07-08","192.168.90.232","DNP3"
"ALK-0144","Gulf Coast Refinery","Alkylation Unit","Motor Starter","Medium","Honeywell","MotorStarter-9295","Alkylation Unit - Station 3","Motor Starter for Alkylation Unit operations","2020-11-18","192.168.120.111","Modbus TCP"
"ALK-0145","Gulf Coast Refinery","Alkylation Unit","Temperature Transmitter","Medium","Siemens","TemperatureTransmitter-3509","Alkylation Unit - Station 4","Temperature Transmitter for Alkylation Unit operations","2024-12-22","192.168.208.188","Ethernet/IP"
"ALK-0146","Gulf Coast Refinery","Alkylation Unit","Control Valve","Critical","ABB","ControlValve-6341","Alkylation Unit - Station 5","Control Valve for Alkylation Unit operations","2023-09-11","192.168.125.30","Modbus TCP"
"ALK-0147","Gulf Coast Refinery","Alkylation Unit","Safety PLC","Critical","ABB","SafetyPLC-8083","Alkylation Unit - Station 6","Safety PLC for Alkylation Unit operations","2025-10-19","192.168.215.180","Ethernet/IP"
"ALK-0148","Gulf Coast Refinery","Alkylation Unit","RTU","Critical","Emerson","RTU-6399","Alkylation Unit - Station 7","RTU for Alkylation Unit operations","2022-11-05","192.168.194.122","Modbus TCP"
"ALK-0149","Gulf Coast Refinery","Alkylation Unit","PLC","Low","Emerson","PLC-4884","Alkylation Unit - Station 8","PLC for Alkylation Unit operations","2022-04-15","192.168.181.167","Ethernet/IP"
"ALK-0150","Gulf Coast Refinery","Alkylation Unit","Safety PLC","Critical","Schneider","SafetyPLC-6149","Alkylation Unit - Station 9","Safety PLC for Alkylation Unit operations","2022-07-14","192.168.16.109","Ethernet/IP"
"ALK-0151","Gulf Coast Refinery","Alkylation Unit","Pressure Transmitter","Medium","ABB","PressureTransmitter-1108","Alkylation Unit - Station 10","Pressure Transmitter for Alkylation Unit operations","2022-04-12","192.168.39.210","Ethernet/IP"
"ALK-0152","Gulf Coast Refinery","Alkylation Unit","Flow Transmitter","Medium","ABB","FlowTransmitter-7133","Alkylation Unit - Station 11","Flow Transmitter for Alkylation Unit operations","2025-03-03","192.168.150.87","DNP3"
"ALK-0153","Gulf Coast Refinery","Alkylation Unit","PLC","Medium","Schneider","PLC-1717","Alkylation Unit - Station 12","PLC for Alkylation Unit operations","2024-07-10","192.168.182.108","OPC UA"
"ALK-0154","Gulf Coast Refinery","Alkylation Unit","Temperature Transmitter","Critical","ABB","TemperatureTransmitter-7677","Alkylation Unit - Station 13","Temperature Transmitter for Alkylation Unit operations","2022-06-06","192.168.5.208","Profinet"
"ALK-0155","Gulf Coast Refinery","Alkylation Unit","Control Valve","Critical","Rockwell","ControlValve-1468","Alkylation Unit - Station 14","Control Valve for Alkylation Unit operations","2021-07-11","192.168.127.9","OPC UA"
"ALK-0156","Gulf Coast Refinery","Alkylation Unit","Motor Starter","Medium","Honeywell","MotorStarter-7797","Alkylation Unit - Station 15","Motor Starter for Alkylation Unit operations","2021-09-08","192.168.113.174","DNP3"
"ALK-0157","Gulf Coast Refinery","Alkylation Unit","DCS","Critical","Schneider","DCS-7789","Alkylation Unit - Station 16","DCS for Alkylation Unit operations","2025-06-28","192.168.62.231","OPC UA"
"ALK-0158","Gulf Coast Refinery","Alkylation Unit","Control Valve","Low","Rockwell","ControlValve-9810","Alkylation Unit - Station 17","Control Valve for Alkylation Unit operations","2023-12-17","192.168.207.152","OPC UA"
"ALK-0159","Gulf Coast Refinery","Alkylation Unit","Temperature Transmitter","Critical","Honeywell","TemperatureTransmitter-5606","Alkylation Unit - Station 18","Temperature Transmitter for Alkylation Unit operations","2024-02-27","192.168.106.116","Modbus TCP"
"ALK-0160","Gulf Coast Refinery","Alkylation Unit","Flow Transmitter","Critical","Emerson","FlowTransmitter-9389","Alkylation Unit - Station 19","Flow Transmitter for Alkylation Unit operations","2021-10-07","192.168.52.102","Ethernet/IP"
"ALK-0161","Gulf Coast Refinery","Alkylation Unit","RTU","Medium","Rockwell","RTU-3813","Alkylation Unit - Station 20","RTU for Alkylation Unit operations","2023-06-15","192.168.20.68","Profinet"
"ALK-0162","Gulf Coast Refinery","Alkylation Unit","Temperature Transmitter","Critical","Emerson","TemperatureTransmitter-2399","Alkylation Unit - Station 21","Temperature Transmitter for Alkylation Unit operations","2025-06-07","192.168.160.107","Profinet"
"ALK-0163","Gulf Coast Refinery","Alkylation Unit","Motor Starter","Medium","Siemens","MotorStarter-2611","Alkylation Unit - Station 22","Motor Starter for Alkylation Unit operations","2021-11-04","192.168.160.44","Ethernet/IP"
"ALK-0164","Gulf Coast Refinery","Alkylation Unit","Pressure Transmitter","Medium","Schneider","PressureTransmitter-3274","Alkylation Unit - Station 23","Pressure Transmitter for Alkylation Unit operations","2025-02-18","192.168.179.230","Ethernet/IP"
"ALK-0165","Gulf Coast Refinery","Alkylation Unit","PLC","Low","Honeywell","PLC-2595","Alkylation Unit - Station 24","PLC for Alkylation Unit operations","2024-07-14","192.168.18.41","Modbus TCP"
"ALK-0166","Gulf Coast Refinery","Alkylation Unit","RTU","Low","Siemens","RTU-4435","Alkylation Unit - Station 25","RTU for Alkylation Unit operations","2022-04-14","192.168.104.14","DNP3"
"ALK-0167","Gulf Coast Refinery","Alkylation Unit","Safety PLC","Medium","Emerson","SafetyPLC-9635","Alkylation Unit - Station 26","Safety PLC for Alkylation Unit operations","2022-10-07","192.168.238.6","OPC UA"
"ALK-0168","Gulf Coast Refinery","Alkylation Unit","RTU","Critical","Honeywell","RTU-4949","Alkylation Unit - Station 27","RTU for Alkylation Unit operations","2024-03-15","192.168.77.80","Modbus TCP"
"ALK-0169","Gulf Coast Refinery","Alkylation Unit","RTU","Critical","Schneider","RTU-6010","Alkylation Unit - Station 28","RTU for Alkylation Unit operations","2023-06-02","192.168.138.35","Ethernet/IP"
"ALK-0170","Gulf Coast Refinery","Alkylation Unit","Safety PLC","Low","Schneider","SafetyPLC-9890","Alkylation Unit - Station 29","Safety PLC for Alkylation Unit operations","2022-12-20","192.168.23.128","Modbus TCP"
"CRU-0171","Baytown Refinery","Crude Distillation Unit (CDU)","HMI","Low","Rockwell","HMI-9355","Crude Distillation Unit (CDU) - Station 1","HMI for Crude Distillation Unit (CDU) operations","2022-08-21","192.168.66.111","OPC UA"
"CRU-0172","Baytown Refinery","Crude Distillation Unit (CDU)","DCS","Medium","Rockwell","DCS-9468","Crude Distillation Unit (CDU) - Station 2","DCS for Crude Distillation Unit (CDU) operations","2023-09-27","192.168.246.153","Ethernet/IP"
"CRU-0173","Baytown Refinery","Crude Distillation Unit (CDU)","Motor Starter","Low","Schneider","MotorStarter-2371","Crude Distillation Unit (CDU) - Station 3","Motor Starter for Crude Distillation Unit (CDU) operations","2025-05-24","192.168.156.239","Profinet"
"CRU-0174","Baytown Refinery","Crude Distillation Unit (CDU)","Control Valve","Low","Honeywell","ControlValve-6084","Crude Distillation Unit (CDU) - Station 4","Control Valve for Crude Distillation Unit (CDU) operations","2024-07-26","192.168.210.56","Ethernet/IP"
"CRU-0175","Baytown Refinery","Crude Distillation Unit (CDU)","Flow Transmitter","High","Siemens","FlowTransmitter-7644","Crude Distillation Unit (CDU) - Station 5","Flow Transmitter for Crude Distillation Unit (CDU) operations","2021-04-25","192.168.117.3","Modbus TCP"
"CRU-0176","Baytown Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","High","Emerson","TemperatureTransmitter-1113","Crude Distillation Unit (CDU) - Station 6","Temperature Transmitter for Crude Distillation Unit (CDU) operations","2022-09-01","192.168.14.26","Ethernet/IP"
"CRU-0177","Baytown Refinery","Crude Distillation Unit (CDU)","DCS","Medium","Emerson","DCS-2993","Crude Distillation Unit (CDU) - Station 7","DCS for Crude Distillation Unit (CDU) operations","2025-05-11","192.168.219.204","Ethernet/IP"
"CRU-0178","Baytown Refinery","Crude Distillation Unit (CDU)","HMI","High","Siemens","HMI-4274","Crude Distillation Unit (CDU) - Station 8","HMI for Crude Distillation Unit (CDU) operations","2024-09-11","192.168.197.161","Ethernet/IP"
"CRU-0179","Baytown Refinery","Crude Distillation Unit (CDU)","PLC","Medium","Rockwell","PLC-8973","Crude Distillation Unit (CDU) - Station 9","PLC for Crude Distillation Unit (CDU) operations","2023-07-01","192.168.226.24","Ethernet/IP"
"CRU-0180","Baytown Refinery","Crude Distillation Unit (CDU)","Motor Starter","Low","Siemens","MotorStarter-9618","Crude Distillation Unit (CDU) - Station 10","Motor Starter for Crude Distillation Unit (CDU) operations","2024-09-16","192.168.21.130","DNP3"
"CRU-0181","Baytown Refinery","Crude Distillation Unit (CDU)","Flow Transmitter","Low","Emerson","FlowTransmitter-2378","Crude Distillation Unit (CDU) - Station 11","Flow Transmitter for Crude Distillation Unit (CDU) operations","2022-06-15","192.168.40.169","Profinet"
"CRU-0182","Baytown Refinery","Crude Distillation Unit (CDU)","HMI","Medium","Rockwell","HMI-4333","Crude Distillation Unit (CDU) - Station 12","HMI for Crude Distillation Unit (CDU) operations","2023-10-14","192.168.95.122","DNP3"
"CRU-0183","Baytown Refinery","Crude Distillation Unit (CDU)","Motor Starter","High","Emerson","MotorStarter-7190","Crude Distillation Unit (CDU) - Station 13","Motor Starter for Crude Distillation Unit (CDU) operations","2024-11-05","192.168.103.38","DNP3"
"CRU-0184","Baytown Refinery","Crude Distillation Unit (CDU)","DCS","Low","Schneider","DCS-9003","Crude Distillation Unit (CDU) - Station 14","DCS for Crude Distillation Unit (CDU) operations","2022-01-31","192.168.123.38","Profinet"
"CRU-0185","Baytown Refinery","Crude Distillation Unit (CDU)","Control Valve","Low","Rockwell","ControlValve-4738","Crude Distillation Unit (CDU) - Station 15","Control Valve for Crude Distillation Unit (CDU) operations","2024-04-03","192.168.40.10","DNP3"
"CRU-0186","Baytown Refinery","Crude Distillation Unit (CDU)","Flow Transmitter","High","Rockwell","FlowTransmitter-8124","Crude Distillation Unit (CDU) - Station 16","Flow Transmitter for Crude Distillation Unit (CDU) operations","2024-07-08","192.168.87.134","Modbus TCP"
"CRU-0187","Baytown Refinery","Crude Distillation Unit (CDU)","RTU","Critical","Rockwell","RTU-7429","Crude Distillation Unit (CDU) - Station 17","RTU for Crude Distillation Unit (CDU) operations","2021-10-30","192.168.161.73","Profinet"
"CRU-0188","Baytown Refinery","Crude Distillation Unit (CDU)","Flow Transmitter","High","Schneider","FlowTransmitter-3623","Crude Distillation Unit (CDU) - Station 18","Flow Transmitter for Crude Distillation Unit (CDU) operations","2022-09-06","192.168.227.81","Profinet"
"CRU-0189","Baytown Refinery","Crude Distillation Unit (CDU)","Motor Starter","High","Rockwell","MotorStarter-8770","Crude Distillation Unit (CDU) - Station 19","Motor Starter for Crude Distillation Unit (CDU) operations","2023-04-17","192.168.239.235","DNP3"
"CRU-0190","Baytown Refinery","Crude Distillation Unit (CDU)","RTU","High","Schneider","RTU-3768","Crude Distillation Unit (CDU) - Station 20","RTU for Crude Distillation Unit (CDU) operations","2022-01-20","192.168.107.42","Ethernet/IP"
"CRU-0191","Baytown Refinery","Crude Distillation Unit (CDU)","Motor Starter","Medium","Rockwell","MotorStarter-2339","Crude Distillation Unit (CDU) - Station 21","Motor Starter for Crude Distillation Unit (CDU) operations","2024-01-27","192.168.126.226","DNP3"
"CRU-0192","Baytown Refinery","Crude Distillation Unit (CDU)","Pressure Transmitter","Critical","Rockwell","PressureTransmitter-4733","Crude Distillation Unit (CDU) - Station 22","Pressure Transmitter for Crude Distillation Unit (CDU) operations","2021-02-21","192.168.179.39","OPC UA"
"CRU-0193","Baytown Refinery","Crude Distillation Unit (CDU)","Flow Transmitter","High","Schneider","FlowTransmitter-3898","Crude Distillation Unit (CDU) - Station 23","Flow Transmitter for Crude Distillation Unit (CDU) operations","2024-11-02","192.168.243.38","Modbus TCP"
"CRU-0194","Baytown Refinery","Crude Distillation Unit (CDU)","HMI","High","Honeywell","HMI-3923","Crude Distillation Unit (CDU) - Station 24","HMI for Crude Distillation Unit (CDU) operations","2021-10-06","192.168.99.187","OPC UA"
"CRU-0195","Baytown Refinery","Crude Distillation Unit (CDU)","RTU","Low","Siemens","RTU-3163","Crude Distillation Unit (CDU) - Station 25","RTU for Crude Distillation Unit (CDU) operations","2022-07-05","192.168.181.192","Modbus TCP"
"CRU-0196","Baytown Refinery","Crude Distillation Unit (CDU)","Motor Starter","Critical","Rockwell","MotorStarter-5263","Crude Distillation Unit (CDU) - Station 26","Motor Starter for Crude Distillation Unit (CDU) operations","2025-05-10","192.168.229.52","OPC UA"
"CRU-0197","Baytown Refinery","Crude Distillation Unit (CDU)","RTU","High","ABB","RTU-2523","Crude Distillation Unit (CDU) - Station 27","RTU for Crude Distillation Unit (CDU) operations","2024-03-29","192.168.59.120","DNP3"
"CRU-0198","Baytown Refinery","Crude Distillation Unit (CDU)","PLC","High","Honeywell","PLC-5919","Crude Distillation Unit (CDU) - Station 28","PLC for Crude Distillation Unit (CDU) operations","2023-10-11","192.168.184.207","Profinet"
"CRU-0199","Baytown Refinery","Crude Distillation Unit (CDU)","Motor Starter","High","Siemens","MotorStarter-2462","Crude Distillation Unit (CDU) - Station 29","Motor Starter for Crude Distillation Unit (CDU) operations","2023-03-27","192.168.88.106","OPC UA"
"CRU-0200","Baytown Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","High","Siemens","TemperatureTransmitter-9986","Crude Distillation Unit (CDU) - Station 30","Temperature Transmitter for Crude Distillation Unit (CDU) operations","2021-07-13","192.168.235.21","Modbus TCP"
"CRU-0201","Baytown Refinery","Crude Distillation Unit (CDU)","Motor Starter","Critical","Emerson","MotorStarter-6433","Crude Distillation Unit (CDU) - Station 31","Motor Starter for Crude Distillation Unit (CDU) operations","2023-05-13","192.168.32.230","Ethernet/IP"
"CRU-0202","Baytown Refinery","Crude Distillation Unit (CDU)","Control Valve","Critical","Rockwell","ControlValve-1948","Crude Distillation Unit (CDU) - Station 32","Control Valve for Crude Distillation Unit (CDU) operations","2021-07-21","192.168.23.232","DNP3"
"CRU-0203","Baytown Refinery","Crude Distillation Unit (CDU)","DCS","Low","Rockwell","DCS-9591","Crude Distillation Unit (CDU) - Station 33","DCS for Crude Distillation Unit (CDU) operations","2022-03-28","192.168.4.5","Profinet"
"CRU-0204","Baytown Refinery","Crude Distillation Unit (CDU)","Flow Transmitter","High","Honeywell","FlowTransmitter-2130","Crude Distillation Unit (CDU) - Station 34","Flow Transmitter for Crude Distillation Unit (CDU) operations","2024-12-21","192.168.242.22","Modbus TCP"
"CRU-0205","Baytown Refinery","Crude Distillation Unit (CDU)","Pressure Transmitter","Critical","Honeywell","PressureTransmitter-8139","Crude Distillation Unit (CDU) - Station 35","Pressure Transmitter for Crude Distillation Unit (CDU) operations","2021-09-14","192.168.29.31","Profinet"
"CRU-0206","Baytown Refinery","Crude Distillation Unit (CDU)","PLC","Critical","ABB","PLC-6519","Crude Distillation Unit (CDU) - Station 36","PLC for Crude Distillation Unit (CDU) operations","2023-03-15","192.168.221.5","OPC UA"
"CRU-0207","Baytown Refinery","Crude Distillation Unit (CDU)","Control Valve","High","ABB","ControlValve-2908","Crude Distillation Unit (CDU) - Station 37","Control Valve for Crude Distillation Unit (CDU) operations","2022-10-30","192.168.192.53","DNP3"
"CRU-0208","Baytown Refinery","Crude Distillation Unit (CDU)","PLC","Medium","Emerson","PLC-1332","Crude Distillation Unit (CDU) - Station 38","PLC for Crude Distillation Unit (CDU) operations","2022-11-12","192.168.24.229","Ethernet/IP"
"CRU-0209","Baytown Refinery","Crude Distillation Unit (CDU)","Pressure Transmitter","Critical","Emerson","PressureTransmitter-8481","Crude Distillation Unit (CDU) - Station 39","Pressure Transmitter for Crude Distillation Unit (CDU) operations","2025-05-22","192.168.75.110","DNP3"
"CRU-0210","Baytown Refinery","Crude Distillation Unit (CDU)","PLC","Low","Rockwell","PLC-4075","Crude Distillation Unit (CDU) - Station 40","PLC for Crude Distillation Unit (CDU) operations","2022-07-07","192.168.93.160","Modbus TCP"
"CRU-0211","Baytown Refinery","Crude Distillation Unit (CDU)","Pressure Transmitter","Critical","Honeywell","PressureTransmitter-4061","Crude Distillation Unit (CDU) - Station 41","Pressure Transmitter for Crude Distillation Unit (CDU) operations","2023-06-08","192.168.253.9","OPC UA"
"CRU-0212","Baytown Refinery","Crude Distillation Unit (CDU)","Motor Starter","High","Rockwell","MotorStarter-1431","Crude Distillation Unit (CDU) - Station 42","Motor Starter for Crude Distillation Unit (CDU) operations","2023-06-21","192.168.42.8","OPC UA"
"CRU-0213","Baytown Refinery","Crude Distillation Unit (CDU)","Safety PLC","Critical","Emerson","SafetyPLC-7892","Crude Distillation Unit (CDU) - Station 43","Safety PLC for Crude Distillation Unit (CDU) operations","2021-02-22","192.168.113.65","DNP3"
"CRU-0214","Baytown Refinery","Crude Distillation Unit (CDU)","Pressure Transmitter","Critical","ABB","PressureTransmitter-1750","Crude Distillation Unit (CDU) - Station 44","Pressure Transmitter for Crude Distillation Unit (CDU) operations","2022-05-14","192.168.45.90","Profinet"
"CRU-0215","Baytown Refinery","Crude Distillation Unit (CDU)","Control Valve","Low","Siemens","ControlValve-7975","Crude Distillation Unit (CDU) - Station 45","Control Valve for Crude Distillation Unit (CDU) operations","2022-03-21","192.168.73.184","OPC UA"
"FLU-0216","Baytown Refinery","Fluid Catalytic Cracking (FCC)","DCS","Medium","Emerson","DCS-8583","Fluid Catalytic Cracking (FCC) - Station 1","DCS for Fluid Catalytic Cracking (FCC) operations","2025-03-27","192.168.13.167","Modbus TCP"
"FLU-0217","Baytown Refinery","Fluid Catalytic Cracking (FCC)","Temperature Transmitter","Medium","Schneider","TemperatureTransmitter-8626","Fluid Catalytic Cracking (FCC) - Station 2","Temperature Transmitter for Fluid Catalytic Cracking (FCC) operations","2022-04-13","192.168.127.35","OPC UA"
"FLU-0218","Baytown Refinery","Fluid Catalytic Cracking (FCC)","DCS","High","Honeywell","DCS-2785","Fluid Catalytic Cracking (FCC) - Station 3","DCS for Fluid Catalytic Cracking (FCC) operations","2023-07-28","192.168.5.88","OPC UA"
"FLU-0219","Baytown Refinery","Fluid Catalytic Cracking (FCC)","Pressure Transmitter","Medium","Schneider","PressureTransmitter-4729","Fluid Catalytic Cracking (FCC) - Station 4","Pressure Transmitter for Fluid Catalytic Cracking (FCC) operations","2023-04-02","192.168.192.113","OPC UA"
"FLU-0220","Baytown Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","Low","Emerson","ControlValve-2743","Fluid Catalytic Cracking (FCC) - Station 5","Control Valve for Fluid Catalytic Cracking (FCC) operations","2022-07-27","192.168.207.132","OPC UA"
"FLU-0221","Baytown Refinery","Fluid Catalytic Cracking (FCC)","Flow Transmitter","Medium","Emerson","FlowTransmitter-8652","Fluid Catalytic Cracking (FCC) - Station 6","Flow Transmitter for Fluid Catalytic Cracking (FCC) operations","2024-05-23","192.168.106.56","DNP3"
"FLU-0222","Baytown Refinery","Fluid Catalytic Cracking (FCC)","Pressure Transmitter","Low","Honeywell","PressureTransmitter-5828","Fluid Catalytic Cracking (FCC) - Station 7","Pressure Transmitter for Fluid Catalytic Cracking (FCC) operations","2020-12-24","192.168.248.137","OPC UA"
"FLU-0223","Baytown Refinery","Fluid Catalytic Cracking (FCC)","Safety PLC","Medium","ABB","SafetyPLC-5629","Fluid Catalytic Cracking (FCC) - Station 8","Safety PLC for Fluid Catalytic Cracking (FCC) operations","2025-01-22","192.168.59.139","DNP3"
"FLU-0224","Baytown Refinery","Fluid Catalytic Cracking (FCC)","RTU","Low","Emerson","RTU-6081","Fluid Catalytic Cracking (FCC) - Station 9","RTU for Fluid Catalytic Cracking (FCC) operations","2024-02-24","192.168.17.57","Modbus TCP"
"FLU-0225","Baytown Refinery","Fluid Catalytic Cracking (FCC)","RTU","Critical","Rockwell","RTU-3644","Fluid Catalytic Cracking (FCC) - Station 10","RTU for Fluid Catalytic Cracking (FCC) operations","2020-12-09","192.168.236.112","Modbus TCP"
"FLU-0226","Baytown Refinery","Fluid Catalytic Cracking (FCC)","Pressure Transmitter","Low","Emerson","PressureTransmitter-9766","Fluid Catalytic Cracking (FCC) - Station 11","Pressure Transmitter for Fluid Catalytic Cracking (FCC) operations","2023-05-09","192.168.214.187","Ethernet/IP"
