tag_id,plant,unit,device_type,criticality,manufacturer,model,location,description,installation_date,expected_ip,expected_protocol
"GEN-0156","Midwest Electric","Generation Unit","HMI","Medium","Honeywell","HMI-5941","Generation Unit - Station 1","HMI for Generation Unit operations","2021-12-24","192.168.66.208","Profinet"
"GEN-0157","Midwest Electric","Generation Unit","Environmental Monitor","High","Rockwell","EnvironmentalMonitor-5444","Generation Unit - Station 2","Environmental Monitor for Generation Unit operations","2022-04-23","192.168.17.147","Modbus TCP"
"GEN-0158","Midwest Electric","Generation Unit","RTU","Critical","Schneider","RTU-2891","Generation Unit - Station 3","RTU for Generation Unit operations","2021-01-06","192.168.111.146","DNP3"
"GEN-0159","Midwest Electric","Generation Unit","IED","High","Emerson","IED-7917","Generation Unit - Station 4","IED for Generation Unit operations","2025-01-19","192.168.70.51","OPC UA"
"GEN-0160","Midwest Electric","Generation Unit","HMI","Low","Emerson","HMI-5637","Generation Unit - Station 5","HMI for Generation Unit operations","2024-09-11","192.168.194.18","OPC UA"
"GEN-0161","Midwest Electric","Generation Unit","Environmental Monitor","High","Emerson","EnvironmentalMonitor-3124","Generation Unit - Station 6","Environmental Monitor for Generation Unit operations","2020-10-28","192.168.27.180","DNP3"
"GEN-0162","Midwest Electric","Generation Unit","Arc Flash Monitor","High","Siemens","ArcFlashMonitor-2717","Generation Unit - Station 7","Arc Flash Monitor for Generation Unit operations","2021-04-27","192.168.178.97","DNP3"
"GEN-0163","Midwest Electric","Generation Unit","EMS","Critical","ABB","EMS-5230","Generation Unit - Station 8","EMS for Generation Unit operations","2024-09-23","192.168.101.85","Modbus TCP"
"GEN-0164","Midwest Electric","Generation Unit","Arc Flash Monitor","High","Honeywell","ArcFlashMonitor-9140","Generation Unit - Station 9","Arc Flash Monitor for Generation Unit operations","2021-09-17","192.168.83.247","Profinet"
"GEN-0165","Midwest Electric","Generation Unit","Grid Controller","Critical","ABB","GridController-8705","Generation Unit - Station 10","Grid Controller for Generation Unit operations","2025-03-23","192.168.2.125","Ethernet/IP"
"GEN-0166","Midwest Electric","Generation Unit","Environmental Monitor","Low","ABB","EnvironmentalMonitor-8643","Generation Unit - Station 11","Environmental Monitor for Generation Unit operations","2022-03-05","192.168.75.204","DNP3"
"GEN-0167","Midwest Electric","Generation Unit","Environmental Monitor","High","Schneider","EnvironmentalMonitor-1435","Generation Unit - Station 12","Environmental Monitor for Generation Unit operations","2023-03-31","192.168.9.59","Modbus TCP"
"GEN-0168","Midwest Electric","Generation Unit","RTU","Critical","Emerson","RTU-4445","Generation Unit - Station 13","RTU for Generation Unit operations","2023-07-13","192.168.42.92","OPC UA"
"GEN-0169","Midwest Electric","Generation Unit","Grid Controller","Medium","Honeywell","GridController-5531","Generation Unit - Station 14","Grid Controller for Generation Unit operations","2025-08-26","192.168.240.106","Profinet"
"GEN-0170","Midwest Electric","Generation Unit","EMS","Low","Siemens","EMS-2013","Generation Unit - Station 15","EMS for Generation Unit operations","2025-07-17","192.168.4.120","Profinet"
"GEN-0171","Midwest Electric","Generation Unit","Arc Flash Monitor","High","Honeywell","ArcFlashMonitor-7258","Generation Unit - Station 16","Arc Flash Monitor for Generation Unit operations","2022-10-10","192.168.49.11","Ethernet/IP"
"GEN-0172","Midwest Electric","Generation Unit","RTU","Critical","Schneider","RTU-8739","Generation Unit - Station 17","RTU for Generation Unit operations","2022-11-24","192.168.182.37","OPC UA"
"GEN-0173","Midwest Electric","Generation Unit","HMI","High","Schneider","HMI-3740","Generation Unit - Station 18","HMI for Generation Unit operations","2023-09-16","192.168.235.38","DNP3"
"GEN-0174","Midwest Electric","Generation Unit","Environmental Monitor","Low","Schneider","EnvironmentalMonitor-1889","Generation Unit - Station 19","Environmental Monitor for Generation Unit operations","2022-06-24","192.168.76.96","DNP3"
"GEN-0175","Midwest Electric","Generation Unit","EMS","Critical","Schneider","EMS-7312","Generation Unit - Station 20","EMS for Generation Unit operations","2021-10-23","192.168.208.210","Modbus TCP"
"GEN-0176","Midwest Electric","Generation Unit","Protection Relay","Critical","ABB","ProtectionRelay-8151","Generation Unit - Station 21","Protection Relay for Generation Unit operations","2023-08-23","192.168.102.179","Profinet"
"GEN-0177","Midwest Electric","Generation Unit","IED","Low","Rockwell","IED-2291","Generation Unit - Station 22","IED for Generation Unit operations","2024-11-24","192.168.3.6","DNP3"
"GEN-0178","Midwest Electric","Generation Unit","RTU","High","Schneider","RTU-9568","Generation Unit - Station 23","RTU for Generation Unit operations","2025-05-26","192.168.20.100","Modbus TCP"
"GEN-0179","Midwest Electric","Generation Unit","IED","Critical","Honeywell","IED-3285","Generation Unit - Station 24","IED for Generation Unit operations","2021-08-02","192.168.142.217","DNP3"
"GEN-0180","Midwest Electric","Generation Unit","SCADA","Medium","ABB","SCADA-5472","Generation Unit - Station 25","SCADA for Generation Unit operations","2024-11-28","192.168.9.106","OPC UA"
"GEN-0181","Midwest Electric","Generation Unit","IED","High","Siemens","IED-4918","Generation Unit - Station 26","IED for Generation Unit operations","2020-12-07","192.168.187.134","Ethernet/IP"
"GEN-0182","Midwest Electric","Generation Unit","Environmental Monitor","Low","Schneider","EnvironmentalMonitor-9681","Generation Unit - Station 27","Environmental Monitor for Generation Unit operations","2023-12-14","192.168.190.236","Profinet"
"GEN-0183","Midwest Electric","Generation Unit","IED","High","Emerson","IED-6003","Generation Unit - Station 28","IED for Generation Unit operations","2024-04-02","192.168.24.46","OPC UA"
"GEN-0184","Midwest Electric","Generation Unit","RTU","High","Honeywell","RTU-6989","Generation Unit - Station 29","RTU for Generation Unit operations","2020-11-02","192.168.163.15","Modbus TCP"
"GEN-0185","Midwest Electric","Generation Unit","IED","High","Emerson","IED-1141","Generation Unit - Station 30","IED for Generation Unit operations","2021-09-01","192.168.237.40","Profinet"
"GEN-0186","Midwest Electric","Generation Unit","HMI","High","Rockwell","HMI-9606","Generation Unit - Station 31","HMI for Generation Unit operations","2025-03-27","192.168.127.150","DNP3"
"GEN-0187","Midwest Electric","Generation Unit","Arc Flash Monitor","Critical","Rockwell","ArcFlashMonitor-3291","Generation Unit - Station 32","Arc Flash Monitor for Generation Unit operations","2024-12-17","192.168.42.170","Profinet"
"GEN-0188","Midwest Electric","Generation Unit","Environmental Monitor","Critical","Siemens","EnvironmentalMonitor-6061","Generation Unit - Station 33","Environmental Monitor for Generation Unit operations","2023-02-17","192.168.103.157","Modbus TCP"
"GEN-0189","Midwest Electric","Generation Unit","Protection Relay","High","ABB","ProtectionRelay-1626","Generation Unit - Station 34","Protection Relay for Generation Unit operations","2023-03-30","192.168.97.172","Ethernet/IP"
"GEN-0190","Midwest Electric","Generation Unit","Protection Relay","High","Emerson","ProtectionRelay-9942","Generation Unit - Station 35","Protection Relay for Generation Unit operations","2021-07-11","192.168.201.188","OPC UA"
"GEN-0191","Midwest Electric","Generation Unit","Protection Relay","High","ABB","ProtectionRelay-5010","Generation Unit - Station 36","Protection Relay for Generation Unit operations","2023-09-20","192.168.199.249","DNP3"
"GEN-0192","Midwest Electric","Generation Unit","HMI","Critical","Siemens","HMI-5799","Generation Unit - Station 37","HMI for Generation Unit operations","2023-02-14","192.168.19.194","Profinet"
"GEN-0193","Midwest Electric","Generation Unit","SCADA","Low","Honeywell","SCADA-9343","Generation Unit - Station 38","SCADA for Generation Unit operations","2023-03-28","192.168.42.54","DNP3"
"GEN-0194","Midwest Electric","Generation Unit","IED","Medium","Schneider","IED-5844","Generation Unit - Station 39","IED for Generation Unit operations","2022-10-30","192.168.194.125","Profinet"
"GEN-0195","Midwest Electric","Generation Unit","DMS","Critical","Schneider","DMS-6297","Generation Unit - Station 40","DMS for Generation Unit operations","2023-06-30","192.168.194.196","DNP3"
"TRA-0196","Midwest Electric","Transmission","Arc Flash Monitor","Medium","Emerson","ArcFlashMonitor-6377","Transmission - Station 1","Arc Flash Monitor for Transmission operations","2025-06-26","192.168.178.74","DNP3"
"TRA-0197","Midwest Electric","Transmission","RTU","Low","Schneider","RTU-8656","Transmission - Station 2","RTU for Transmission operations","2024-05-18","192.168.152.64","DNP3"
"TRA-0198","Midwest Electric","Transmission","Protection Relay","Low","Schneider","ProtectionRelay-5906","Transmission - Station 3","Protection Relay for Transmission operations","2023-03-29","192.168.61.18","OPC UA"
"TRA-0199","Midwest Electric","Transmission","Grid Controller","Medium","ABB","GridController-9022","Transmission - Station 4","Grid Controller for Transmission operations","2021-01-06","192.168.10.108","DNP3"
"TRA-0200","Midwest Electric","Transmission","Protection Relay","High","Siemens","ProtectionRelay-1565","Transmission - Station 5","Protection Relay for Transmission operations","2021-06-02","192.168.169.214","OPC UA"
"TRA-0201","Midwest Electric","Transmission","EMS","Medium","Schneider","EMS-4573","Transmission - Station 6","EMS for Transmission operations","2021-12-18","192.168.199.165","Ethernet/IP"
"TRA-0202","Midwest Electric","Transmission","Environmental Monitor","Low","Schneider","EnvironmentalMonitor-3776","Transmission - Station 7","Environmental Monitor for Transmission operations","2022-08-17","192.168.215.147","Modbus TCP"
"TRA-0203","Midwest Electric","Transmission","Grid Controller","Medium","ABB","GridController-9281","Transmission - Station 8","Grid Controller for Transmission operations","2021-10-21","192.168.206.15","DNP3"
"TRA-0204","Midwest Electric","Transmission","EMS","Critical","Siemens","EMS-5538","Transmission - Station 9","EMS for Transmission operations","2021-03-10","192.168.181.230","Modbus TCP"
"TRA-0205","Midwest Electric","Transmission","EMS","Low","Schneider","EMS-6539","Transmission - Station 10","EMS for Transmission operations","2024-01-23","192.168.70.0","DNP3"
"TRA-0206","Midwest Electric","Transmission","DMS","High","Rockwell","DMS-9477","Transmission - Station 11","DMS for Transmission operations","2021-07-29","192.168.172.142","Ethernet/IP"
"TRA-0207","Midwest Electric","Transmission","Protection Relay","Low","ABB","ProtectionRelay-4431","Transmission - Station 12","Protection Relay for Transmission operations","2020-11-02","192.168.98.71","OPC UA"
"TRA-0208","Midwest Electric","Transmission","Environmental Monitor","Low","Schneider","EnvironmentalMonitor-1727","Transmission - Station 13","Environmental Monitor for Transmission operations","2025-08-15","192.168.88.47","Profinet"
"TRA-0209","Midwest Electric","Transmission","SCADA","Critical","Rockwell","SCADA-5212","Transmission - Station 14","SCADA for Transmission operations","2024-02-14","192.168.82.56","DNP3"
"TRA-0210","Midwest Electric","Transmission","EMS","Medium","Schneider","EMS-8480","Transmission - Station 15","EMS for Transmission operations","2023-08-25","192.168.112.144","Profinet"
"TRA-0211","Midwest Electric","Transmission","EMS","Medium","Honeywell","EMS-3122","Transmission - Station 16","EMS for Transmission operations","2022-04-16","192.168.105.197","Ethernet/IP"
"TRA-0212","Midwest Electric","Transmission","Environmental Monitor","High","Emerson","EnvironmentalMonitor-8210","Transmission - Station 17","Environmental Monitor for Transmission operations","2022-03-20","192.168.43.180","DNP3"
"TRA-0213","Midwest Electric","Transmission","Grid Controller","High","ABB","GridController-9203","Transmission - Station 18","Grid Controller for Transmission operations","2020-10-29","192.168.176.55","OPC UA"
"TRA-0214","Midwest Electric","Transmission","HMI","High","Honeywell","HMI-1724","Transmission - Station 19","HMI for Transmission operations","2025-09-22","192.168.215.9","DNP3"
"TRA-0215","Midwest Electric","Transmission","Arc Flash Monitor","Medium","ABB","ArcFlashMonitor-8241","Transmission - Station 20","Arc Flash Monitor for Transmission operations","2023-01-27","192.168.103.54","Ethernet/IP"
"TRA-0216","Midwest Electric","Transmission","RTU","Low","Emerson","RTU-7951","Transmission - Station 21","RTU for Transmission operations","2023-04-30","192.168.103.99","DNP3"
"TRA-0217","Midwest Electric","Transmission","HMI","Critical","Emerson","HMI-1409","Transmission - Station 22","HMI for Transmission operations","2024-05-19","192.168.65.81","DNP3"
"TRA-0218","Midwest Electric","Transmission","Protection Relay","Low","ABB","ProtectionRelay-4031","Transmission - Station 23","Protection Relay for Transmission operations","2021-06-13","192.168.165.220","Ethernet/IP"
"TRA-0219","Midwest Electric","Transmission","Protection Relay","Low","Siemens","ProtectionRelay-5582","Transmission - Station 24","Protection Relay for Transmission operations","2021-11-08","192.168.57.117","Modbus TCP"
"TRA-0220","Midwest Electric","Transmission","IED","Medium","ABB","IED-2212","Transmission - Station 25","IED for Transmission operations","2021-10-03","192.168.16.139","OPC UA"
"TRA-0221","Midwest Electric","Transmission","Environmental Monitor","Medium","Emerson","EnvironmentalMonitor-5782","Transmission - Station 26","Environmental Monitor for Transmission operations","2024-12-13","192.168.34.13","OPC UA"
"TRA-0222","Midwest Electric","Transmission","SCADA","Low","Siemens","SCADA-7344","Transmission - Station 27","SCADA for Transmission operations","2022-05-14","192.168.219.50","Profinet"
"TRA-0223","Midwest Electric","Transmission","Environmental Monitor","High","Honeywell","EnvironmentalMonitor-7603","Transmission - Station 28","Environmental Monitor for Transmission operations","2024-08-14","192.168.67.188","Ethernet/IP"
"TRA-0224","Midwest Electric","Transmission","EMS","High","Emerson","EMS-9859","Transmission - Station 29","EMS for Transmission operations","2023-03-02","192.168.182.71","DNP3"
"TRA-0225","Midwest Electric","Transmission","Protection Relay","Low","Schneider","ProtectionRelay-2307","Transmission - Station 30","Protection Relay for Transmission operations","2021-08-11","192.168.251.147","Modbus TCP"
"TRA-0226","Midwest Electric","Transmission","IED","Medium","Siemens","IED-5444","Transmission - Station 31","IED for Transmission operations","2022-03-06","192.168.214.230","DNP3"
"TRA-0227","Midwest Electric","Transmission","HMI","Critical","Emerson","HMI-1239","Transmission - Station 32","HMI for Transmission operations","2024-06-17","192.168.224.56","OPC UA"
"TRA-0228","Midwest Electric","Transmission","IED","Low","ABB","IED-2611","Transmission - Station 33","IED for Transmission operations","2022-01-28","192.168.110.98","Ethernet/IP"
"TRA-0229","Midwest Electric","Transmission","HMI","Medium","Siemens","HMI-8309","Transmission - Station 34","HMI for Transmission operations","2024-11-23","192.168.118.178","OPC UA"
"TRA-0230","Midwest Electric","Transmission","Protection Relay","Critical","Rockwell","ProtectionRelay-1845","Transmission - Station 35","Protection Relay for Transmission operations","2023-02-14","192.168.1.246","OPC UA"
"TRA-0231","Midwest Electric","Transmission","HMI","Low","Schneider","HMI-6858","Transmission - Station 36","HMI for Transmission operations","2025-01-21","192.168.121.207","Modbus TCP"
"TRA-0232","Midwest Electric","Transmission","IED","High","Rockwell","IED-6003","Transmission - Station 37","IED for Transmission operations","2023-11-25","192.168.184.154","OPC UA"
"TRA-0233","Midwest Electric","Transmission","Grid Controller","Medium","Emerson","GridController-6531","Transmission - Station 38","Grid Controller for Transmission operations","2024-01-27","192.168.1.26","Profinet"
"TRA-0234","Midwest Electric","Transmission","Grid Controller","Medium","Siemens","GridController-5012","Transmission - Station 39","Grid Controller for Transmission operations","2025-07-22","192.168.141.4","DNP3"
"TRA-0235","Midwest Electric","Transmission","EMS","Low","ABB","EMS-1427","Transmission - Station 40","EMS for Transmission operations","2025-06-02","192.168.85.96","Profinet"
"TRA-0236","Midwest Electric","Transmission","Protection Relay","Low","Rockwell","ProtectionRelay-4403","Transmission - Station 41","Protection Relay for Transmission operations","2023-05-29","192.168.140.216","DNP3"
"TRA-0237","Midwest Electric","Transmission","SCADA","Medium","Honeywell","SCADA-7465","Transmission - Station 42","SCADA for Transmission operations","2020-11-06","192.168.198.113","Profinet"
"TRA-0238","Midwest Electric","Transmission","Environmental Monitor","Low","Siemens","EnvironmentalMonitor-2472","Transmission - Station 43","Environmental Monitor for Transmission operations","2023-12-11","192.168.183.252","Modbus TCP"
"TRA-0239","Midwest Electric","Transmission","SCADA","High","Honeywell","SCADA-3226","Transmission - Station 44","SCADA for Transmission operations","2022-09-11","192.168.184.6","Modbus TCP"
"TRA-0240","Midwest Electric","Transmission","RTU","Low","Emerson","RTU-4317","Transmission - Station 45","RTU for Transmission operations","2023-07-29","192.168.22.89","DNP3"
"TRA-0241","Midwest Electric","Transmission","RTU","Low","Schneider","RTU-7296","Transmission - Station 46","RTU for Transmission operations","2022-04-27","192.168.69.104","Profinet"
"TRA-0242","Midwest Electric","Transmission","HMI","Low","Siemens","HMI-9536","Transmission - Station 47","HMI for Transmission operations","2025-05-12","192.168.63.161","Profinet"
"TRA-0243","Midwest Electric","Transmission","RTU","Critical","Siemens","RTU-8678","Transmission - Station 48","RTU for Transmission operations","2024-03-17","192.168.239.188","DNP3"
"TRA-0244","Midwest Electric","Transmission","DMS","Medium","Schneider","DMS-4437","Transmission - Station 49","DMS for Transmission operations","2021-10-11","192.168.11.187","DNP3"
"DIS-0245","Midwest Electric","Distribution","Grid Controller","Critical","ABB","GridController-3813","Distribution - Station 1","Grid Controller for Distribution operations","2023-07-09","192.168.109.251","OPC UA"
"DIS-0246","Midwest Electric","Distribution","EMS","Critical","Honeywell","EMS-9287","Distribution - Station 2","EMS for Distribution operations","2024-08-23","192.168.122.121","DNP3"
"DIS-0247","Midwest Electric","Distribution","Arc Flash Monitor","Low","Siemens","ArcFlashMonitor-1197","Distribution - Station 3","Arc Flash Monitor for Distribution operations","2022-03-08","192.168.89.172","Modbus TCP"
"DIS-0248","Midwest Electric","Distribution","Grid Controller","Low","ABB","GridController-5503","Distribution - Station 4","Grid Controller for Distribution operations","2024-12-18","192.168.186.188","Profinet"
"DIS-0249","Midwest Electric","Distribution","DMS","Medium","Siemens","DMS-1511","Distribution - Station 5","DMS for Distribution operations","2024-02-19","192.168.160.175","DNP3"
"DIS-0250","Midwest Electric","Distribution","Grid Controller","Medium","ABB","GridController-3677","Distribution - Station 6","Grid Controller for Distribution operations","2024-09-16","192.168.144.32","DNP3"
"DIS-0251","Midwest Electric","Distribution","Environmental Monitor","Low","Emerson","EnvironmentalMonitor-2651","Distribution - Station 7","Environmental Monitor for Distribution operations","2023-03-14","192.168.21.116","Modbus TCP"
"DIS-0252","Midwest Electric","Distribution","Protection Relay","Low","Honeywell","ProtectionRelay-8799","Distribution - Station 8","Protection Relay for Distribution operations","2020-11-12","192.168.90.133","OPC UA"
"DIS-0253","Midwest Electric","Distribution","Protection Relay","High","Schneider","ProtectionRelay-6213","Distribution - Station 9","Protection Relay for Distribution operations","2023-07-27","192.168.23.154","OPC UA"
"DIS-0254","Midwest Electric","Distribution","DMS","Medium","Siemens","DMS-4509","Distribution - Station 10","DMS for Distribution operations","2025-01-12","192.168.15.165","Modbus TCP"
"DIS-0255","Midwest Electric","Distribution","Environmental Monitor","Critical","Rockwell","EnvironmentalMonitor-1847","Distribution - Station 11","Environmental Monitor for Distribution operations","2020-12-09","192.168.28.147","OPC UA"
"DIS-0256","Midwest Electric","Distribution","IED","Critical","Honeywell","IED-8878","Distribution - Station 12","IED for Distribution operations","2024-09-19","192.168.195.229","OPC UA"
"DIS-0257","Midwest Electric","Distribution","Environmental Monitor","Low","ABB","EnvironmentalMonitor-4371","Distribution - Station 13","Environmental Monitor for Distribution operations","2024-02-06","192.168.97.119","OPC UA"
"DIS-0258","Midwest Electric","Distribution","EMS","Medium","Emerson","EMS-5687","Distribution - Station 14","EMS for Distribution operations","2023-12-09","192.168.110.8","Modbus TCP"
"DIS-0259","Midwest Electric","Distribution","IED","High","Schneider","IED-6272","Distribution - Station 15","IED for Distribution operations","2025-03-24","192.168.188.219","Modbus TCP"
"DIS-0260","Midwest Electric","Distribution","DMS","Low","ABB","DMS-4080","Distribution - Station 16","DMS for Distribution operations","2024-09-16","192.168.245.238","Ethernet/IP"
"DIS-0261","Midwest Electric","Distribution","EMS","High","Schneider","EMS-7402","Distribution - Station 17","EMS for Distribution operations","2021-02-14","192.168.99.190","Ethernet/IP"
"DIS-0262","Midwest Electric","Distribution","IED","Medium","Honeywell","IED-5446","Distribution - Station 18","IED for Distribution operations","2022-11-09","192.168.160.180","Ethernet/IP"
"DIS-0263","Midwest Electric","Distribution","EMS","Low","ABB","EMS-9394","Distribution - Station 19","EMS for Distribution operations","2025-03-25","192.168.204.94","Profinet"
"DIS-0264","Midwest Electric","Distribution","Arc Flash Monitor","Low","ABB","ArcFlashMonitor-4761","Distribution - Station 20","Arc Flash Monitor for Distribution operations","2024-02-23","192.168.215.248","DNP3"
"DIS-0265","Midwest Electric","Distribution","SCADA","Critical","ABB","SCADA-2242","Distribution - Station 21","SCADA for Distribution operations","2022-07-20","192.168.236.185","Profinet"
"DIS-0266","Midwest Electric","Distribution","Arc Flash Monitor","High","Rockwell","ArcFlashMonitor-1090","Distribution - Station 22","Arc Flash Monitor for Distribution operations","2021-12-29","192.168.198.130","Modbus TCP"
"DIS-0267","Midwest Electric","Distribution","Grid Controller","Low","Rockwell","GridController-1412","Distribution - Station 23","Grid Controller for Distribution operations","2023-03-22","192.168.82.28","DNP3"
"DIS-0268","Midwest Electric","Distribution","HMI","Critical","Emerson","HMI-7537","Distribution - Station 24","HMI for Distribution operations","2024-12-01","192.168.15.129","Profinet"
"DIS-0269","Midwest Electric","Distribution","RTU","Medium","ABB","RTU-1440","Distribution - Station 25","RTU for Distribution operations","2024-10-18","192.168.116.97","DNP3"
"DIS-0270","Midwest Electric","Distribution","DMS","Critical","Siemens","DMS-2039","Distribution - Station 26","DMS for Distribution operations","2024-04-22","192.168.212.202","Ethernet/IP"
"DIS-0271","Midwest Electric","Distribution","SCADA","Critical","Emerson","SCADA-1097","Distribution - Station 27","SCADA for Distribution operations","2024-05-31","192.168.234.136","DNP3"
"DIS-0272","Midwest Electric","Distribution","Protection Relay","High","Honeywell","ProtectionRelay-6029","Distribution - Station 28","Protection Relay for Distribution operations","2021-01-21","192.168.95.173","OPC UA"
"DIS-0273","Midwest Electric","Distribution","EMS","High","Siemens","EMS-2231","Distribution - Station 29","EMS for Distribution operations","2024-01-12","192.168.202.162","OPC UA"
"DIS-0274","Midwest Electric","Distribution","Grid Controller","Low","Rockwell","GridController-8280","Distribution - Station 30","Grid Controller for Distribution operations","2024-07-14","192.168.16.243","OPC UA"
"DIS-0275","Midwest Electric","Distribution","Arc Flash Monitor","Low","Emerson","ArcFlashMonitor-9512","Distribution - Station 31","Arc Flash Monitor for Distribution operations","2022-02-08","192.168.80.18","Modbus TCP"
"DIS-0276","Midwest Electric","Distribution","DMS","Low","Rockwell","DMS-1819","Distribution - Station 32","DMS for Distribution operations","2020-12-03","192.168.172.181","Profinet"
"DIS-0277","Midwest Electric","Distribution","Grid Controller","Critical","ABB","GridController-6352","Distribution - Station 33","Grid Controller for Distribution operations","2025-09-19","192.168.213.88","DNP3"
"DIS-0278","Midwest Electric","Distribution","DMS","Critical","Honeywell","DMS-8831","Distribution - Station 34","DMS for Distribution operations","2022-04-09","192.168.138.197","Profinet"
"DIS-0279","Midwest Electric","Distribution","HMI","Critical","Schneider","HMI-4152","Distribution - Station 35","HMI for Distribution operations","2022-05-03","192.168.68.76","OPC UA"
"DIS-0280","Midwest Electric","Distribution","Arc Flash Monitor","Low","Emerson","ArcFlashMonitor-9024","Distribution - Station 36","Arc Flash Monitor for Distribution operations","2021-07-21","192.168.77.222","Profinet"
"DIS-0281","Midwest Electric","Distribution","Environmental Monitor","Low","Siemens","EnvironmentalMonitor-1705","Distribution - Station 37","Environmental Monitor for Distribution operations","2022-07-13","192.168.182.34","Profinet"
"DIS-0282","Midwest Electric","Distribution","Arc Flash Monitor","Low","Schneider","ArcFlashMonitor-8723","Distribution - Station 38","Arc Flash Monitor for Distribution operations","2023-03-28","192.168.46.1","Ethernet/IP"
"DIS-0283","Midwest Electric","Distribution","RTU","Low","Honeywell","RTU-5094","Distribution - Station 39","RTU for Distribution operations","2025-04-18","192.168.228.103","Ethernet/IP"
"DIS-0284","Midwest Electric","Distribution","Arc Flash Monitor","Critical","Siemens","ArcFlashMonitor-1207","Distribution - Station 40","Arc Flash Monitor for Distribution operations","2021-03-17","192.168.65.78","Ethernet/IP"
"DIS-0285","Midwest Electric","Distribution","Protection Relay","Low","Schneider","ProtectionRelay-4205","Distribution - Station 41","Protection Relay for Distribution operations","2021-08-16","192.168.224.196","DNP3"
"DIS-0286","Midwest Electric","Distribution","RTU","High","ABB","RTU-1905","Distribution - Station 42","RTU for Distribution operations","2025-02-21","192.168.162.220","OPC UA"
"DIS-0287","Midwest Electric","Distribution","IED","High","Siemens","IED-9149","Distribution - Station 43","IED for Distribution operations","2022-11-28","192.168.201.70","OPC UA"
"DIS-0288","Midwest Electric","Distribution","HMI","High","ABB","HMI-4873","Distribution - Station 44","HMI for Distribution operations","2021-10-06","192.168.24.215","OPC UA"
"DIS-0289","Midwest Electric","Distribution","Grid Controller","High","Siemens","GridController-5293","Distribution - Station 45","Grid Controller for Distribution operations","2024-10-31","192.168.98.93","DNP3"
"DIS-0290","Midwest Electric","Distribution","Grid Controller","Critical","Siemens","GridController-3934","Distribution - Station 46","Grid Controller for Distribution operations","2025-02-24","192.168.203.192","Ethernet/IP"
"DIS-0291","Midwest Electric","Distribution","Grid Controller","High","Schneider","GridController-9891","Distribution - Station 47","Grid Controller for Distribution operations","2023-06-17","192.168.155.248","Modbus TCP"
"DIS-0292","Midwest Electric","Distribution","RTU","High","Emerson","RTU-8273","Distribution - Station 48","RTU for Distribution operations","2023-12-06","192.168.221.157","Modbus TCP"
"CON-0293","Midwest Electric","Control Center","HMI","High","Schneider","HMI-5169","Control Center - Station 1","HMI for Control Center operations","2022-08-13","192.168.134.125","DNP3"
"CON-0294","Midwest Electric","Control Center","Arc Flash Monitor","Medium","Emerson","ArcFlashMonitor-9926","Control Center - Station 2","Arc Flash Monitor for Control Center operations","2023-04-09","192.168.168.17","OPC UA"
"CON-0295","Midwest Electric","Control Center","EMS","Critical","Siemens","EMS-6317","Control Center - Station 3","EMS for Control Center operations","2021-05-21","192.168.54.90","DNP3"
"CON-0296","Midwest Electric","Control Center","SCADA","Low","ABB","SCADA-3867","Control Center - Station 4","SCADA for Control Center operations","2021-03-29","192.168.78.185","Modbus TCP"
"CON-0297","Midwest Electric","Control Center","RTU","Critical","Honeywell","RTU-9675","Control Center - Station 5","RTU for Control Center operations","2021-11-17","192.168.14.109","DNP3"
"CON-0298","Midwest Electric","Control Center","SCADA","Critical","Honeywell","SCADA-7944","Control Center - Station 6","SCADA for Control Center operations","2024-05-23","192.168.50.176","Ethernet/IP"
"CON-0299","Midwest Electric","Control Center","SCADA","Critical","Emerson","SCADA-1164","Control Center - Station 7","SCADA for Control Center operations","2024-03-04","192.168.172.147","DNP3"
"CON-0300","Midwest Electric","Control Center","EMS","Low","Rockwell","EMS-8919","Control Center - Station 8","EMS for Control Center operations","2022-02-06","192.168.0.214","Ethernet/IP"
"CON-0301","Midwest Electric","Control Center","IED","Low","Rockwell","IED-2809","Control Center - Station 9","IED for Control Center operations","2021-03-21","192.168.189.88","Profinet"
"CON-0302","Midwest Electric","Control Center","HMI","Low","ABB","HMI-5704","Control Center - Station 10","HMI for Control Center operations","2024-11-18","192.168.187.77","OPC UA"
"CON-0303","Midwest Electric","Control Center","IED","Low","Rockwell","IED-2856","Control Center - Station 11","IED for Control Center operations","2021-01-09","192.168.36.176","Modbus TCP"
"CON-0304","Midwest Electric","Control Center","Arc Flash Monitor","High","Honeywell","ArcFlashMonitor-1938","Control Center - Station 12","Arc Flash Monitor for Control Center operations","2020-11-23","192.168.34.107","Profinet"
"CON-0305","Midwest Electric","Control Center","DMS","Medium","Schneider","DMS-2631","Control Center - Station 13","DMS for Control Center operations","2021-07-15","192.168.37.205","DNP3"
"CON-0306","Midwest Electric","Control Center","Arc Flash Monitor","Critical","Schneider","ArcFlashMonitor-7983","Control Center - Station 14","Arc Flash Monitor for Control Center operations","2024-02-05","192.168.194.161","DNP3"
"CON-0307","Midwest Electric","Control Center","EMS","Low","Emerson","EMS-3473","Control Center - Station 15","EMS for Control Center operations","2024-08-05","192.168.3.63","DNP3"
"CON-0308","Midwest Electric","Control Center","Grid Controller","Critical","Rockwell","GridController-5534","Control Center - Station 16","Grid Controller for Control Center operations","2022-10-31","192.168.169.124","Modbus TCP"
