timestamp,tag_name,value,quality,plant_unit,measurement_type,unit_of_measure,alarm_status,trend_direction
2025-09-23T02:23:12.462Z,CCR-LI-004,84.82,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T02:28:12.462Z,CCR-LI-004,88.16,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T02:33:12.462Z,CCR-LI-004,87.50,Good,CCR,Pressure,PERCENT,Low,Rising
2025-09-23T02:38:12.462Z,CCR-LI-004,89.18,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T02:43:12.462Z,CCR-LI-004,86.86,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T02:48:12.462Z,CCR-LI-004,83.61,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T02:53:12.462Z,CCR-LI-004,80.04,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T02:58:12.462Z,CCR-LI-004,81.36,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T03:03:12.462Z,CCR-LI-004,78.30,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T03:08:12.462Z,CCR-LI-004,76.69,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T03:13:12.462Z,CCR-LI-004,76.35,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T03:18:12.462Z,CCR-LI-004,74.91,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T03:23:12.462Z,CCR-LI-004,71.78,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T03:28:12.462Z,CCR-LI-004,72.10,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T03:33:12.462Z,CCR-LI-004,70.00,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T03:38:12.462Z,CCR-LI-004,72.88,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T03:43:12.462Z,CCR-LI-004,75.43,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T03:48:12.462Z,CCR-LI-004,78.76,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T03:53:12.462Z,CCR-LI-004,81.66,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T03:58:12.462Z,CCR-LI-004,78.22,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T04:03:12.462Z,CCR-LI-004,80.53,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T04:08:12.462Z,CCR-LI-004,81.83,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T04:13:12.462Z,CCR-LI-004,84.58,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T04:18:12.462Z,CCR-LI-004,80.57,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T04:23:12.462Z,CCR-LI-004,80.86,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T04:28:12.462Z,CCR-LI-004,77.98,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T04:33:12.462Z,CCR-LI-004,75.01,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T04:38:12.462Z,CCR-LI-004,72.32,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T04:43:12.462Z,CCR-LI-004,75.53,Good,CCR,Pressure,PERCENT,HiHi,Steady
2025-09-23T04:48:12.462Z,CCR-LI-004,78.17,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T04:53:12.462Z,CCR-LI-004,79.69,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T04:58:12.462Z,CCR-LI-004,82.58,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T05:03:12.462Z,CCR-LI-004,82.30,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T05:08:12.462Z,CCR-LI-004,83.07,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T05:13:12.462Z,CCR-LI-004,86.23,Good,CCR,Pressure,PERCENT,HiHi,Steady
2025-09-23T05:18:12.462Z,CCR-LI-004,88.01,Uncertain,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T05:23:12.462Z,CCR-LI-004,91.41,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T05:28:12.462Z,CCR-LI-004,90.24,Uncertain,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T05:33:12.462Z,CCR-LI-004,88.86,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T05:38:12.462Z,CCR-LI-004,92.93,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T05:43:12.462Z,CCR-LI-004,92.11,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T05:48:12.462Z,CCR-LI-004,92.41,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T05:53:12.462Z,CCR-LI-004,95.04,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T05:58:12.462Z,CCR-LI-004,97.96,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T06:03:12.462Z,CCR-LI-004,97.59,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T06:08:12.462Z,CCR-LI-004,97.46,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T06:13:12.462Z,CCR-LI-004,94.76,Good,CCR,Pressure,PERCENT,HiHi,Oscillating
2025-09-23T06:18:12.462Z,CCR-LI-004,91.61,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T06:23:12.462Z,CCR-LI-004,93.34,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T06:28:12.462Z,CCR-LI-004,95.78,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T06:33:12.462Z,CCR-LI-004,94.20,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T06:38:12.462Z,CCR-LI-004,96.39,Good,CCR,Pressure,PERCENT,High,Falling
2025-09-23T06:43:12.462Z,CCR-LI-004,98.46,Good,CCR,Pressure,PERCENT,LoLo,Falling
2025-09-23T06:48:12.462Z,CCR-LI-004,98.23,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T06:53:12.462Z,CCR-LI-004,100.00,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T06:58:12.462Z,CCR-LI-004,100.54,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T07:03:12.462Z,CCR-LI-004,96.54,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T07:08:12.462Z,CCR-LI-004,101.13,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T07:13:12.462Z,CCR-LI-004,101.66,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T07:18:12.462Z,CCR-LI-004,99.45,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T07:23:12.462Z,CCR-LI-004,102.57,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T07:28:12.462Z,CCR-LI-004,104.97,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T07:33:12.462Z,CCR-LI-004,109.41,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T07:38:12.462Z,CCR-LI-004,114.21,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T07:43:12.462Z,CCR-LI-004,112.84,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T07:48:12.462Z,CCR-LI-004,114.44,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T07:53:12.462Z,CCR-LI-004,110.98,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T07:58:12.462Z,CCR-LI-004,111.38,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T08:03:12.462Z,CCR-LI-004,108.35,Good,CCR,Pressure,PERCENT,HiHi,Falling
2025-09-23T08:08:12.462Z,CCR-LI-004,108.21,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T08:13:12.462Z,CCR-LI-004,110.36,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T08:18:12.462Z,CCR-LI-004,112.66,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T08:23:12.462Z,CCR-LI-004,115.43,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T08:28:12.462Z,CCR-LI-004,117.97,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T08:33:12.462Z,CCR-LI-004,117.79,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T08:38:12.462Z,CCR-LI-004,115.33,Good,CCR,Pressure,PERCENT,HiHi,Falling
2025-09-23T08:43:12.462Z,CCR-LI-004,113.21,Good,CCR,Pressure,PERCENT,Low,Rising
2025-09-23T08:48:12.462Z,CCR-LI-004,111.24,Good,CCR,Pressure,PERCENT,HiHi,Oscillating
2025-09-23T08:53:12.462Z,CCR-LI-004,113.36,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T08:58:12.462Z,CCR-LI-004,117.68,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T09:03:12.462Z,CCR-LI-004,123.32,Maintenance,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T09:08:12.462Z,CCR-LI-004,121.91,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T09:13:12.462Z,CCR-LI-004,121.89,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T09:18:12.462Z,CCR-LI-004,127.43,Uncertain,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T09:23:12.462Z,CCR-LI-004,133.49,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T09:28:12.462Z,CCR-LI-004,129.00,Good,CCR,Pressure,PERCENT,High,Falling
2025-09-23T09:33:12.462Z,CCR-LI-004,134.55,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T09:38:12.462Z,CCR-LI-004,131.98,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T09:43:12.462Z,CCR-LI-004,126.87,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T09:48:12.462Z,CCR-LI-004,130.44,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T09:53:12.462Z,CCR-LI-004,132.35,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T09:58:12.462Z,CCR-LI-004,127.69,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T10:03:12.462Z,CCR-LI-004,123.02,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T10:08:12.462Z,CCR-LI-004,125.10,Good,CCR,Pressure,PERCENT,LoLo,Rising
2025-09-23T10:13:12.462Z,CCR-LI-004,130.82,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T10:18:12.462Z,CCR-LI-004,132.82,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T10:23:12.462Z,CCR-LI-004,135.88,Good,CCR,Pressure,PERCENT,High,Rising
2025-09-23T10:28:12.462Z,CCR-LI-004,130.52,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T10:33:12.462Z,CCR-LI-004,137.01,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T10:38:12.462Z,CCR-LI-004,133.03,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T10:43:12.462Z,CCR-LI-004,127.24,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T10:48:12.462Z,CCR-LI-004,131.30,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T10:53:12.462Z,CCR-LI-004,134.29,Bad,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T10:58:12.462Z,CCR-LI-004,138.83,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T11:03:12.462Z,CCR-LI-004,142.35,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T11:08:12.462Z,CCR-LI-004,143.44,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T11:13:12.462Z,CCR-LI-004,145.82,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T11:18:12.462Z,CCR-LI-004,139.48,Good,CCR,Pressure,PERCENT,LoLo,Falling
2025-09-23T11:23:12.462Z,CCR-LI-004,143.19,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T11:28:12.462Z,CCR-LI-004,145.80,Uncertain,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T11:33:12.462Z,CCR-LI-004,139.99,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T11:38:12.462Z,CCR-LI-004,143.12,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T11:43:12.462Z,CCR-LI-004,145.64,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T11:48:12.462Z,CCR-LI-004,151.47,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T11:53:12.462Z,CCR-LI-004,152.34,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T11:58:12.462Z,CCR-LI-004,157.27,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T12:03:12.462Z,CCR-LI-004,151.06,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T12:08:12.462Z,CCR-LI-004,154.87,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T12:13:12.462Z,CCR-LI-004,161.65,Maintenance,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T12:18:12.462Z,CCR-LI-004,167.43,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T12:23:12.462Z,CCR-LI-004,163.88,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T12:28:12.462Z,CCR-LI-004,164.29,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T12:33:12.462Z,CCR-LI-004,170.23,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T12:38:12.462Z,CCR-LI-004,171.37,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T12:43:12.462Z,CCR-LI-004,178.87,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T12:48:12.462Z,CCR-LI-004,170.26,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T12:53:12.462Z,CCR-LI-004,166.15,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T12:58:12.462Z,CCR-LI-004,165.73,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T13:03:12.462Z,CCR-LI-004,158.12,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T13:08:12.462Z,CCR-LI-004,165.31,Good,CCR,Pressure,PERCENT,LoLo,Oscillating
2025-09-23T13:13:12.462Z,CCR-LI-004,165.22,Uncertain,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T13:18:12.462Z,CCR-LI-004,171.72,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T13:23:12.462Z,CCR-LI-004,166.11,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T13:28:12.462Z,CCR-LI-004,159.80,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T13:33:12.462Z,CCR-LI-004,163.02,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T13:38:12.462Z,CCR-LI-004,156.41,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T13:43:12.462Z,CCR-LI-004,154.57,Good,CCR,Pressure,PERCENT,HiHi,Oscillating
2025-09-23T13:48:12.462Z,CCR-LI-004,159.74,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T13:53:12.462Z,CCR-LI-004,153.98,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T13:58:12.462Z,CCR-LI-004,160.53,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T14:03:12.462Z,CCR-LI-004,155.43,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T14:08:12.462Z,CCR-LI-004,149.49,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T14:13:12.462Z,CCR-LI-004,155.61,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T14:18:12.462Z,CCR-LI-004,160.04,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T14:23:12.462Z,CCR-LI-004,160.36,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T14:28:12.462Z,CCR-LI-004,157.61,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T14:33:12.462Z,CCR-LI-004,150.12,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T14:38:12.462Z,CCR-LI-004,143.88,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T14:43:12.462Z,CCR-LI-004,148.84,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T14:48:12.462Z,CCR-LI-004,142.49,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T14:53:12.462Z,CCR-LI-004,142.32,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T14:58:12.462Z,CCR-LI-004,135.83,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T15:03:12.462Z,CCR-LI-004,135.26,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T15:08:12.462Z,CCR-LI-004,140.78,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T15:13:12.462Z,CCR-LI-004,140.97,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T15:18:12.462Z,CCR-LI-004,141.22,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T15:23:12.462Z,CCR-LI-004,136.96,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T15:28:12.462Z,CCR-LI-004,142.00,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T15:33:12.462Z,CCR-LI-004,138.74,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T15:38:12.462Z,CCR-LI-004,134.95,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T15:43:12.462Z,CCR-LI-004,139.24,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T15:48:12.462Z,CCR-LI-004,143.29,Bad,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T15:53:12.462Z,CCR-LI-004,138.07,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T15:58:12.462Z,CCR-LI-004,144.35,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T16:03:12.462Z,CCR-LI-004,143.80,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T16:08:12.462Z,CCR-LI-004,145.83,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T16:13:12.462Z,CCR-LI-004,150.77,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T16:18:12.462Z,CCR-LI-004,157.76,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T16:23:12.462Z,CCR-LI-004,160.92,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T16:28:12.462Z,CCR-LI-004,164.23,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T16:33:12.462Z,CCR-LI-004,167.42,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T16:38:12.462Z,CCR-LI-004,175.44,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T16:43:12.462Z,CCR-LI-004,176.14,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T16:48:12.462Z,CCR-LI-004,167.84,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T16:53:12.462Z,CCR-LI-004,166.07,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T16:58:12.462Z,CCR-LI-004,159.09,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T17:03:12.462Z,CCR-LI-004,151.74,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T17:08:12.462Z,CCR-LI-004,149.17,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T17:13:12.462Z,CCR-LI-004,156.19,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T17:18:12.462Z,CCR-LI-004,155.68,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T17:23:12.462Z,CCR-LI-004,149.40,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T17:28:12.462Z,CCR-LI-004,150.83,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T17:33:12.462Z,CCR-LI-004,157.97,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T17:38:12.462Z,CCR-LI-004,154.74,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T17:43:12.462Z,CCR-LI-004,152.39,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T17:48:12.462Z,CCR-LI-004,149.46,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T17:53:12.462Z,CCR-LI-004,143.98,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T17:58:12.462Z,CCR-LI-004,139.61,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T18:03:12.462Z,CCR-LI-004,138.70,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T18:08:12.462Z,CCR-LI-004,145.31,Maintenance,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T18:13:12.462Z,CCR-LI-004,139.76,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T18:18:12.462Z,CCR-LI-004,145.61,Good,CCR,Pressure,PERCENT,High,Steady
2025-09-23T18:23:12.462Z,CCR-LI-004,148.20,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T18:28:12.462Z,CCR-LI-004,146.50,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T18:33:12.462Z,CCR-LI-004,141.02,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T18:38:12.462Z,CCR-LI-004,134.67,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T18:43:12.462Z,CCR-LI-004,138.58,Good,CCR,Pressure,PERCENT,High,Steady
2025-09-23T18:48:12.462Z,CCR-LI-004,143.73,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T18:53:12.462Z,CCR-LI-004,146.28,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T18:58:12.462Z,CCR-LI-004,152.31,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T19:03:12.462Z,CCR-LI-004,149.57,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T19:08:12.462Z,CCR-LI-004,149.90,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T19:13:12.462Z,CCR-LI-004,146.28,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T19:18:12.462Z,CCR-LI-004,143.31,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T19:23:12.462Z,CCR-LI-004,143.64,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T19:28:12.462Z,CCR-LI-004,150.02,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T19:33:12.462Z,CCR-LI-004,148.94,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T19:38:12.462Z,CCR-LI-004,151.63,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T19:43:12.462Z,CCR-LI-004,150.80,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T19:48:12.462Z,CCR-LI-004,152.47,Good,CCR,Pressure,PERCENT,Normal,Rising
2025-09-23T19:53:12.462Z,CCR-LI-004,155.61,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T19:58:12.462Z,CCR-LI-004,155.05,Good,CCR,Pressure,PERCENT,Normal,Steady
2025-09-23T20:03:12.462Z,CCR-LI-004,159.04,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T20:08:12.462Z,CCR-LI-004,155.16,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T20:13:12.462Z,CCR-LI-004,161.63,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-23T20:18:12.462Z,CCR-LI-004,161.70,Good,CCR,Pressure,PERCENT,Normal,Falling
2025-09-23T20:23:12.462Z,CCR-LI-004,168.16,Good,CCR,Pressure,PERCENT,Normal,Oscillating
2025-09-21T20:28:12.462Z,CDU-FI-005,415.67,Good,CDU,Analyzer,PSI,Normal,Falling
2025-09-21T20:33:12.462Z,CDU-FI-005,415.37,Good,CDU,Analyzer,PSI,LoLo,Oscillating
2025-09-21T20:38:12.462Z,CDU-FI-005,411.50,Good,CDU,Analyzer,PSI,Normal,Falling
2025-09-21T20:43:12.462Z,CDU-FI-005,417.05,Good,CDU,Analyzer,PSI,Normal,Falling
2025-09-21T20:48:12.462Z,CDU-FI-005,432.04,Good,CDU,Analyzer,PSI,Normal,Steady
2025-09-21T20:53:12.462Z,CDU-FI-005,437.66,Good,CDU,Analyzer,PSI,Normal,Steady
2025-09-21T20:58:12.462Z,CDU-FI-005,448.98,Good,CDU,Analyzer,PSI,Normal,Oscillating
2025-09-21T21:03:12.462Z,CDU-FI-005,451.71,Good,CDU,Analyzer,PSI,Normal,Steady
2025-09-21T21:08:12.462Z,CDU-FI-005,431.46,Uncertain,CDU,Analyzer,PSI,Normal,Rising
2025-09-21T21:13:12.462Z,CDU-FI-005,428.10,Good,CDU,Analyzer,PSI,Normal,Falling
2025-09-21T21:18:12.462Z,CDU-FI-005,448.43,Good,CDU,Analyzer,PSI,Normal,Falling
2025-09-21T21:23:12.462Z,CDU-FI-005,459.86,Good,CDU,Analyzer,PSI,Normal,Rising
2025-09-21T21:28:12.462Z,CDU-FI-005,443.15,Good,CDU,Analyzer,PSI,Normal,Steady
2025-09-21T21:33:12.462Z,CDU-FI-005,446.89,Good,CDU,Analyzer,PSI,LoLo,Steady
2025-09-21T21:38:12.462Z,CDU-FI-005,429.35,Good,CDU,Analyzer,PSI,Normal,Oscillating
2025-09-21T21:43:12.462Z,CDU-FI-005,418.98,Good,CDU,Analyzer,PSI,Normal,Rising
2025-09-21T21:48:12.462Z,CDU-FI-005,404.56,Good,CDU,Analyzer,PSI,Normal,Oscillating
2025-09-21T21:53:12.462Z,CDU-FI-005,390.14,Good,CDU,Analyzer,PSI,Normal,Falling
2025-09-21T21:58:12.462Z,CDU-FI-005,383.17,Good,CDU,Analyzer,PSI,Normal,Rising
2025-09-21T22:03:12.462Z,CDU-FI-005,378.73,Bad,CDU,Analyzer,PSI,Normal,Rising
2025-09-21T22:08:12.462Z,CDU-FI-005,367.52,Good,CDU,Analyzer,PSI,Normal,Rising
2025-09-21T22:13:12.462Z,CDU-FI-005,381.62,Uncertain,CDU,Analyzer,PSI,Normal,Oscillating
2025-09-21T22:18:12.462Z,CDU-FI-005,390.61,Good,CDU,Analyzer,PSI,Normal,Oscillating
2025-09-21T22:23:12.462Z,CDU-FI-005,402.83,Good,CDU,Analyzer,PSI,Normal,Steady
2025-09-21T22:28:12.462Z,CDU-FI-005,400.91,Good,CDU,Analyzer,PSI,Normal,Steady
2025-09-21T22:33:12.462Z,CDU-FI-005,386.13,Good,CDU,Analyzer,PSI,Normal,Steady
2025-09-21T22:38:12.462Z,CDU-FI-005,386.75,Good,CDU,Analyzer,PSI,Normal,Steady
2025-09-21T22:43:12.462Z,CDU-FI-005,375.80,Good,CDU,Analyzer,PSI,Normal,Steady
2025-09-21T22:48:12.462Z,CDU-FI-005,384.11,Good,CDU,Analyzer,PSI,Normal,Oscillating
