asset_id,device_name,device_type,manufacturer,model,ip_address,mac_address,subnet,vlan,protocol,plant_unit,location,criticality,security_zone,firmware_version,last_seen,network_status,patch_level
OT0694,ALKYL-ROUTER-694,ROUTER,Yokogawa,Yokogawa_ROUTER_286,10.5.226.150,82:ac:e3:55:62:94,10.5.0.0/16,1738,DNP3,ALKYL,ALKYL-N21,High,Level_3_Operations,v8.5.13,2025-09-23T06:39:08.639Z,Online,Outdated
OT0695,FCC-HMI-695,HMI,Invensys,Invensys_HMI_904,10.2.66.79,b7:41:a1:9b:19:18,10.2.0.0/16,3344,HART,FCC,FCC-O1,High,Level_3_Operations,v8.2.41,2025-09-23T00:43:25.308Z,Online,Current
OT0696,TANK_FARM-RTU-696,RTU,Yokogawa,Yokogawa_RTU_288,10.6.43.180,5d:e3:74:e0:e3:8b,10.6.0.0/16,3919,Profinet,TANK_FARM,TANK_FARM-B42,Medium,Corporate,v8.2.27,2025-09-23T07:54:14.967Z,Online,Current
OT0697,HDS-SWITCH-697,SWITCH,Yokogawa,Yokogawa_SWITCH_899,10.3.249.183,46:94:49:5e:a0:f1,10.3.0.0/16,581,OPC_UA,HDS,HDS-J80,Critical,Level_1_Control,v2.3.93,2025-09-23T18:48:35.650Z,Online,Current
OT0698,CCR-DRIVE-698,DRIVE,ABB,ABB_DRIVE_862,10.4.39.76,a3:10:f3:b5:4c:3f,10.4.0.0/16,1172,OPC_UA,CCR,CCR-J39,Low,Level_3_Operations,v2.4.74,2025-09-23T17:38:35.660Z,Online,Outdated
OT0699,TANK_FARM-DRIVE-699,DRIVE,Yokogawa,Yokogawa_DRIVE_842,10.6.25.145,6d:dd:e5:b0:6e:29,10.6.0.0/16,3480,HART,TANK_FARM,TANK_FARM-N28,High,Level_2_Supervision,v4.3.47,2025-09-23T17:14:43.171Z,Online,Outdated
OT0700,HDS-SAFETY_PLC-700,SAFETY_PLC,ABB,ABB_SAFETY_PLC_158,10.3.104.177,a5:6c:ba:6c:8f:fe,10.3.0.0/16,434,Profibus,HDS,HDS-P90,Low,DMZ,v7.5.34,2025-09-22T21:09:40.750Z,Online,Current
OT0701,HDS-WIRELESS_AP-701,WIRELESS_AP,Honeywell,Honeywell_WIRELESS_AP_615,10.3.238.50,04:6c:56:d4:e4:72,10.3.0.0/16,1295,Foundation_Fieldbus,HDS,HDS-I69,Medium,Corporate,v8.2.97,2025-09-23T17:11:03.822Z,Online,Current
OT0702,HDS-PLC-702,PLC,GE,GE_PLC_389,10.3.86.127,8f:b4:24:f8:db:fb,10.3.0.0/16,2691,Modbus_TCP,HDS,HDS-B20,Low,DMZ,v7.4.86,2025-09-23T20:21:25.258Z,Online,Critical
OT0703,TANK_FARM-WIRELESS_AP-703,WIRELESS_AP,ABB,ABB_WIRELESS_AP_484,10.6.161.174,42:d7:48:ca:ff:c2,10.6.0.0/16,918,Profinet,TANK_FARM,TANK_FARM-A61,Medium,Level_1_Control,v3.8.21,2025-09-23T12:44:14.967Z,Online,Critical
OT0704,CCR-SENSOR_GATEWAY-704,SENSOR_GATEWAY,Siemens,Siemens_SENSOR_GATEWAY_1049,10.4.144.131,06:9a:f9:ab:fd:81,10.4.0.0/16,3046,Ethernet_IP,CCR,CCR-Z59,High,Level_1_Control,v3.6.54,2025-09-23T13:54:42.360Z,Online,Current
OT0705,FCC-SWITCH-705,SWITCH,Emerson,Emerson_SWITCH_929,10.2.210.4,ed:ed:85:9a:c4:4b,10.2.0.0/16,892,Profinet,FCC,FCC-D87,Medium,Corporate,v8.7.29,2025-09-23T00:35:15.112Z,Offline,Critical
OT0706,TANK_FARM-RTU-706,RTU,Rockwell,Rockwell_RTU_154,10.6.150.211,97:94:75:d2:d0:f1,10.6.0.0/16,2845,Profinet,TANK_FARM,TANK_FARM-U51,Critical,Level_1_Control,v8.3.85,2025-09-22T21:01:32.273Z,Warning,Current
OT0707,UTILITIES-PLC-707,PLC,Siemens,Siemens_PLC_711,10.7.66.229,a8:98:65:f3:a1:48,10.7.0.0/16,3493,HART,UTILITIES,UTILITIES-P51,High,Corporate,v7.5.31,2025-09-23T13:28:05.030Z,Online,Outdated
OT0708,CDU-HMI-708,HMI,Honeywell,Honeywell_HMI_760,10.1.180.94,81:71:93:0f:7e:90,10.1.0.0/16,208,Profibus,CDU,CDU-O19,Medium,Level_0_Process,v1.6.97,2025-09-23T04:50:45.246Z,Online,Outdated
OT0709,UTILITIES-HMI-709,HMI,Rockwell,Rockwell_HMI_789,10.7.165.236,8d:9b:43:f9:8d:85,10.7.0.0/16,102,OPC_UA,UTILITIES,UTILITIES-Y55,Critical,Level_1_Control,v3.5.7,2025-09-23T18:18:41.292Z,Online,Current
OT0710,UTILITIES-FIREWALL-710,FIREWALL,Emerson,Emerson_FIREWALL_331,10.7.135.193,f8:91:98:66:d6:73,10.7.0.0/16,3632,Profibus,UTILITIES,UTILITIES-R15,Critical,Corporate,v7.4.16,2025-09-22T21:12:37.314Z,Online,Current
OT0711,TANK_FARM-SENSOR_GATEWAY-711,SENSOR_GATEWAY,Siemens,Siemens_SENSOR_GATEWAY_1067,10.6.31.235,ff:42:3e:3e:ed:90,10.6.0.0/16,1581,OPC_UA,TANK_FARM,TANK_FARM-E72,High,Level_2_Supervision,v7.0.70,2025-09-23T19:38:57.362Z,Online,Current
OT0712,FCC-SAFETY_PLC-712,SAFETY_PLC,Honeywell,Honeywell_SAFETY_PLC_820,10.2.4.227,8c:ca:7a:c1:a4:5f,10.2.0.0/16,2230,Ethernet_IP,FCC,FCC-Q85,Critical,Level_1_Control,v8.3.44,2025-09-23T16:38:42.040Z,Warning,Outdated
OT0713,CCR-WIRELESS_AP-713,WIRELESS_AP,Rockwell,Rockwell_WIRELESS_AP_552,10.4.232.41,a3:52:86:c1:b4:7a,10.4.0.0/16,1424,Profinet,CCR,CCR-R4,Medium,Level_0_Process,v8.2.5,2025-09-23T17:18:54.820Z,Online,Current
OT0714,UTILITIES-HISTORIAN-714,HISTORIAN,ABB,ABB_HISTORIAN_719,10.7.157.17,5d:24:44:74:5a:61,10.7.0.0/16,817,IEC_61850,UTILITIES,UTILITIES-V21,Medium,DMZ,v6.4.54,2025-09-23T14:08:00.572Z,Online,Outdated
OT0715,HDS-SENSOR_GATEWAY-715,SENSOR_GATEWAY,Honeywell,Honeywell_SENSOR_GATEWAY_957,10.3.137.224,94:61:b2:28:79:27,10.3.0.0/16,4010,OPC_UA,HDS,HDS-M82,Critical,Corporate,v5.4.11,2025-09-23T05:06:34.657Z,Online,Current
OT0716,TANK_FARM-ANALYZER-716,ANALYZER,Yokogawa,Yokogawa_ANALYZER_454,10.6.245.107,be:53:30:f3:eb:d8,10.6.0.0/16,1408,Profinet,TANK_FARM,TANK_FARM-V4,Critical,Level_2_Supervision,v9.8.80,2025-09-22T22:49:57.775Z,Online,Current
OT0717,CDU-HMI-717,HMI,Schneider,Schneider_HMI_861,10.1.88.35,0b:af:77:c5:c9:84,10.1.0.0/16,3165,Profibus,CDU,CDU-F45,Medium,Level_2_Supervision,v8.6.82,2025-09-23T00:50:02.950Z,Online,Outdated
OT0718,TANK_FARM-HMI-718,HMI,ABB,ABB_HMI_823,10.6.86.171,46:df:37:84:83:c3,10.6.0.0/16,3065,Modbus_TCP,TANK_FARM,TANK_FARM-E55,Low,Level_0_Process,v7.1.8,2025-09-23T03:39:21.808Z,Online,Outdated
OT0719,CDU-RTU-719,RTU,Siemens,Siemens_RTU_832,10.1.154.52,ad:dc:22:7b:4a:58,10.1.0.0/16,560,OPC_UA,CDU,CDU-T89,High,Level_0_Process,v6.0.90,2025-09-23T19:42:12.671Z,Offline,Current
OT0720,HDS-HMI-720,HMI,Foxboro,Foxboro_HMI_243,10.3.26.57,9a:d2:c0:96:fb:12,10.3.0.0/16,4079,OPC_UA,HDS,HDS-W80,Critical,Corporate,v2.5.97,2025-09-23T09:14:02.300Z,Offline,Current
OT0721,CDU-RTU-721,RTU,Foxboro,Foxboro_RTU_530,10.1.49.4,fb:67:fe:9b:3e:88,10.1.0.0/16,3847,DNP3,CDU,CDU-Q83,Low,Level_1_Control,v6.0.10,2025-09-23T14:13:09.670Z,Online,Outdated
OT0722,FCC-ANALYZER-722,ANALYZER,Rockwell,Rockwell_ANALYZER_578,10.2.236.239,c9:6c:9f:77:72:4f,10.2.0.0/16,641,OPC_UA,FCC,FCC-F56,Medium,Level_3_Operations,v5.2.81,2025-09-23T00:25:31.315Z,Online,Outdated
OT0723,CCR-ANALYZER-723,ANALYZER,ABB,ABB_ANALYZER_191,10.4.85.51,be:a9:0b:7c:ff:ac,10.4.0.0/16,1060,Profinet,CCR,CCR-K70,Medium,Level_3_Operations,v3.4.54,2025-09-23T14:56:38.508Z,Online,Current
OT0724,TANK_FARM-SENSOR_GATEWAY-724,SENSOR_GATEWAY,Honeywell,Honeywell_SENSOR_GATEWAY_363,10.6.203.37,a3:cc:17:89:8e:fa,10.6.0.0/16,1634,HART,TANK_FARM,TANK_FARM-W83,Low,Level_1_Control,v1.5.11,2025-09-22T22:32:00.411Z,Online,Outdated
OT0725,HDS-DRIVE-725,DRIVE,GE,GE_DRIVE_929,10.3.33.122,b8:3a:f8:a5:02:29,10.3.0.0/16,2895,OPC_UA,HDS,HDS-B88,Critical,Level_0_Process,v9.3.36,2025-09-23T04:29:41.529Z,Online,Outdated
OT0726,UTILITIES-SAFETY_PLC-726,SAFETY_PLC,Invensys,Invensys_SAFETY_PLC_1017,10.7.31.49,78:33:c5:20:d9:f5,10.7.0.0/16,2860,HART,UTILITIES,UTILITIES-V23,Critical,Corporate,v5.7.89,2025-09-23T04:45:00.035Z,Online,Current
OT0727,CDU-RTU-727,RTU,Invensys,Invensys_RTU_720,10.1.7.101,ee:97:6c:aa:ad:c1,10.1.0.0/16,3091,OPC_UA,CDU,CDU-J10,Low,Corporate,v3.4.15,2025-09-23T18:31:24.719Z,Online,Outdated
OT0728,CCR-ANALYZER-728,ANALYZER,Rockwell,Rockwell_ANALYZER_364,10.4.168.106,68:2d:d9:45:09:45,10.4.0.0/16,3127,Profinet,CCR,CCR-F96,Medium,Level_0_Process,v8.6.78,2025-09-23T06:49:57.572Z,Warning,Outdated
OT0729,ALKYL-RTU-729,RTU,Siemens,Siemens_RTU_127,10.5.218.117,57:3e:4c:ad:71:48,10.5.0.0/16,3157,OPC_UA,ALKYL,ALKYL-N71,High,Level_2_Supervision,v8.2.97,2025-09-23T10:40:26.711Z,Offline,Current
OT0730,FCC-SENSOR_GATEWAY-730,SENSOR_GATEWAY,Siemens,Siemens_SENSOR_GATEWAY_722,10.2.212.236,41:cd:0d:dc:6c:fd,10.2.0.0/16,1736,Ethernet_IP,FCC,FCC-M38,High,Level_0_Process,v7.7.16,2025-09-22T21:58:47.015Z,Online,Critical
OT0731,ALKYL-HISTORIAN-731,HISTORIAN,GE,GE_HISTORIAN_802,10.5.166.44,ec:7c:a8:16:8f:88,10.5.0.0/16,2345,Ethernet_IP,ALKYL,ALKYL-V7,Medium,Level_2_Supervision,v1.2.18,2025-09-23T18:51:41.861Z,Online,Outdated
OT0732,FCC-FIREWALL-732,FIREWALL,ABB,ABB_FIREWALL_896,10.2.29.34,a2:2c:3d:32:e1:3d,10.2.0.0/16,3877,HART,FCC,FCC-C8,High,Level_0_Process,v1.8.10,2025-09-23T05:32:45.964Z,Online,Outdated
OT0733,HDS-ANALYZER-733,ANALYZER,Honeywell,Honeywell_ANALYZER_984,10.3.191.94,d2:ad:a3:7e:ab:df,10.3.0.0/16,2099,Profibus,HDS,HDS-W65,Critical,Level_1_Control,v2.5.41,2025-09-23T09:11:21.948Z,Online,Current
OT0734,TANK_FARM-HISTORIAN-734,HISTORIAN,Rockwell,Rockwell_HISTORIAN_591,10.6.137.170,0e:0e:42:11:28:45,10.6.0.0/16,3057,Foundation_Fieldbus,TANK_FARM,TANK_FARM-Y33,Critical,Level_2_Supervision,v2.1.72,2025-09-23T15:43:10.458Z,Online,Critical
OT0735,CCR-SWITCH-735,SWITCH,Yokogawa,Yokogawa_SWITCH_397,10.4.12.235,d0:7a:91:a7:0d:4d,10.4.0.0/16,3423,DNP3,CCR,CCR-Q86,Critical,Level_0_Process,v3.5.73,2025-09-22T21:18:03.376Z,Online,Outdated
OT0736,ALKYL-SENSOR_GATEWAY-736,SENSOR_GATEWAY,Honeywell,Honeywell_SENSOR_GATEWAY_434,10.5.95.119,3f:b8:ec:c3:7b:4d,10.5.0.0/16,3790,HART,ALKYL,ALKYL-S65,Medium,Level_3_Operations,v9.0.6,2025-09-23T05:05:48.428Z,Online,Outdated
OT0737,UTILITIES-SAFETY_PLC-737,SAFETY_PLC,Foxboro,Foxboro_SAFETY_PLC_925,10.7.33.185,9c:01:8f:0c:0a:c4,10.7.0.0/16,3213,Ethernet_IP,UTILITIES,UTILITIES-S7,Critical,Level_3_Operations,v2.1.43,2025-09-23T07:42:11.034Z,Online,Outdated
OT0738,FCC-ANALYZER-738,ANALYZER,ABB,ABB_ANALYZER_524,10.2.196.167,e0:60:3e:ed:da:12,10.2.0.0/16,4094,Ethernet_IP,FCC,FCC-W10,Low,DMZ,v8.5.24,2025-09-22T20:37:48.312Z,Online,Outdated
OT0739,UTILITIES-WIRELESS_AP-739,WIRELESS_AP,GE,GE_WIRELESS_AP_557,10.7.8.113,fa:3a:bb:82:f4:c3,10.7.0.0/16,3685,IEC_61850,UTILITIES,UTILITIES-W11,Low,Corporate,v8.3.90,2025-09-22T21:10:51.061Z,Online,Current
OT0740,ALKYL-WIRELESS_AP-740,WIRELESS_AP,Schneider,Schneider_WIRELESS_AP_781,10.5.204.26,96:d8:75:50:23:33,10.5.0.0/16,2996,Profinet,ALKYL,ALKYL-L22,Critical,Level_0_Process,v1.4.45,2025-09-23T19:02:34.474Z,Warning,Outdated
OT0741,UTILITIES-RTU-741,RTU,Schneider,Schneider_RTU_756,10.7.105.69,80:6c:26:18:2e:df,10.7.0.0/16,3941,Profibus,UTILITIES,UTILITIES-Z85,High,Level_3_Operations,v8.7.88,2025-09-23T19:36:40.289Z,Online,Current
OT0742,UTILITIES-ANALYZER-742,ANALYZER,Siemens,Siemens_ANALYZER_682,10.7.43.34,30:0a:f9:bf:80:05,10.7.0.0/16,3263,Modbus_TCP,UTILITIES,UTILITIES-A50,Critical,Level_3_Operations,v5.1.22,2025-09-23T10:31:15.865Z,Online,Outdated
OT0743,FCC-HMI-743,HMI,Rockwell,Rockwell_HMI_341,10.2.92.227,4b:05:52:ca:e3:d3,10.2.0.0/16,3127,Ethernet_IP,FCC,FCC-F49,High,Level_3_Operations,v4.1.2,2025-09-22T21:51:01.214Z,Online,Outdated
OT0744,FCC-WIRELESS_AP-744,WIRELESS_AP,Yokogawa,Yokogawa_WIRELESS_AP_304,10.2.228.164,98:9b:8e:1e:12:56,10.2.0.0/16,2758,DNP3,FCC,FCC-X29,Medium,Level_2_Supervision,v9.3.31,2025-09-23T00:13:03.264Z,Online,Outdated
OT0745,FCC-SENSOR_GATEWAY-745,SENSOR_GATEWAY,Yokogawa,Yokogawa_SENSOR_GATEWAY_970,10.2.185.145,17:4e:db:5e:e7:b1,10.2.0.0/16,1679,IEC_61850,FCC,FCC-A4,High,DMZ,v6.3.73,2025-09-23T08:52:01.113Z,Online,Current
OT0746,CCR-RTU-746,RTU,Emerson,Emerson_RTU_424,10.4.189.192,af:90:60:b2:a8:6b,10.4.0.0/16,3270,IEC_61850,CCR,CCR-D1,High,Level_0_Process,v9.2.39,2025-09-23T15:50:43.496Z,Warning,Outdated
OT0747,TANK_FARM-ANALYZER-747,ANALYZER,Rockwell,Rockwell_ANALYZER_524,10.6.185.74,26:19:11:16:3a:9b,10.6.0.0/16,2903,Foundation_Fieldbus,TANK_FARM,TANK_FARM-Y63,Low,Level_3_Operations,v5.7.49,2025-09-22T20:37:06.595Z,Warning,Outdated
OT0748,CCR-SWITCH-748,SWITCH,ABB,ABB_SWITCH_435,10.4.93.139,46:63:88:ff:1a:07,10.4.0.0/16,257,Foundation_Fieldbus,CCR,CCR-I45,Medium,Level_0_Process,v7.1.69,2025-09-23T06:37:16.690Z,Online,Current
OT0749,CDU-HISTORIAN-749,HISTORIAN,Invensys,Invensys_HISTORIAN_165,10.1.186.72,e5:53:43:25:32:e3,10.1.0.0/16,3664,Ethernet_IP,CDU,CDU-H22,Critical,Level_0_Process,v4.7.50,2025-09-23T01:27:22.546Z,Online,Critical
OT0750,CCR-WIRELESS_AP-750,WIRELESS_AP,Schneider,Schneider_WIRELESS_AP_539,10.4.24.109,66:d5:c9:1a:1c:9d,10.4.0.0/16,2494,Ethernet_IP,CCR,CCR-J81,Medium,Level_0_Process,v6.4.39,2025-09-22T22:39:23.282Z,Online,Outdated
OT0751,FCC-PLC-751,PLC,GE,GE_PLC_719,10.2.4.34,f4:8c:d5:b8:c2:b1,10.2.0.0/16,3825,Ethernet_IP,FCC,FCC-H38,Medium,Level_2_Supervision,v3.2.98,2025-09-23T07:06:12.650Z,Online,Critical
OT0752,FCC-ANALYZER-752,ANALYZER,Honeywell,Honeywell_ANALYZER_776,10.2.159.27,06:46:bd:1a:09:47,10.2.0.0/16,2133,DNP3,FCC,FCC-K54,Medium,Corporate,v6.2.85,2025-09-22T21:19:07.908Z,Online,Current
OT0753,HDS-HISTORIAN-753,HISTORIAN,Yokogawa,Yokogawa_HISTORIAN_582,10.3.77.116,bb:b1:0e:d0:2c:18,10.3.0.0/16,1737,Ethernet_IP,HDS,HDS-N40,Critical,Corporate,v2.5.42,2025-09-22T20:39:33.331Z,Online,Critical
OT0754,FCC-PLC-754,PLC,Emerson,Emerson_PLC_981,10.2.229.81,48:36:63:41:41:17,10.2.0.0/16,3562,IEC_61850,FCC,FCC-Z90,Low,Corporate,v1.3.55,2025-09-23T18:15:46.647Z,Offline,Current
OT0755,CDU-RTU-755,RTU,Rockwell,Rockwell_RTU_506,10.1.206.101,d7:53:54:25:4e:0b,10.1.0.0/16,253,Modbus_TCP,CDU,CDU-U30,Low,Level_3_Operations,v7.5.5,2025-09-23T15:52:50.115Z,Online,Outdated
OT0756,UTILITIES-SAFETY_PLC-756,SAFETY_PLC,Foxboro,Foxboro_SAFETY_PLC_275,10.7.12.153,aa:14:a7:76:c8:8f,10.7.0.0/16,1976,OPC_UA,UTILITIES,UTILITIES-D6,High,Level_0_Process,v8.2.1,2025-09-23T16:57:23.100Z,Online,Critical
OT0757,CCR-SAFETY_PLC-757,SAFETY_PLC,Foxboro,Foxboro_SAFETY_PLC_1069,10.4.194.201,af:19:b7:39:2d:8d,10.4.0.0/16,3765,Profinet,CCR,CCR-F41,Medium,Corporate,v8.7.81,2025-09-23T19:30:27.781Z,Online,Current
OT0758,FCC-WIRELESS_AP-758,WIRELESS_AP,Siemens,Siemens_WIRELESS_AP_146,10.2.130.150,44:2f:68:0a:4b:d7,10.2.0.0/16,1633,DNP3,FCC,FCC-B96,High,DMZ,v9.5.94,2025-09-23T16:46:13.660Z,Online,Outdated
OT0759,FCC-WIRELESS_AP-759,WIRELESS_AP,ABB,ABB_WIRELESS_AP_418,10.2.37.179,90:ce:c7:ca:c5:c1,10.2.0.0/16,2476,HART,FCC,FCC-M2,High,Level_0_Process,v1.8.32,2025-09-22T21:05:05.695Z,Online,Outdated
OT0760,ALKYL-PLC-760,PLC,Invensys,Invensys_PLC_141,10.5.220.54,fe:2c:5f:bd:45:e9,10.5.0.0/16,1406,Foundation_Fieldbus,ALKYL,ALKYL-N78,High,Level_2_Supervision,v4.2.89,2025-09-23T06:19:02.688Z,Warning,Current
OT0761,CCR-HMI-761,HMI,Rockwell,Rockwell_HMI_1045,10.4.24.167,6f:4f:b9:6f:e6:bc,10.4.0.0/16,925,DNP3,CCR,CCR-S94,High,Level_1_Control,v8.4.62,2025-09-23T11:43:33.824Z,Warning,Outdated
OT0762,ALKYL-PLC-762,PLC,GE,GE_PLC_976,10.5.239.184,c8:e3:c3:4e:d0:48,10.5.0.0/16,3913,DNP3,ALKYL,ALKYL-G55,Low,Level_0_Process,v1.0.57,2025-09-23T04:08:13.415Z,Online,Critical
OT0763,HDS-RTU-763,RTU,Emerson,Emerson_RTU_371,10.3.118.250,43:e5:76:2c:5f:fa,10.3.0.0/16,578,Modbus_TCP,HDS,HDS-E30,Medium,Corporate,v1.8.21,2025-09-23T12:17:24.693Z,Online,Current
OT0764,ALKYL-SENSOR_GATEWAY-764,SENSOR_GATEWAY,Invensys,Invensys_SENSOR_GATEWAY_373,10.5.113.150,ed:0b:3d:81:e7:ca,10.5.0.0/16,1427,Ethernet_IP,ALKYL,ALKYL-L99,Low,Level_0_Process,v7.0.3,2025-09-23T16:01:34.538Z,Online,Outdated
OT0765,TANK_FARM-HISTORIAN-765,HISTORIAN,Honeywell,Honeywell_HISTORIAN_894,10.6.250.80,3c:88:1b:1a:8e:92,10.6.0.0/16,118,Profinet,TANK_FARM,TANK_FARM-I88,Critical,Level_0_Process,v5.2.9,2025-09-23T02:56:04.165Z,Online,Current
OT0766,UTILITIES-PLC-766,PLC,Invensys,Invensys_PLC_891,10.7.66.170,f1:5c:03:2b:02:5c,10.7.0.0/16,2708,Profibus,UTILITIES,UTILITIES-B27,Critical,DMZ,v1.1.15,2025-09-23T00:41:54.250Z,Online,Outdated
OT0767,ALKYL-FIREWALL-767,FIREWALL,Invensys,Invensys_FIREWALL_417,10.5.133.56,9c:ff:b6:7b:cc:93,10.5.0.0/16,103,Profibus,ALKYL,ALKYL-T14,Medium,Corporate,v4.3.62,2025-09-23T07:14:49.848Z,Warning,Critical
OT0768,CCR-HMI-768,HMI,Emerson,Emerson_HMI_563,10.4.121.105,b9:1b:4f:ac:8d:3d,10.4.0.0/16,3094,IEC_61850,CCR,CCR-S75,Low,Level_0_Process,v4.8.32,2025-09-22T21:49:11.301Z,Online,Critical
OT0769,CCR-HISTORIAN-769,HISTORIAN,Honeywell,Honeywell_HISTORIAN_292,10.4.48.21,4b:1e:f3:50:27:a8,10.4.0.0/16,301,DNP3,CCR,CCR-F75,High,DMZ,v7.1.28,2025-09-23T02:48:08.648Z,Online,Outdated
OT0770,CDU-ROUTER-770,ROUTER,Invensys,Invensys_ROUTER_252,10.1.71.246,49:16:8e:c2:a4:6f,10.1.0.0/16,1240,HART,CDU,CDU-Y30,Medium,Level_0_Process,v4.5.12,2025-09-23T03:51:45.182Z,Online,Outdated
OT0771,CDU-DRIVE-771,DRIVE,Schneider,Schneider_DRIVE_262,10.1.76.184,8e:fa:65:c3:a7:9a,10.1.0.0/16,463,Foundation_Fieldbus,CDU,CDU-Z83,Medium,Level_2_Supervision,v1.6.28,2025-09-23T03:56:34.342Z,Online,Outdated
OT0772,CCR-DRIVE-772,DRIVE,Invensys,Invensys_DRIVE_125,10.4.59.81,29:4b:e1:99:66:ab,10.4.0.0/16,157,Foundation_Fieldbus,CCR,CCR-Q88,Medium,Level_1_Control,v5.5.19,2025-09-23T17:07:45.689Z,Online,Current
OT0773,HDS-HMI-773,HMI,Foxboro,Foxboro_HMI_536,10.3.124.216,6a:4c:36:3e:6e:64,10.3.0.0/16,4054,Ethernet_IP,HDS,HDS-Z68,Critical,Level_1_Control,v6.4.41,2025-09-22T23:59:21.696Z,Online,Outdated
OT0774,TANK_FARM-SENSOR_GATEWAY-774,SENSOR_GATEWAY,Rockwell,Rockwell_SENSOR_GATEWAY_161,10.6.96.174,fc:fc:04:ba:dc:a5,10.6.0.0/16,1700,IEC_61850,TANK_FARM,TANK_FARM-Y57,High,Corporate,v1.1.76,2025-09-23T10:15:37.459Z,Online,Outdated
OT0775,TANK_FARM-SAFETY_PLC-775,SAFETY_PLC,Invensys,Invensys_SAFETY_PLC_795,10.6.203.173,11:f4:d7:75:b7:62,10.6.0.0/16,2672,Foundation_Fieldbus,TANK_FARM,TANK_FARM-X49,Low,Level_0_Process,v6.5.65,2025-09-23T01:18:40.999Z,Warning,Outdated
OT0776,UTILITIES-ANALYZER-776,ANALYZER,Emerson,Emerson_ANALYZER_144,10.7.220.185,d5:cf:8e:f2:7e:95,10.7.0.0/16,259,Modbus_TCP,UTILITIES,UTILITIES-A52,Critical,Level_2_Supervision,v3.1.72,2025-09-23T16:18:48.704Z,Online,Current
OT0777,HDS-PLC-777,PLC,Foxboro,Foxboro_PLC_115,10.3.125.243,2a:a1:42:29:5e:b7,10.3.0.0/16,440,HART,HDS,HDS-S62,High,Corporate,v9.3.59,2025-09-23T05:32:51.372Z,Online,Outdated
OT0778,CCR-ROUTER-778,ROUTER,ABB,ABB_ROUTER_895,10.4.151.120,1d:e6:7e:f7:a7:b6,10.4.0.0/16,293,Modbus_TCP,CCR,CCR-F61,High,Level_0_Process,v1.5.20,2025-09-22T20:32:26.282Z,Warning,Current
OT0779,CDU-WIRELESS_AP-779,WIRELESS_AP,Rockwell,Rockwell_WIRELESS_AP_1038,10.1.13.144,c1:0e:5b:c6:18:b2,10.1.0.0/16,2317,Profinet,CDU,CDU-L70,Low,Level_0_Process,v1.5.68,2025-09-22T22:46:36.932Z,Online,Outdated
OT0780,FCC-RTU-780,RTU,Emerson,Emerson_RTU_383,10.2.22.48,e3:6a:8c:24:9c:68,10.2.0.0/16,1086,OPC_UA,FCC,FCC-V7,High,DMZ,v5.6.12,2025-09-23T05:34:01.866Z,Online,Current
OT0781,UTILITIES-HMI-781,HMI,Schneider,Schneider_HMI_623,10.7.160.243,fd:b1:d3:c4:6d:0c,10.7.0.0/16,1746,Profinet,UTILITIES,UTILITIES-H22,Critical,Level_0_Process,v2.2.89,2025-09-23T02:51:44.382Z,Online,Current
OT0782,ALKYL-SWITCH-782,SWITCH,Siemens,Siemens_SWITCH_975,10.5.15.170,0c:90:24:d4:39:d0,10.5.0.0/16,607,Profibus,ALKYL,ALKYL-F46,Critical,Level_3_Operations,v5.1.77,2025-09-23T07:52:22.851Z,Online,Critical
OT0783,CCR-SAFETY_PLC-783,SAFETY_PLC,ABB,ABB_SAFETY_PLC_978,10.4.189.71,1d:12:92:18:c2:75,10.4.0.0/16,1791,Modbus_TCP,CCR,CCR-E10,Low,DMZ,v2.2.34,2025-09-23T19:11:36.408Z,Online,Current
OT0784,ALKYL-PLC-784,PLC,Honeywell,Honeywell_PLC_869,10.5.147.57,ff:0e:e3:87:fe:9d,10.5.0.0/16,2419,Ethernet_IP,ALKYL,ALKYL-E26,Medium,DMZ,v5.1.71,2025-09-22T23:07:24.649Z,Online,Current
OT0785,FCC-DRIVE-785,DRIVE,Honeywell,Honeywell_DRIVE_623,10.2.76.61,bc:b2:72:d7:b7:65,10.2.0.0/16,1781,Profibus,FCC,FCC-N6,High,Corporate,v8.1.25,2025-09-22T23:54:29.592Z,Online,Outdated
OT0786,ALKYL-ROUTER-786,ROUTER,Invensys,Invensys_ROUTER_320,10.5.34.37,81:16:b5:28:eb:fd,10.5.0.0/16,2575,Modbus_TCP,ALKYL,ALKYL-D94,Low,Level_3_Operations,v3.8.24,2025-09-23T17:34:42.080Z,Online,Critical
OT0787,HDS-RTU-787,RTU,ABB,ABB_RTU_116,10.3.75.192,c5:ac:35:49:64:ef,10.3.0.0/16,3684,IEC_61850,HDS,HDS-T77,Medium,Level_0_Process,v9.2.74,2025-09-23T09:02:09.769Z,Online,Current
OT0788,TANK_FARM-HISTORIAN-788,HISTORIAN,Siemens,Siemens_HISTORIAN_872,10.6.151.134,3f:fc:0d:23:7d:cf,10.6.0.0/16,2987,Ethernet_IP,TANK_FARM,TANK_FARM-C24,Critical,Level_1_Control,v4.0.23,2025-09-23T17:50:33.375Z,Online,Critical
