tag_id,plant,unit,instrument_type,ip_address,mac_address,protocol,last_seen,network_status,vlan,nerc_cip,grid_stability
"CON-043","Pacific Power","Control Center","HMI","192.168.55.200","ff:8a:e0:6a:73:4e","DNP3","2025-10-20T23:43:25.150Z","ON_NETWORK","VLAN-15","true","true"
"CON-044","Pacific Power","Control Center","SCADA","192.168.10.230","86:33:41:9a:04:05","Modbus TCP","2025-10-21T00:37:38.171Z","ON_NETWORK","VLAN-34","true","true"
"CON-046","Pacific Power","Control Center","Environmental Monitor","192.168.196.54","17:8d:b3:fe:48:fb","IEC 61850","2025-10-19T07:25:37.220Z","ON_NETWORK","VLAN-73","true","true"
"CON-047","Pacific Power","Control Center","HMI","192.168.74.225","6a:75:c8:fd:76:1f","IEC 61850","2025-10-24T15:47:40.418Z","ON_NETWORK","VLAN-90","true","true"
"CON-051","Pacific Power","Control Center","DMS","192.168.1.76","6c:cc:b3:70:7f:2e","Ethernet/IP","2025-10-21T22:35:40.448Z","ON_NETWORK","VLAN-27","true","true"
"SUB-001","Pacific Power","Substation","Protection Relay","192.168.102.236","cb:f9:c9:63:0d:10","DNP3","2025-10-20T05:11:10.513Z","ON_NETWORK","VLAN-80","true","false"
"SUB-002","Pacific Power","Substation","Protection Relay","192.168.57.156","b8:0e:bb:08:fd:34","IEC 61850","2025-10-23T08:46:15.980Z","ON_NETWORK","VLAN-24","true","false"
"SUB-003","Pacific Power","Substation","DMS","192.168.166.187","07:d5:71:2d:92:d0","DNP3","2025-10-23T21:55:20.967Z","ON_NETWORK","VLAN-69","true","false"
"SUB-005","Pacific Power","Substation","Arc Flash Monitor","192.168.75.12","e1:b3:ad:56:0f:e2","Ethernet/IP","2025-10-22T08:25:07.592Z","ON_NETWORK","VLAN-19","true","false"
"SUB-008","Pacific Power","Substation","EMS","192.168.144.120","37:af:66:e6:8e:52","DNP3","2025-10-18T17:17:10.330Z","ON_NETWORK","VLAN-8","true","false"
"SUB-010","Pacific Power","Substation","DMS","192.168.206.96","b0:5c:75:95:d2:80","Modbus TCP","2025-10-22T14:58:21.311Z","ON_NETWORK","VLAN-48","true","false"
"SUB-012","Pacific Power","Substation","SCADA","192.168.168.240","b6:cd:28:79:00:9f","Ethernet/IP","2025-10-23T01:36:16.071Z","ON_NETWORK","VLAN-75","true","false"
"SUB-014","Pacific Power","Substation","Arc Flash Monitor","192.168.1.75","48:60:f9:a2:90:9c","DNP3","2025-10-18T01:01:17.078Z","ON_NETWORK","VLAN-85","true","false"
"SUB-015","Pacific Power","Substation","EMS","192.168.218.1","f6:ea:45:33:f9:65","DNP3","2025-10-20T12:22:10.223Z","ON_NETWORK","VLAN-29","true","false"
"SUB-017","Pacific Power","Substation","Protection Relay","192.168.220.47","17:5d:51:d2:11:db","Ethernet/IP","2025-10-24T09:48:11.435Z","ON_NETWORK","VLAN-96","true","false"
"SUB-018","Pacific Power","Substation","IED","192.168.241.247","59:73:93:d3:76:74","IEC 61850","2025-10-19T04:58:15.334Z","ON_NETWORK","VLAN-76","true","false"
"SUB-019","Pacific Power","Substation","Environmental Monitor","192.168.182.151","41:db:89:73:93:86","DNP3","2025-10-23T22:44:03.392Z","ON_NETWORK","VLAN-97","true","false"
"SUB-020","Pacific Power","Substation","EMS","192.168.46.135","c6:3d:80:00:7e:9e","DNP3","2025-10-22T13:33:33.112Z","OFF_NETWORK","VLAN-79","true","false"
"SUB-021","Pacific Power","Substation","Protection Relay","192.168.176.2","40:b7:8f:f8:6c:42","DNP3","2025-10-21T09:49:18.978Z","ON_NETWORK","VLAN-52","true","false"
"SUB-023","Pacific Power","Substation","DMS","192.168.231.140","79:52:0a:87:09:a0","Modbus TCP","2025-10-19T18:32:12.084Z","ON_NETWORK","VLAN-29","true","false"
"SUB-024","Pacific Power","Substation","IED","192.168.74.238","4a:a8:62:03:19:ce","Ethernet/IP","2025-10-20T22:26:24.107Z","ON_NETWORK","VLAN-34","true","false"
"SUB-025","Pacific Power","Substation","DMS","192.168.185.252","54:0f:9f:f4:94:b6","IEC 61850","2025-10-21T05:33:12.252Z","ON_NETWORK","VLAN-11","true","false"
"SUB-026","Pacific Power","Substation","DMS","192.168.104.90","42:24:e2:a1:9e:a4","Modbus TCP","2025-10-20T06:42:07.232Z","ON_NETWORK","VLAN-10","true","false"
"SUB-027","Pacific Power","Substation","IED","192.168.250.170","03:8f:aa:c9:fb:c1","Modbus TCP","2025-10-18T11:36:55.989Z","ON_NETWORK","VLAN-69","true","false"
"SUB-028","Pacific Power","Substation","Protection Relay","192.168.109.157","d2:b1:50:ec:a1:95","Ethernet/IP","2025-10-20T11:34:58.886Z","ON_NETWORK","VLAN-83","true","false"
"SUB-030","Pacific Power","Substation","IED","192.168.137.135","2a:e9:c7:b5:8d:30","DNP3","2025-10-19T05:30:48.541Z","ON_NETWORK","VLAN-4","true","false"
"SUB-032","Pacific Power","Substation","Protection Relay","192.168.7.216","ed:05:45:6e:95:99","DNP3","2025-10-23T17:25:48.375Z","ON_NETWORK","VLAN-55","true","false"
"SUB-033","Pacific Power","Substation","Grid Controller","192.168.114.227","15:2e:33:a6:84:5d","IEC 61850","2025-10-21T11:50:30.095Z","ON_NETWORK","VLAN-29","true","false"
"SUB-034","Pacific Power","Substation","DMS","192.168.191.191","a3:e1:65:52:5e:ba","Modbus TCP","2025-10-24T17:44:04.972Z","ON_NETWORK","VLAN-51","true","false"
"SUB-036","Pacific Power","Substation","Environmental Monitor","192.168.189.82","07:b5:14:07:14:74","Ethernet/IP","2025-10-23T06:31:27.014Z","OFF_NETWORK","VLAN-24","true","false"
"SUB-037","Pacific Power","Substation","DMS","192.168.182.245","f8:21:67:41:7e:f6","Ethernet/IP","2025-10-24T02:52:20.633Z","ON_NETWORK","VLAN-25","true","false"
"SUB-038","Pacific Power","Substation","Environmental Monitor","192.168.108.136","71:99:74:31:db:be","Ethernet/IP","2025-10-20T04:04:28.705Z","ON_NETWORK","VLAN-9","true","false"
"SUB-039","Pacific Power","Substation","EMS","192.168.120.81","96:ab:c8:21:38:1b","Modbus TCP","2025-10-21T12:19:25.154Z","ON_NETWORK","VLAN-54","true","false"
"SUB-040","Pacific Power","Substation","Environmental Monitor","192.168.224.90","78:6b:16:db:e0:2a","IEC 61850","2025-10-19T12:48:09.900Z","ON_NETWORK","VLAN-18","true","false"
"SUB-042","Pacific Power","Substation","Protection Relay","192.168.237.140","66:55:67:d5:cb:63","DNP3","2025-10-22T06:55:50.109Z","ON_NETWORK","VLAN-23","true","false"
"SUB-043","Pacific Power","Substation","RTU","192.168.109.221","dc:3a:ac:ad:7d:24","DNP3","2025-10-23T09:19:27.182Z","ON_NETWORK","VLAN-67","true","false"
"SUB-045","Pacific Power","Substation","Protection Relay","192.168.124.207","b1:17:33:02:24:64","Ethernet/IP","2025-10-21T12:04:49.246Z","ON_NETWORK","VLAN-49","true","false"
"SUB-046","Pacific Power","Substation","EMS","192.168.94.123","b7:3b:0e:6c:54:fa","DNP3","2025-10-21T04:59:16.000Z","ON_NETWORK","VLAN-85","true","false"
"SUB-048","Pacific Power","Substation","DMS","192.168.8.105","2c:0f:73:84:ac:22","Modbus TCP","2025-10-17T18:24:22.323Z","ON_NETWORK","VLAN-3","true","false"
"SUB-049","Pacific Power","Substation","Grid Controller","192.168.241.115","24:86:23:92:cb:62","Ethernet/IP","2025-10-19T23:09:38.481Z","ON_NETWORK","VLAN-45","true","false"
"SUB-050","Pacific Power","Substation","Grid Controller","192.168.100.226","16:71:13:7b:72:26","IEC 61850","2025-10-22T09:29:28.745Z","ON_NETWORK","VLAN-16","true","false"
"SUB-051","Pacific Power","Substation","Arc Flash Monitor","192.168.157.66","db:74:a1:7e:07:52","Modbus TCP","2025-10-19T15:42:48.838Z","ON_NETWORK","VLAN-24","true","false"
"SUB-052","Pacific Power","Substation","Arc Flash Monitor","192.168.111.156","5c:fa:04:59:91:f7","Ethernet/IP","2025-10-22T16:03:22.237Z","ON_NETWORK","VLAN-11","true","false"
"SUB-053","Pacific Power","Substation","IED","192.168.222.163","e7:69:fd:6c:51:db","Modbus TCP","2025-10-23T03:55:56.584Z","ON_NETWORK","VLAN-43","true","false"
"SUB-055","Pacific Power","Substation","DMS","192.168.254.246","f0:18:ee:4a:3c:5a","Ethernet/IP","2025-10-20T11:19:32.413Z","ON_NETWORK","VLAN-75","true","false"
"SUB-056","Pacific Power","Substation","Arc Flash Monitor","192.168.96.155","c2:c9:af:fe:08:02","IEC 61850","2025-10-20T10:24:08.997Z","ON_NETWORK","VLAN-11","true","false"
"SUB-057","Pacific Power","Substation","Protection Relay","192.168.151.205","da:60:99:db:d5:44","IEC 61850","2025-10-20T07:24:44.541Z","ON_NETWORK","VLAN-4","true","false"
"ENV-001","Pacific Power","Environmental Controls","SCADA","192.168.100.70","04:8f:2c:4e:41:fb","DNP3","2025-10-23T10:29:40.166Z","OFF_NETWORK","VLAN-5","true","false"
"ENV-002","Pacific Power","Environmental Controls","Protection Relay","192.168.197.172","fa:cf:15:12:2e:ce","Modbus TCP","2025-10-23T03:02:30.741Z","ON_NETWORK","VLAN-85","true","false"
"ENV-003","Pacific Power","Environmental Controls","EMS","192.168.27.247","d7:35:a4:11:8d:13","IEC 61850","2025-10-18T09:26:38.427Z","ON_NETWORK","VLAN-41","true","false"
"ENV-006","Pacific Power","Environmental Controls","Protection Relay","192.168.109.201","1c:dd:50:10:14:e3","Modbus TCP","2025-10-24T04:18:32.117Z","ON_NETWORK","VLAN-6","true","false"
"ENV-008","Pacific Power","Environmental Controls","EMS","192.168.228.184","86:24:de:96:af:39","Ethernet/IP","2025-10-23T03:51:10.884Z","ON_NETWORK","VLAN-41","true","false"
"ENV-009","Pacific Power","Environmental Controls","EMS","192.168.218.168","70:d4:2a:15:54:cd","Ethernet/IP","2025-10-21T02:33:51.072Z","ON_NETWORK","VLAN-57","true","false"
"ENV-010","Pacific Power","Environmental Controls","Arc Flash Monitor","192.168.198.201","f8:60:16:60:21:ba","DNP3","2025-10-22T10:47:40.745Z","ON_NETWORK","VLAN-82","true","false"
"ENV-011","Pacific Power","Environmental Controls","HMI","192.168.141.220","6e:cc:da:84:17:c9","DNP3","2025-10-20T09:42:57.165Z","ON_NETWORK","VLAN-4","true","false"
"ENV-012","Pacific Power","Environmental Controls","EMS","192.168.251.87","32:19:12:dd:3a:10","DNP3","2025-10-24T06:30:03.749Z","ON_NETWORK","VLAN-79","true","false"
"ENV-013","Pacific Power","Environmental Controls","Arc Flash Monitor","192.168.246.2","ed:42:f3:33:68:f9","Ethernet/IP","2025-10-22T10:41:38.262Z","ON_NETWORK","VLAN-3","true","false"
"ENV-015","Pacific Power","Environmental Controls","Grid Controller","192.168.54.45","6a:4c:99:21:97:7d","Ethernet/IP","2025-10-22T07:45:50.766Z","ON_NETWORK","VLAN-53","true","false"
"ENV-016","Pacific Power","Environmental Controls","RTU","192.168.136.61","37:38:58:9c:32:9a","Ethernet/IP","2025-10-19T11:26:18.104Z","ON_NETWORK","VLAN-17","true","false"
"ENV-017","Pacific Power","Environmental Controls","HMI","192.168.251.160","db:4a:0c:35:0d:ae","Modbus TCP","2025-10-20T18:15:05.303Z","ON_NETWORK","VLAN-18","true","false"
"ENV-019","Pacific Power","Environmental Controls","SCADA","192.168.26.18","cc:3b:6a:71:fc:bc","Modbus TCP","2025-10-19T08:29:18.592Z","ON_NETWORK","VLAN-41","true","false"
"ENV-021","Pacific Power","Environmental Controls","Environmental Monitor","192.168.213.51","ac:98:a7:56:31:e1","IEC 61850","2025-10-17T21:32:38.247Z","ON_NETWORK","VLAN-7","true","false"
"ENV-022","Pacific Power","Environmental Controls","SCADA","192.168.96.207","4b:89:19:f6:c2:16","Ethernet/IP","2025-10-19T00:08:02.078Z","ON_NETWORK","VLAN-60","true","false"
"ENV-023","Pacific Power","Environmental Controls","Environmental Monitor","192.168.229.252","b9:c4:22:d8:3b:c6","DNP3","2025-10-18T20:31:50.798Z","ON_NETWORK","VLAN-25","true","false"
"ENV-026","Pacific Power","Environmental Controls","IED","192.168.231.233","45:fb:6e:e4:49:3c","IEC 61850","2025-10-20T02:53:28.291Z","ON_NETWORK","VLAN-68","true","false"
"ENV-027","Pacific Power","Environmental Controls","SCADA","192.168.30.230","5d:1a:89:89:f8:0a","IEC 61850","2025-10-19T23:39:09.222Z","ON_NETWORK","VLAN-16","true","false"
"ENV-028","Pacific Power","Environmental Controls","EMS","192.168.214.225","0f:75:66:e8:63:6e","Ethernet/IP","2025-10-19T19:40:53.362Z","ON_NETWORK","VLAN-22","true","false"
"ENV-030","Pacific Power","Environmental Controls","EMS","192.168.39.215","46:19:08:10:32:e6","Ethernet/IP","2025-10-17T22:02:29.754Z","ON_NETWORK","VLAN-98","true","false"
"ENV-031","Pacific Power","Environmental Controls","IED","192.168.113.162","6e:79:84:27:a5:5f","IEC 61850","2025-10-20T04:21:13.909Z","OFF_NETWORK","VLAN-14","true","false"
"ENV-032","Pacific Power","Environmental Controls","Environmental Monitor","192.168.198.170","09:56:d7:9d:b4:b4","Ethernet/IP","2025-10-18T06:53:36.862Z","ON_NETWORK","VLAN-11","true","false"
"ENV-033","Pacific Power","Environmental Controls","DMS","192.168.232.86","e8:06:6b:a7:1b:c1","Ethernet/IP","2025-10-20T08:59:04.793Z","ON_NETWORK","VLAN-46","true","false"
"ENV-035","Pacific Power","Environmental Controls","DMS","192.168.218.151","be:63:6d:e6:8d:3e","Ethernet/IP","2025-10-18T23:53:44.375Z","ON_NETWORK","VLAN-66","true","false"
"ENV-036","Pacific Power","Environmental Controls","DMS","192.168.142.175","c8:67:c2:a7:6c:de","IEC 61850","2025-10-21T11:05:20.539Z","ON_NETWORK","VLAN-45","true","false"
"ENV-037","Pacific Power","Environmental Controls","Protection Relay","192.168.14.200","4e:ff:7a:71:00:72","Modbus TCP","2025-10-24T09:38:16.586Z","ON_NETWORK","VLAN-65","true","false"
"ENV-038","Pacific Power","Environmental Controls","Grid Controller","192.168.4.204","f8:95:7e:67:7f:73","IEC 61850","2025-10-19T17:39:03.263Z","ON_NETWORK","VLAN-60","true","false"
"ENV-039","Pacific Power","Environmental Controls","Arc Flash Monitor","192.168.55.245","8b:0f:dc:39:5a:f2","Modbus TCP","2025-10-24T15:01:44.912Z","ON_NETWORK","VLAN-67","true","false"
"ENV-041","Pacific Power","Environmental Controls","Grid Controller","192.168.90.47","d7:a5:f6:c7:a9:25","DNP3","2025-10-23T07:04:03.638Z","ON_NETWORK","VLAN-15","true","false"
"ENV-044","Pacific Power","Environmental Controls","IED","192.168.163.142","1d:a1:b4:c6:99:21","Modbus TCP","2025-10-21T18:22:37.572Z","ON_NETWORK","VLAN-12","true","false"
"ENV-045","Pacific Power","Environmental Controls","Arc Flash Monitor","192.168.234.211","d5:57:5f:d3:f5:12","DNP3","2025-10-21T14:33:26.844Z","ON_NETWORK","VLAN-93","true","false"
"GEN-001","Midwest Electric","Generation Unit","IED","192.168.86.139","f1:a8:6f:1c:73:24","Ethernet/IP","2025-10-22T16:34:07.775Z","ON_NETWORK","VLAN-1","true","true"
"GEN-002","Midwest Electric","Generation Unit","Protection Relay","192.168.121.238","08:1d:fd:38:f7:ae","IEC 61850","2025-10-24T09:42:29.355Z","ON_NETWORK","VLAN-40","true","true"
"GEN-003","Midwest Electric","Generation Unit","Arc Flash Monitor","192.168.29.168","c1:10:4c:f0:d2:0d","IEC 61850","2025-10-21T13:45:13.276Z","ON_NETWORK","VLAN-41","true","true"
"GEN-004","Midwest Electric","Generation Unit","Environmental Monitor","192.168.195.184","f4:93:1f:e5:12:10","DNP3","2025-10-23T09:43:13.998Z","ON_NETWORK","VLAN-20","true","true"
"GEN-005","Midwest Electric","Generation Unit","DMS","192.168.93.45","d6:66:58:00:5a:a9","DNP3","2025-10-21T18:29:32.580Z","ON_NETWORK","VLAN-24","true","true"
"GEN-006","Midwest Electric","Generation Unit","EMS","192.168.224.202","f8:25:89:73:a6:01","DNP3","2025-10-23T19:44:15.517Z","ON_NETWORK","VLAN-90","true","true"
"GEN-007","Midwest Electric","Generation Unit","SCADA","192.168.49.212","df:ac:47:ea:99:48","Modbus TCP","2025-10-20T13:42:01.952Z","ON_NETWORK","VLAN-71","true","true"
"GEN-008","Midwest Electric","Generation Unit","EMS","192.168.179.17","9b:8a:c6:80:53:c7","Modbus TCP","2025-10-20T11:51:29.582Z","ON_NETWORK","VLAN-39","true","true"
"GEN-009","Midwest Electric","Generation Unit","EMS","192.168.38.96","3a:82:f8:4c:cf:d7","DNP3","2025-10-19T05:50:39.647Z","ON_NETWORK","VLAN-76","true","true"
"GEN-011","Midwest Electric","Generation Unit","IED","192.168.211.174","18:71:61:de:5e:36","IEC 61850","2025-10-22T18:01:35.159Z","ON_NETWORK","VLAN-9","true","true"
"GEN-012","Midwest Electric","Generation Unit","Arc Flash Monitor","192.168.142.27","91:bd:70:f8:30:dd","DNP3","2025-10-18T19:31:35.452Z","OFF_NETWORK","VLAN-34","true","true"
"GEN-013","Midwest Electric","Generation Unit","HMI","192.168.25.26","82:34:8c:56:86:0d","IEC 61850","2025-10-19T08:48:49.257Z","ON_NETWORK","VLAN-11","true","true"
"GEN-014","Midwest Electric","Generation Unit","Environmental Monitor","192.168.145.120","0a:60:97:dd:bc:27","IEC 61850","2025-10-19T07:37:35.724Z","OFF_NETWORK","VLAN-40","true","true"
"GEN-016","Midwest Electric","Generation Unit","DMS","192.168.28.5","cd:23:ce:48:e2:44","DNP3","2025-10-22T18:21:27.301Z","ON_NETWORK","VLAN-38","true","true"
"GEN-017","Midwest Electric","Generation Unit","SCADA","192.168.219.226","35:37:be:70:21:c4","Modbus TCP","2025-10-22T02:14:23.798Z","ON_NETWORK","VLAN-2","true","true"
"GEN-019","Midwest Electric","Generation Unit","EMS","192.168.95.187","74:42:d9:ae:12:63","DNP3","2025-10-22T21:34:09.541Z","ON_NETWORK","VLAN-28","true","true"
"GEN-021","Midwest Electric","Generation Unit","RTU","192.168.199.210","dd:ce:6b:1c:d5:32","DNP3","2025-10-18T16:39:06.830Z","ON_NETWORK","VLAN-39","true","true"
"GEN-022","Midwest Electric","Generation Unit","Protection Relay","192.168.245.215","1d:63:aa:fb:c4:1d","IEC 61850","2025-10-19T09:20:01.273Z","ON_NETWORK","VLAN-32","true","true"
"GEN-023","Midwest Electric","Generation Unit","Environmental Monitor","192.168.177.81","dd:9b:fd:68:bc:39","Modbus TCP","2025-10-24T08:57:09.909Z","ON_NETWORK","VLAN-95","true","true"
"GEN-024","Midwest Electric","Generation Unit","HMI","192.168.24.86","76:d0:bc:e9:71:f9","DNP3","2025-10-22T05:06:33.867Z","ON_NETWORK","VLAN-15","true","true"
"GEN-025","Midwest Electric","Generation Unit","Environmental Monitor","192.168.8.115","98:c7:0e:1d:f7:c0","DNP3","2025-10-21T07:45:19.678Z","ON_NETWORK","VLAN-43","true","true"
"GEN-026","Midwest Electric","Generation Unit","Arc Flash Monitor","192.168.162.94","81:4b:e5:44:74:3b","Modbus TCP","2025-10-21T18:25:23.979Z","ON_NETWORK","VLAN-8","true","true"
"GEN-027","Midwest Electric","Generation Unit","Environmental Monitor","192.168.105.184","72:ff:30:12:3e:83","DNP3","2025-10-17T23:20:18.926Z","ON_NETWORK","VLAN-21","true","true"
"GEN-028","Midwest Electric","Generation Unit","HMI","192.168.179.80","74:01:f8:6f:0c:ac","IEC 61850","2025-10-22T10:43:58.556Z","ON_NETWORK","VLAN-60","true","true"
"GEN-030","Midwest Electric","Generation Unit","Grid Controller","192.168.241.245","b3:b8:87:0d:94:1e","Modbus TCP","2025-10-17T23:47:31.497Z","ON_NETWORK","VLAN-14","true","true"
"GEN-031","Midwest Electric","Generation Unit","Environmental Monitor","192.168.211.7","99:91:86:15:56:a6","Ethernet/IP","2025-10-23T08:53:26.694Z","OFF_NETWORK","VLAN-61","true","true"
"GEN-032","Midwest Electric","Generation Unit","Arc Flash Monitor","192.168.104.147","b1:39:e8:d0:63:a4","DNP3","2025-10-21T02:25:42.642Z","ON_NETWORK","VLAN-85","true","true"
"GEN-034","Midwest Electric","Generation Unit","Grid Controller","192.168.189.113","fd:38:a2:66:3c:d5","Modbus TCP","2025-10-21T15:16:46.192Z","ON_NETWORK","VLAN-16","true","true"
"GEN-035","Midwest Electric","Generation Unit","HMI","192.168.149.90","4a:17:92:3b:16:6b","Modbus TCP","2025-10-18T01:05:56.200Z","ON_NETWORK","VLAN-48","true","true"
"GEN-036","Midwest Electric","Generation Unit","EMS","192.168.217.117","6f:b9:79:d7:e9:9f","DNP3","2025-10-19T20:17:07.195Z","ON_NETWORK","VLAN-37","true","true"
"GEN-037","Midwest Electric","Generation Unit","DMS","192.168.33.12","19:eb:ba:aa:1b:3b","IEC 61850","2025-10-20T13:18:37.740Z","OFF_NETWORK","VLAN-28","true","true"
"GEN-038","Midwest Electric","Generation Unit","RTU","192.168.171.147","6e:41:a6:2e:30:28","DNP3","2025-10-23T13:56:55.004Z","ON_NETWORK","VLAN-48","true","true"
"GEN-039","Midwest Electric","Generation Unit","IED","192.168.141.67","7e:1c:10:ac:20:ef","Ethernet/IP","2025-10-22T14:19:52.300Z","ON_NETWORK","VLAN-100","true","true"
"GEN-040","Midwest Electric","Generation Unit","Protection Relay","192.168.223.190","da:fd:f5:f6:e9:4c","DNP3","2025-10-20T20:19:39.228Z","ON_NETWORK","VLAN-54","true","true"
"GEN-042","Midwest Electric","Generation Unit","Grid Controller","192.168.176.65","30:74:fc:45:a1:5f","Ethernet/IP","2025-10-24T00:39:31.494Z","ON_NETWORK","VLAN-3","true","true"
"GEN-043","Midwest Electric","Generation Unit","Environmental Monitor","192.168.91.168","5b:52:6f:c7:02:ad","DNP3","2025-10-18T20:17:53.351Z","ON_NETWORK","VLAN-18","true","true"
"GEN-044","Midwest Electric","Generation Unit","Grid Controller","192.168.49.183","fc:bd:dc:13:c7:24","Ethernet/IP","2025-10-18T17:58:26.929Z","ON_NETWORK","VLAN-5","true","true"
"GEN-045","Midwest Electric","Generation Unit","Environmental Monitor","192.168.151.210","d4:97:ab:f2:25:35","DNP3","2025-10-19T19:14:59.331Z","ON_NETWORK","VLAN-9","true","true"
"GEN-046","Midwest Electric","Generation Unit","Arc Flash Monitor","192.168.191.118","b9:3a:f4:01:d0:08","Ethernet/IP","2025-10-23T06:56:23.894Z","OFF_NETWORK","VLAN-4","true","true"
"GEN-047","Midwest Electric","Generation Unit","Arc Flash Monitor","192.168.213.222","0e:86:0b:18:df:b8","Ethernet/IP","2025-10-22T16:46:52.405Z","ON_NETWORK","VLAN-78","true","true"
"GEN-048","Midwest Electric","Generation Unit","IED","192.168.239.88","a5:21:84:5a:f6:de","Ethernet/IP","2025-10-23T14:31:36.608Z","ON_NETWORK","VLAN-64","true","true"
"GEN-049","Midwest Electric","Generation Unit","DMS","192.168.165.219","d9:81:6d:2c:ee:b3","Modbus TCP","2025-10-23T03:20:37.873Z","ON_NETWORK","VLAN-26","true","true"
"GEN-051","Midwest Electric","Generation Unit","SCADA","192.168.245.107","d0:a4:77:1e:e9:74","DNP3","2025-10-20T08:21:55.876Z","ON_NETWORK","VLAN-32","true","true"
"GEN-052","Midwest Electric","Generation Unit","RTU","192.168.23.14","38:fa:8d:af:79:f7","DNP3","2025-10-19T06:23:14.723Z","ON_NETWORK","VLAN-19","true","true"
"GEN-053","Midwest Electric","Generation Unit","Environmental Monitor","192.168.64.47","9d:87:de:05:a1:93","Ethernet/IP","2025-10-20T19:15:02.958Z","ON_NETWORK","VLAN-19","true","true"
"GEN-054","Midwest Electric","Generation Unit","HMI","192.168.105.148","4c:05:b0:f0:94:3a","IEC 61850","2025-10-21T01:23:15.308Z","ON_NETWORK","VLAN-38","true","true"
"GEN-055","Midwest Electric","Generation Unit","SCADA","192.168.82.109","e3:0f:71:60:fe:5c","IEC 61850","2025-10-23T18:05:45.939Z","ON_NETWORK","VLAN-25","true","true"
"GEN-056","Midwest Electric","Generation Unit","Environmental Monitor","192.168.180.179","48:28:41:86:04:e9","Ethernet/IP","2025-10-18T13:48:37.321Z","ON_NETWORK","VLAN-67","true","true"
"GEN-057","Midwest Electric","Generation Unit","IED","192.168.177.233","10:3e:39:88:39:12","DNP3","2025-10-20T22:22:32.746Z","ON_NETWORK","VLAN-50","true","true"
"GEN-058","Midwest Electric","Generation Unit","IED","192.168.22.97","5f:3b:18:d1:dd:75","DNP3","2025-10-18T09:17:19.242Z","ON_NETWORK","VLAN-36","true","true"
"GEN-059","Midwest Electric","Generation Unit","Arc Flash Monitor","192.168.138.17","7a:ad:a0:be:f3:12","Ethernet/IP","2025-10-18T19:37:41.777Z","OFF_NETWORK","VLAN-39","true","true"
"GEN-060","Midwest Electric","Generation Unit","IED","192.168.180.171","61:7b:53:82:26:a6","DNP3","2025-10-20T01:18:56.127Z","ON_NETWORK","VLAN-80","true","true"
"GEN-061","Midwest Electric","Generation Unit","Grid Controller","192.168.70.32","e9:90:cc:d5:c4:8d","IEC 61850","2025-10-23T19:31:24.654Z","ON_NETWORK","VLAN-99","true","true"
"GEN-062","Midwest Electric","Generation Unit","Arc Flash Monitor","192.168.201.123","ad:96:29:01:0c:f8","Modbus TCP","2025-10-22T22:36:25.073Z","ON_NETWORK","VLAN-39","true","true"
"GEN-063","Midwest Electric","Generation Unit","EMS","192.168.184.249","21:03:2d:a7:d1:49","IEC 61850","2025-10-24T15:21:25.161Z","ON_NETWORK","VLAN-42","true","true"
"GEN-064","Midwest Electric","Generation Unit","EMS","192.168.159.35","6e:8a:c9:db:54:65","Ethernet/IP","2025-10-21T15:33:40.853Z","ON_NETWORK","VLAN-86","true","true"
"GEN-066","Midwest Electric","Generation Unit","HMI","192.168.249.140","2c:1d:15:cb:59:56","DNP3","2025-10-24T02:15:25.561Z","ON_NETWORK","VLAN-77","true","true"
"GEN-067","Midwest Electric","Generation Unit","SCADA","192.168.78.245","22:94:58:73:f4:f7","Ethernet/IP","2025-10-20T00:02:12.941Z","ON_NETWORK","VLAN-86","true","true"
"GEN-068","Midwest Electric","Generation Unit","EMS","192.168.27.32","4e:00:7b:e0:8e:9c","IEC 61850","2025-10-22T08:38:48.490Z","OFF_NETWORK","VLAN-93","true","true"
"GEN-071","Midwest Electric","Generation Unit","DMS","192.168.78.209","05:33:c3:9b:c5:b5","DNP3","2025-10-19T17:03:29.938Z","ON_NETWORK","VLAN-78","true","true"
"GEN-072","Midwest Electric","Generation Unit","SCADA","192.168.9.206","5c:47:da:49:12:5c","Modbus TCP","2025-10-19T19:01:42.680Z","ON_NETWORK","VLAN-90","true","true"
"GEN-075","Midwest Electric","Generation Unit","Arc Flash Monitor","192.168.202.203","b1:ab:11:0b:1f:a4","Ethernet/IP","2025-10-21T17:15:57.783Z","ON_NETWORK","VLAN-78","true","true"
"GEN-077","Midwest Electric","Generation Unit","SCADA","192.168.151.242","b8:75:0e:03:a2:f3","Ethernet/IP","2025-10-21T07:42:50.590Z","ON_NETWORK","VLAN-48","true","true"
"TRA-002","Midwest Electric","Transmission","IED","192.168.149.14","b5:3d:08:4e:23:a6","Modbus TCP","2025-10-20T04:08:00.325Z","ON_NETWORK","VLAN-50","true","true"
"TRA-003","Midwest Electric","Transmission","Protection Relay","192.168.59.176","ec:52:35:d7:75:a4","Modbus TCP","2025-10-23T06:51:58.558Z","OFF_NETWORK","VLAN-79","true","true"
"TRA-005","Midwest Electric","Transmission","DMS","192.168.60.12","ad:58:f6:1d:d3:f8","Modbus TCP","2025-10-22T00:24:10.173Z","ON_NETWORK","VLAN-15","true","true"
"TRA-006","Midwest Electric","Transmission","EMS","192.168.247.160","4b:66:2a:7e:9d:5e","Modbus TCP","2025-10-18T05:36:02.902Z","ON_NETWORK","VLAN-5","true","true"
