tag_id,plant,unit,uptime_pct_30d,alarm_count_30d,bad_quality_count_30d
CRU_DC_0360,Gulf Coast Refinery,Crude Distillation Unit (CDU),99.4,2,2
FLU_SA_0361,Texas City Complex,Fluid Catalytic Cracking (FCC),98.1,8,3
HYD_FI_0362,Baytown Refinery,Hydrocracking Unit (HCU),99.0,1,0
REF_HM_0363,Gulf Coast Refinery,Reformer Unit,96.9,14,3
ALK_HI_0364,Texas City Complex,Alkylation Unit,97.1,3,2
COK_VF_0365,Baytown Refinery,Coker Unit,95.3,13,4
HYD_SM_0366,Gulf Coast Refinery,Hydrotreater,96.7,3,4
ISO_CO_0367,Texas City Complex,Isomerization Unit,96.9,0,1
CRU_FL_0368,Baytown Refinery,Crude Distillation Unit (CDU),96.7,4,2
FLU_AN_0369,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),96.8,0,5
HYD_SA_0370,Texas City Complex,Hydrocracking Unit (HCU),99.7,9,4
REF_CO_0371,Baytown Refinery,Reformer Unit,99.0,2,4
ALK_TU_0372,Gulf Coast Refinery,Alkylation Unit,94.6,13,2
COK_TA_0373,Texas City Complex,Coker Unit,99.6,13,6
HYD_FI_0374,Baytown Refinery,Hydrotreater,96.0,3,2
ISO_DC_0375,Gulf Coast Refinery,Isomerization Unit,99.5,11,2
CRU_SA_0376,Texas City Complex,Crude Distillation Unit (CDU),99.7,9,4
FLU_FI_0377,Baytown Refinery,Fluid Catalytic Cracking (FCC),97.5,0,3
HYD_HM_0378,Gulf Coast Refinery,Hydrocracking Unit (HCU),99.4,7,5
REF_HI_0379,Texas City Complex,Reformer Unit,98.2,1,6
ALK_VF_0380,Baytown Refinery,Alkylation Unit,99.0,8,7
COK_SM_0381,Gulf Coast Refinery,Coker Unit,96.2,16,1
HYD_CO_0382,Texas City Complex,Hydrotreater,99.0,3,8
ISO_FL_0383,Baytown Refinery,Isomerization Unit,95.7,7,3
CRU_AN_0384,Gulf Coast Refinery,Crude Distillation Unit (CDU),94.5,14,3
FLU_SA_0385,Texas City Complex,Fluid Catalytic Cracking (FCC),98.1,10,2
HYD_CO_0386,Baytown Refinery,Hydrocracking Unit (HCU),96.8,8,2
REF_TU_0387,Gulf Coast Refinery,Reformer Unit,97.7,1,0
ALK_TA_0388,Texas City Complex,Alkylation Unit,97.3,4,7
COK_FI_0389,Baytown Refinery,Coker Unit,99.7,0,1
HYD_DC_0390,Gulf Coast Refinery,Hydrotreater,99.4,11,4
ISO_SA_0391,Texas City Complex,Isomerization Unit,94.6,9,5
CRU_FI_0392,Baytown Refinery,Crude Distillation Unit (CDU),96.8,10,5
FLU_HM_0393,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),95.9,8,1
HYD_HI_0394,Texas City Complex,Hydrocracking Unit (HCU),97.5,14,8
REF_VF_0395,Baytown Refinery,Reformer Unit,98.9,5,5
ALK_SM_0396,Gulf Coast Refinery,Alkylation Unit,95.3,11,2
COK_CO_0397,Texas City Complex,Coker Unit,96.8,5,1
HYD_FL_0398,Baytown Refinery,Hydrotreater,95.4,6,3
ISO_AN_0399,Gulf Coast Refinery,Isomerization Unit,94.9,12,4
CRU_SA_0400,Texas City Complex,Crude Distillation Unit (CDU),98.1,13,6
FLU_CO_0401,Baytown Refinery,Fluid Catalytic Cracking (FCC),99.8,10,4
HYD_TU_0402,Gulf Coast Refinery,Hydrocracking Unit (HCU),99.2,18,4
REF_TA_0403,Texas City Complex,Reformer Unit,97.4,11,4
ALK_FI_0404,Baytown Refinery,Alkylation Unit,96.4,5,4
COK_DC_0405,Gulf Coast Refinery,Coker Unit,97.3,9,0
HYD_SA_0406,Texas City Complex,Hydrotreater,97.3,19,4
ISO_FI_0407,Baytown Refinery,Isomerization Unit,96.5,1,0
CRU_HM_0408,Gulf Coast Refinery,Crude Distillation Unit (CDU),94.5,7,7
FLU_HI_0409,Texas City Complex,Fluid Catalytic Cracking (FCC),95.0,9,1
HYD_VF_0410,Baytown Refinery,Hydrocracking Unit (HCU),97.3,17,5
REF_SM_0411,Gulf Coast Refinery,Reformer Unit,99.3,7,5
ALK_CO_0412,Texas City Complex,Alkylation Unit,99.4,0,2
COK_FL_0413,Baytown Refinery,Coker Unit,94.1,17,8
HYD_AN_0414,Gulf Coast Refinery,Hydrotreater,95.7,11,5
ISO_SA_0415,Texas City Complex,Isomerization Unit,96.7,12,5
CRU_CO_0416,Baytown Refinery,Crude Distillation Unit (CDU),95.2,9,3
FLU_TU_0417,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),97.8,13,2
HYD_TA_0418,Texas City Complex,Hydrocracking Unit (HCU),95.8,10,4
REF_FI_0419,Baytown Refinery,Reformer Unit,94.9,17,3
ALK_DC_0420,Gulf Coast Refinery,Alkylation Unit,96.3,10,1
COK_SA_0421,Texas City Complex,Coker Unit,99.9,18,4
HYD_FI_0422,Baytown Refinery,Hydrotreater,94.2,1,7
ISO_HM_0423,Gulf Coast Refinery,Isomerization Unit,94.7,6,5
CRU_HI_0424,Texas City Complex,Crude Distillation Unit (CDU),98.4,11,6
FLU_VF_0425,Baytown Refinery,Fluid Catalytic Cracking (FCC),98.1,7,1
HYD_SM_0426,Gulf Coast Refinery,Hydrocracking Unit (HCU),94.4,7,1
REF_CO_0427,Texas City Complex,Reformer Unit,97.1,4,8
ALK_FL_0428,Baytown Refinery,Alkylation Unit,99.8,10,4
COK_AN_0429,Gulf Coast Refinery,Coker Unit,96.1,11,4
HYD_SA_0430,Texas City Complex,Hydrotreater,98.5,19,7
ISO_CO_0431,Baytown Refinery,Isomerization Unit,96.3,11,1
CRU_TU_0432,Gulf Coast Refinery,Crude Distillation Unit (CDU),97.2,6,6
FLU_TA_0433,Texas City Complex,Fluid Catalytic Cracking (FCC),97.5,0,7
HYD_FI_0434,Baytown Refinery,Hydrocracking Unit (HCU),99.1,20,5
REF_DC_0435,Gulf Coast Refinery,Reformer Unit,96.6,12,4
ALK_SA_0436,Texas City Complex,Alkylation Unit,97.9,14,7
COK_FI_0437,Baytown Refinery,Coker Unit,99.7,14,1
HYD_HM_0438,Gulf Coast Refinery,Hydrotreater,97.0,17,1
ISO_HI_0439,Texas City Complex,Isomerization Unit,96.9,5,5
CRU_VF_0440,Baytown Refinery,Crude Distillation Unit (CDU),96.1,13,2
FLU_SM_0441,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),94.4,7,3
HYD_CO_0442,Texas City Complex,Hydrocracking Unit (HCU),98.5,8,5
REF_FL_0443,Baytown Refinery,Reformer Unit,98.2,2,6
ALK_AN_0444,Gulf Coast Refinery,Alkylation Unit,99.2,0,7
COK_SA_0445,Texas City Complex,Coker Unit,98.4,9,6
HYD_CO_0446,Baytown Refinery,Hydrotreater,98.8,1,5
ISO_TU_0447,Gulf Coast Refinery,Isomerization Unit,99.1,6,5
CRU_TA_0448,Texas City Complex,Crude Distillation Unit (CDU),98.0,9,2
FLU_FI_0449,Baytown Refinery,Fluid Catalytic Cracking (FCC),97.2,0,6
HYD_DC_0450,Gulf Coast Refinery,Hydrocracking Unit (HCU),98.1,13,6
REF_SA_0451,Texas City Complex,Reformer Unit,94.4,17,1
ALK_FI_0452,Baytown Refinery,Alkylation Unit,95.2,3,3
COK_HM_0453,Gulf Coast Refinery,Coker Unit,99.8,0,7
HYD_HI_0454,Texas City Complex,Hydrotreater,95.2,11,8
ISO_VF_0455,Baytown Refinery,Isomerization Unit,96.6,7,4
CRU_SM_0456,Gulf Coast Refinery,Crude Distillation Unit (CDU),95.9,3,7
FLU_CO_0457,Texas City Complex,Fluid Catalytic Cracking (FCC),98.1,7,4
HYD_FL_0458,Baytown Refinery,Hydrocracking Unit (HCU),97.5,6,3
REF_AN_0459,Gulf Coast Refinery,Reformer Unit,96.8,7,2
ALK_SA_0460,Texas City Complex,Alkylation Unit,97.7,15,8
COK_CO_0461,Baytown Refinery,Coker Unit,97.8,3,3
HYD_TU_0462,Gulf Coast Refinery,Hydrotreater,94.6,8,4
ISO_TA_0463,Texas City Complex,Isomerization Unit,96.8,10,1
CRU_FI_0464,Baytown Refinery,Crude Distillation Unit (CDU),98.9,15,4
FLU_DC_0465,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),94.5,20,5
HYD_SA_0466,Texas City Complex,Hydrocracking Unit (HCU),95.0,0,4
REF_FI_0467,Baytown Refinery,Reformer Unit,96.1,5,0
ALK_HM_0468,Gulf Coast Refinery,Alkylation Unit,99.9,10,7
COK_HI_0469,Texas City Complex,Coker Unit,94.1,7,3
HYD_VF_0470,Baytown Refinery,Hydrotreater,96.1,10,7
ISO_SM_0471,Gulf Coast Refinery,Isomerization Unit,99.9,19,3
CRU_CO_0472,Texas City Complex,Crude Distillation Unit (CDU),94.6,13,3
FLU_FL_0473,Baytown Refinery,Fluid Catalytic Cracking (FCC),98.8,7,3
HYD_AN_0474,Gulf Coast Refinery,Hydrocracking Unit (HCU),95.5,2,6
REF_SA_0475,Texas City Complex,Reformer Unit,95.2,12,4
ALK_CO_0476,Baytown Refinery,Alkylation Unit,96.0,8,1
COK_TU_0477,Gulf Coast Refinery,Coker Unit,94.1,14,6
HYD_TA_0478,Texas City Complex,Hydrotreater,97.6,14,6
ISO_FI_0479,Baytown Refinery,Isomerization Unit,94.4,4,4
CRU_DC_0480,Gulf Coast Refinery,Crude Distillation Unit (CDU),95.0,8,4
FLU_SA_0481,Texas City Complex,Fluid Catalytic Cracking (FCC),98.7,1,3
HYD_FI_0482,Baytown Refinery,Hydrocracking Unit (HCU),96.1,16,2
REF_HM_0483,Gulf Coast Refinery,Reformer Unit,96.4,11,3
ALK_HI_0484,Texas City Complex,Alkylation Unit,94.7,2,0
COK_VF_0485,Baytown Refinery,Coker Unit,99.0,1,4
HYD_SM_0486,Gulf Coast Refinery,Hydrotreater,98.8,10,4
ISO_CO_0487,Texas City Complex,Isomerization Unit,97.4,9,3
CRU_FL_0488,Baytown Refinery,Crude Distillation Unit (CDU),97.1,17,5
FLU_AN_0489,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),99.2,19,7
HYD_SA_0490,Texas City Complex,Hydrocracking Unit (HCU),94.7,12,1
REF_CO_0491,Baytown Refinery,Reformer Unit,95.1,11,1
ALK_TU_0492,Gulf Coast Refinery,Alkylation Unit,99.7,2,0
COK_TA_0493,Texas City Complex,Coker Unit,99.5,13,5
HYD_FI_0494,Baytown Refinery,Hydrotreater,95.3,19,1
ISO_DC_0495,Gulf Coast Refinery,Isomerization Unit,99.2,11,1
CRU_SA_0496,Texas City Complex,Crude Distillation Unit (CDU),98.5,9,4
FLU_FI_0497,Baytown Refinery,Fluid Catalytic Cracking (FCC),97.7,7,2
HYD_HM_0498,Gulf Coast Refinery,Hydrocracking Unit (HCU),94.6,0,5
REF_HI_0499,Texas City Complex,Reformer Unit,94.6,5,7
ALK_VF_0500,Baytown Refinery,Alkylation Unit,94.2,0,1
COK_SM_0501,Gulf Coast Refinery,Coker Unit,97.6,3,5
HYD_CO_0502,Texas City Complex,Hydrotreater,99.1,2,1
ISO_FL_0503,Baytown Refinery,Isomerization Unit,99.3,8,7
CRU_AN_0504,Gulf Coast Refinery,Crude Distillation Unit (CDU),98.8,4,1
FLU_SA_0505,Texas City Complex,Fluid Catalytic Cracking (FCC),94.8,6,1
HYD_CO_0506,Baytown Refinery,Hydrocracking Unit (HCU),99.8,6,1
REF_TU_0507,Gulf Coast Refinery,Reformer Unit,99.1,9,1
ALK_TA_0508,Texas City Complex,Alkylation Unit,97.2,11,4
COK_FI_0509,Baytown Refinery,Coker Unit,98.4,20,0
HYD_DC_0510,Gulf Coast Refinery,Hydrotreater,96.1,12,6
ISO_SA_0511,Texas City Complex,Isomerization Unit,98.4,11,7
CRU_FI_0512,Baytown Refinery,Crude Distillation Unit (CDU),99.2,4,1
FLU_HM_0513,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),94.9,0,5
HYD_HI_0514,Texas City Complex,Hydrocracking Unit (HCU),97.0,8,3
REF_VF_0515,Baytown Refinery,Reformer Unit,94.7,18,7
ALK_SM_0516,Gulf Coast Refinery,Alkylation Unit,94.4,4,7
COK_CO_0517,Texas City Complex,Coker Unit,98.2,3,2
HYD_FL_0518,Baytown Refinery,Hydrotreater,95.1,8,2
ISO_AN_0519,Gulf Coast Refinery,Isomerization Unit,97.2,12,1
CRU_SA_0520,Texas City Complex,Crude Distillation Unit (CDU),94.8,12,1
FLU_CO_0521,Baytown Refinery,Fluid Catalytic Cracking (FCC),99.2,11,1
HYD_TU_0522,Gulf Coast Refinery,Hydrocracking Unit (HCU),95.2,6,3
REF_TA_0523,Texas City Complex,Reformer Unit,97.1,18,1
ALK_FI_0524,Baytown Refinery,Alkylation Unit,96.2,8,7
COK_DC_0525,Gulf Coast Refinery,Coker Unit,96.0,13,3
HYD_SA_0526,Texas City Complex,Hydrotreater,99.1,18,4
ISO_FI_0527,Baytown Refinery,Isomerization Unit,99.5,1,2
CRU_HM_0528,Gulf Coast Refinery,Crude Distillation Unit (CDU),97.2,20,7
FLU_HI_0529,Texas City Complex,Fluid Catalytic Cracking (FCC),97.9,13,4
HYD_VF_0530,Baytown Refinery,Hydrocracking Unit (HCU),99.0,12,2
REF_SM_0531,Gulf Coast Refinery,Reformer Unit,96.0,5,1
ALK_CO_0532,Texas City Complex,Alkylation Unit,94.6,10,3
COK_FL_0533,Baytown Refinery,Coker Unit,99.8,8,4
HYD_AN_0534,Gulf Coast Refinery,Hydrotreater,99.8,12,0
ISO_SA_0535,Texas City Complex,Isomerization Unit,96.7,18,4
CRU_CO_0536,Baytown Refinery,Crude Distillation Unit (CDU),100.0,13,8
FLU_TU_0537,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),97.7,8,3
HYD_TA_0538,Texas City Complex,Hydrocracking Unit (HCU),95.6,3,1
REF_FI_0539,Baytown Refinery,Reformer Unit,94.2,13,7
ALK_DC_0540,Gulf Coast Refinery,Alkylation Unit,97.0,18,6
COK_SA_0541,Texas City Complex,Coker Unit,99.4,9,6
HYD_FI_0542,Baytown Refinery,Hydrotreater,98.6,11,2
ISO_HM_0543,Gulf Coast Refinery,Isomerization Unit,95.3,7,1
CRU_HI_0544,Texas City Complex,Crude Distillation Unit (CDU),99.4,17,8
FLU_VF_0545,Baytown Refinery,Fluid Catalytic Cracking (FCC),98.1,3,6
HYD_SM_0546,Gulf Coast Refinery,Hydrocracking Unit (HCU),95.6,2,4
REF_CO_0547,Texas City Complex,Reformer Unit,95.2,6,4
ALK_FL_0548,Baytown Refinery,Alkylation Unit,98.9,12,0
COK_AN_0549,Gulf Coast Refinery,Coker Unit,98.7,4,4
HYD_SA_0550,Texas City Complex,Hydrotreater,97.2,9,5
ISO_CO_0551,Baytown Refinery,Isomerization Unit,98.1,13,2
CRU_TU_0552,Gulf Coast Refinery,Crude Distillation Unit (CDU),99.4,6,0
FLU_TA_0553,Texas City Complex,Fluid Catalytic Cracking (FCC),96.5,4,5
HYD_FI_0554,Baytown Refinery,Hydrocracking Unit (HCU),97.3,3,8
REF_DC_0555,Gulf Coast Refinery,Reformer Unit,96.0,15,8
ALK_SA_0556,Texas City Complex,Alkylation Unit,94.4,8,7
COK_FI_0557,Baytown Refinery,Coker Unit,96.4,7,7
HYD_HM_0558,Gulf Coast Refinery,Hydrotreater,99.7,17,3
ISO_HI_0559,Texas City Complex,Isomerization Unit,94.1,11,5
CRU_VF_0560,Baytown Refinery,Crude Distillation Unit (CDU),96.1,12,8
FLU_SM_0561,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),97.5,1,8
HYD_CO_0562,Texas City Complex,Hydrocracking Unit (HCU),98.4,0,3
REF_FL_0563,Baytown Refinery,Reformer Unit,99.0,12,4
ALK_AN_0564,Gulf Coast Refinery,Alkylation Unit,95.6,7,4
COK_SA_0565,Texas City Complex,Coker Unit,98.0,9,6
HYD_CO_0566,Baytown Refinery,Hydrotreater,95.8,11,7
ISO_TU_0567,Gulf Coast Refinery,Isomerization Unit,96.8,9,3
CRU_TA_0568,Texas City Complex,Crude Distillation Unit (CDU),98.4,14,1
FLU_FI_0569,Baytown Refinery,Fluid Catalytic Cracking (FCC),96.0,6,4
HYD_DC_0570,Gulf Coast Refinery,Hydrocracking Unit (HCU),96.9,1,2
REF_SA_0571,Texas City Complex,Reformer Unit,99.7,10,2
ALK_FI_0572,Baytown Refinery,Alkylation Unit,95.1,19,3
COK_HM_0573,Gulf Coast Refinery,Coker Unit,95.4,1,2
HYD_HI_0574,Texas City Complex,Hydrotreater,98.7,17,0
ISO_VF_0575,Baytown Refinery,Isomerization Unit,95.1,9,0
CRU_SM_0576,Gulf Coast Refinery,Crude Distillation Unit (CDU),98.1,13,8
FLU_CO_0577,Texas City Complex,Fluid Catalytic Cracking (FCC),96.0,19,7
HYD_FL_0578,Baytown Refinery,Hydrocracking Unit (HCU),96.8,12,5
REF_AN_0579,Gulf Coast Refinery,Reformer Unit,96.3,5,2
ALK_SA_0580,Texas City Complex,Alkylation Unit,95.2,16,4
COK_CO_0581,Baytown Refinery,Coker Unit,96.3,2,0
HYD_TU_0582,Gulf Coast Refinery,Hydrotreater,98.9,17,4
ISO_TA_0583,Texas City Complex,Isomerization Unit,96.0,0,6
CRU_FI_0584,Baytown Refinery,Crude Distillation Unit (CDU),97.7,7,4
FLU_DC_0585,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),96.6,13,1
HYD_SA_0586,Texas City Complex,Hydrocracking Unit (HCU),97.7,12,7
REF_FI_0587,Baytown Refinery,Reformer Unit,98.2,0,3
ALK_HM_0588,Gulf Coast Refinery,Alkylation Unit,98.6,14,1
COK_HI_0589,Texas City Complex,Coker Unit,98.5,6,3
HYD_VF_0590,Baytown Refinery,Hydrotreater,99.0,18,0
ISO_SM_0591,Gulf Coast Refinery,Isomerization Unit,94.5,19,2
CRU_CO_0592,Texas City Complex,Crude Distillation Unit (CDU),99.5,1,2
FLU_FL_0593,Baytown Refinery,Fluid Catalytic Cracking (FCC),94.3,12,4
HYD_AN_0594,Gulf Coast Refinery,Hydrocracking Unit (HCU),94.2,15,5
REF_SA_0595,Texas City Complex,Reformer Unit,96.7,15,1
ALK_CO_0596,Baytown Refinery,Alkylation Unit,100.0,19,4
COK_TU_0597,Gulf Coast Refinery,Coker Unit,98.5,11,2
HYD_TA_0598,Texas City Complex,Hydrotreater,96.2,8,2
ISO_FI_0599,Baytown Refinery,Isomerization Unit,94.8,3,7
CRU_DC_0600,Gulf Coast Refinery,Crude Distillation Unit (CDU),96.6,7,2
FLU_SA_0601,Texas City Complex,Fluid Catalytic Cracking (FCC),96.1,17,6
HYD_FI_0602,Baytown Refinery,Hydrocracking Unit (HCU),100.0,17,2
REF_HM_0603,Gulf Coast Refinery,Reformer Unit,97.0,3,6
ALK_HI_0604,Texas City Complex,Alkylation Unit,96.9,1,7
COK_VF_0605,Baytown Refinery,Coker Unit,97.7,13,2
HYD_SM_0606,Gulf Coast Refinery,Hydrotreater,97.9,11,7
ISO_CO_0607,Texas City Complex,Isomerization Unit,94.5,3,4
CRU_FL_0608,Baytown Refinery,Crude Distillation Unit (CDU),94.3,8,4
FLU_AN_0609,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),95.7,8,6
HYD_SA_0610,Texas City Complex,Hydrocracking Unit (HCU),97.0,6,4
REF_CO_0611,Baytown Refinery,Reformer Unit,97.5,18,7
ALK_TU_0612,Gulf Coast Refinery,Alkylation Unit,95.0,7,4
COK_TA_0613,Texas City Complex,Coker Unit,94.4,4,7
HYD_FI_0614,Baytown Refinery,Hydrotreater,98.2,1,3
ISO_DC_0615,Gulf Coast Refinery,Isomerization Unit,97.9,8,3
CRU_SA_0616,Texas City Complex,Crude Distillation Unit (CDU),99.2,12,2
FLU_FI_0617,Baytown Refinery,Fluid Catalytic Cracking (FCC),97.4,12,6
HYD_HM_0618,Gulf Coast Refinery,Hydrocracking Unit (HCU),96.7,12,8
REF_HI_0619,Texas City Complex,Reformer Unit,99.7,7,1
ALK_VF_0620,Baytown Refinery,Alkylation Unit,96.7,3,4
COK_SM_0621,Gulf Coast Refinery,Coker Unit,96.1,11,3
HYD_CO_0622,Texas City Complex,Hydrotreater,98.6,1,0
ISO_FL_0623,Baytown Refinery,Isomerization Unit,99.6,0,8
CRU_AN_0624,Gulf Coast Refinery,Crude Distillation Unit (CDU),98.5,0,5
FLU_SA_0625,Texas City Complex,Fluid Catalytic Cracking (FCC),97.5,10,4
HYD_CO_0626,Baytown Refinery,Hydrocracking Unit (HCU),96.3,5,3
REF_TU_0627,Gulf Coast Refinery,Reformer Unit,99.3,14,3
ALK_TA_0628,Texas City Complex,Alkylation Unit,95.1,9,0
COK_FI_0629,Baytown Refinery,Coker Unit,97.1,10,2
HYD_DC_0630,Gulf Coast Refinery,Hydrotreater,94.3,19,1
ISO_SA_0631,Texas City Complex,Isomerization Unit,95.6,13,5
CRU_FI_0632,Baytown Refinery,Crude Distillation Unit (CDU),97.6,19,3
FLU_HM_0633,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),96.4,10,6
HYD_HI_0634,Texas City Complex,Hydrocracking Unit (HCU),97.8,0,3
REF_VF_0635,Baytown Refinery,Reformer Unit,98.4,10,4
ALK_SM_0636,Gulf Coast Refinery,Alkylation Unit,94.3,5,3
COK_CO_0637,Texas City Complex,Coker Unit,94.8,9,3
HYD_FL_0638,Baytown Refinery,Hydrotreater,99.3,1,5
ISO_AN_0639,Gulf Coast Refinery,Isomerization Unit,96.2,6,7
CRU_SA_0640,Texas City Complex,Crude Distillation Unit (CDU),94.3,6,3
FLU_CO_0641,Baytown Refinery,Fluid Catalytic Cracking (FCC),97.0,2,3
HYD_TU_0642,Gulf Coast Refinery,Hydrocracking Unit (HCU),99.7,8,1
REF_TA_0643,Texas City Complex,Reformer Unit,98.2,13,2
ALK_FI_0644,Baytown Refinery,Alkylation Unit,96.0,3,6
COK_DC_0645,Gulf Coast Refinery,Coker Unit,95.4,7,4
HYD_SA_0646,Texas City Complex,Hydrotreater,94.3,7,6
ISO_FI_0647,Baytown Refinery,Isomerization Unit,98.3,7,2
CRU_HM_0648,Gulf Coast Refinery,Crude Distillation Unit (CDU),99.8,1,7
FLU_HI_0649,Texas City Complex,Fluid Catalytic Cracking (FCC),94.6,12,4
HYD_VF_0650,Baytown Refinery,Hydrocracking Unit (HCU),98.3,19,5
REF_SM_0651,Gulf Coast Refinery,Reformer Unit,94.6,13,0
ALK_CO_0652,Texas City Complex,Alkylation Unit,99.8,0,4
COK_FL_0653,Baytown Refinery,Coker Unit,97.8,8,3
HYD_AN_0654,Gulf Coast Refinery,Hydrotreater,95.7,6,5
ISO_SA_0655,Texas City Complex,Isomerization Unit,98.8,13,5
CRU_CO_0656,Baytown Refinery,Crude Distillation Unit (CDU),95.2,11,4
FLU_TU_0657,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),99.9,8,4
HYD_TA_0658,Texas City Complex,Hydrocracking Unit (HCU),97.3,8,8
REF_FI_0659,Baytown Refinery,Reformer Unit,94.3,9,1
ALK_DC_0660,Gulf Coast Refinery,Alkylation Unit,97.5,12,7
COK_SA_0661,Texas City Complex,Coker Unit,96.2,13,3
HYD_FI_0662,Baytown Refinery,Hydrotreater,99.1,9,1
ISO_HM_0663,Gulf Coast Refinery,Isomerization Unit,97.0,1,2
CRU_HI_0664,Texas City Complex,Crude Distillation Unit (CDU),94.6,19,7
FLU_VF_0665,Baytown Refinery,Fluid Catalytic Cracking (FCC),97.2,13,7
HYD_SM_0666,Gulf Coast Refinery,Hydrocracking Unit (HCU),95.0,6,4
REF_CO_0667,Texas City Complex,Reformer Unit,96.6,12,0
ALK_FL_0668,Baytown Refinery,Alkylation Unit,98.7,2,1
COK_AN_0669,Gulf Coast Refinery,Coker Unit,94.2,16,1
HYD_SA_0670,Texas City Complex,Hydrotreater,99.6,2,1
ISO_CO_0671,Baytown Refinery,Isomerization Unit,96.1,6,3
CRU_TU_0672,Gulf Coast Refinery,Crude Distillation Unit (CDU),96.9,8,5
FLU_TA_0673,Texas City Complex,Fluid Catalytic Cracking (FCC),94.4,11,8
HYD_FI_0674,Baytown Refinery,Hydrocracking Unit (HCU),99.2,13,4
REF_DC_0675,Gulf Coast Refinery,Reformer Unit,98.4,15,2
ALK_SA_0676,Texas City Complex,Alkylation Unit,95.6,11,3
COK_FI_0677,Baytown Refinery,Coker Unit,97.8,10,3
HYD_HM_0678,Gulf Coast Refinery,Hydrotreater,99.5,6,4
ISO_HI_0679,Texas City Complex,Isomerization Unit,97.4,12,2
CRU_VF_0680,Baytown Refinery,Crude Distillation Unit (CDU),97.5,20,1
FLU_SM_0681,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),99.3,7,2
HYD_CO_0682,Texas City Complex,Hydrocracking Unit (HCU),94.5,8,1
REF_FL_0683,Baytown Refinery,Reformer Unit,96.8,0,6
ALK_AN_0684,Gulf Coast Refinery,Alkylation Unit,95.0,12,8
COK_SA_0685,Texas City Complex,Coker Unit,95.4,10,3
HYD_CO_0686,Baytown Refinery,Hydrotreater,95.8,19,7
ISO_TU_0687,Gulf Coast Refinery,Isomerization Unit,95.9,10,6
CRU_TA_0688,Texas City Complex,Crude Distillation Unit (CDU),97.4,9,6
FLU_FI_0689,Baytown Refinery,Fluid Catalytic Cracking (FCC),98.2,11,4
HYD_DC_0690,Gulf Coast Refinery,Hydrocracking Unit (HCU),94.2,14,7
REF_SA_0691,Texas City Complex,Reformer Unit,96.8,8,2
ALK_FI_0692,Baytown Refinery,Alkylation Unit,96.0,2,7
COK_HM_0693,Gulf Coast Refinery,Coker Unit,99.8,10,1
HYD_HI_0694,Texas City Complex,Hydrotreater,94.7,4,0
ISO_VF_0695,Baytown Refinery,Isomerization Unit,94.6,13,4
CRU_SM_0696,Gulf Coast Refinery,Crude Distillation Unit (CDU),94.6,8,3
FLU_CO_0697,Texas City Complex,Fluid Catalytic Cracking (FCC),96.9,17,7
HYD_FL_0698,Baytown Refinery,Hydrocracking Unit (HCU),96.9,13,2
REF_AN_0699,Gulf Coast Refinery,Reformer Unit,99.2,0,8
ALK_SA_0700,Texas City Complex,Alkylation Unit,95.7,11,8
COK_CO_0701,Baytown Refinery,Coker Unit,97.2,1,2
HYD_TU_0702,Gulf Coast Refinery,Hydrotreater,99.9,6,1
ISO_TA_0703,Texas City Complex,Isomerization Unit,98.2,12,1
CRU_FI_0704,Baytown Refinery,Crude Distillation Unit (CDU),98.2,12,5
FLU_DC_0705,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),95.8,13,7
HYD_SA_0706,Texas City Complex,Hydrocracking Unit (HCU),98.2,19,6
REF_FI_0707,Baytown Refinery,Reformer Unit,98.3,6,5
ALK_HM_0708,Gulf Coast Refinery,Alkylation Unit,94.2,11,8
COK_HI_0709,Texas City Complex,Coker Unit,94.9,13,1
HYD_VF_0710,Baytown Refinery,Hydrotreater,95.2,7,4
ISO_SM_0711,Gulf Coast Refinery,Isomerization Unit,95.3,6,6
CRU_CO_0712,Texas City Complex,Crude Distillation Unit (CDU),97.6,2,3
FLU_FL_0713,Baytown Refinery,Fluid Catalytic Cracking (FCC),96.7,10,8
HYD_AN_0714,Gulf Coast Refinery,Hydrocracking Unit (HCU),96.0,10,8
REF_SA_0715,Texas City Complex,Reformer Unit,97.0,7,1
ALK_CO_0716,Baytown Refinery,Alkylation Unit,95.1,5,1
COK_TU_0717,Gulf Coast Refinery,Coker Unit,95.3,6,4
HYD_TA_0718,Texas City Complex,Hydrotreater,97.8,12,6
ISO_FI_0719,Baytown Refinery,Isomerization Unit,94.6,19,2
CRU_DC_0720,Gulf Coast Refinery,Crude Distillation Unit (CDU),98.9,5,1
