tag_id,plant,plant_code,unit,unit_code,area,device_type,security_tier,criticality,manufacturer,model,serial_number,description,location,installation_date,expected_ip,expected_protocol,vlan,safety_system,last_maintenance,warranty_expires
CGN-EMC-2456,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 6,Circuit Breaker,2,High,ABB,ABB-CircuitBreaker-1801,SN-mk501ww3-0JYP86,Circuit Breaker for Emissions Control operations,"Emissions Control, Station 9",2016-09-29,192.168.17.109,HART,170,,2025-03-21,2027-02-14
CGN-EMC-2457,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 6,IED,1,High,ABB,ABB-IED-5298,SN-mk501ww3-BB7QUM,IED for Emissions Control operations,"Emissions Control, Station 10",2025-12-27,192.168.17.110,IEC 61850,170,,2025-07-12,2027-06-23
CGN-EMC-2458,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 6,Manual Indicator,3,High,Hitachi,HIT-ManualIndicator-7749,SN-mk501ww3-71VW54,Manual Indicator for Emissions Control operations,"Emissions Control, Station 11",2022-05-19,,,170,,2025-08-08,2027-10-05
CGN-EMC-2459,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 6,Protection Relay,1,High,Toshiba,TOS-ProtectionRelay-9748,SN-mk501ww3-I3B967,Protection Relay for Emissions Control operations,"Emissions Control, Station 12",2023-06-04,192.168.17.112,IEC 61850,170,,2025-06-14,2028-10-04
CGN-EMC-2460,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 6,Current Transformer,2,High,Siemens,SIE-CurrentTransformer-7824,SN-mk501ww3-KOD29L,Current Transformer for Emissions Control operations,"Emissions Control, Station 13",2022-11-25,192.168.17.113,Profibus,170,,2025-01-15,2028-11-16
CGN-EMC-2461,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 6,Voltage Transformer,2,High,Schneider,SCH-VoltageTransformer-7991,SN-mk501ww3-Z3N213,Voltage Transformer for Emissions Control operations,"Emissions Control, Station 14",2022-05-05,192.168.17.114,Modbus,170,,2025-09-26,2028-01-07
CGN-EMC-2462,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 6,Protection Relay,1,High,Eaton,EAT-ProtectionRelay-2842,SN-mk501ww3-EAU6W4,Protection Relay for Emissions Control operations,"Emissions Control, Station 15",2016-11-21,192.168.17.115,OPC UA,170,,2025-03-21,2027-11-11
CGN-EMC-2463,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 6,IED,1,High,Eaton,EAT-IED-6548,SN-mk501ww3-1E6P17,IED for Emissions Control operations,"Emissions Control, Station 16",2020-10-26,192.168.17.116,DNP3,170,,2025-07-12,2026-04-13
CGN-EMC-2464,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 6,IED,1,High,GE,GE-IED-6453,SN-mk501ww3-ONOVMY,IED for Emissions Control operations,"Emissions Control, Station 17",2022-06-28,192.168.17.117,DNP3,170,,2025-06-13,2028-06-25
CGN-EMC-2465,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 6,Capacitor Bank Controller,2,High,ABB,ABB-CapacitorBankController-5490,SN-mk501ww3-W2Q10M,Capacitor Bank Controller for Emissions Control operations,"Emissions Control, Station 18",2019-01-19,192.168.17.118,Foundation Fieldbus,170,,2025-02-01,2028-03-30
CGN-EMC-2466,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 6,Voltage Transformer,2,High,Schneider,SCH-VoltageTransformer-6923,SN-mk501ww3-JZN7VA,Voltage Transformer for Emissions Control operations,"Emissions Control, Station 19",2018-10-25,192.168.17.119,Profibus,170,,2025-02-11,2027-11-05
CGN-EMC-2467,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 6,IED,1,High,Siemens,SIE-IED-1280,SN-mk501ww3-P3PKRD,IED for Emissions Control operations,"Emissions Control, Station 20",2021-08-25,192.168.17.120,Modbus TCP,170,,2025-01-23,2027-07-27
CGN-EMC-2468,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 7,Disconnect Switch,2,High,Schneider,SCH-DisconnectSwitch-9194,SN-mk501ww3-HH6PBK,Disconnect Switch for Emissions Control operations,"Emissions Control, Station 1",2020-05-18,192.168.17.121,Modbus,170,,2025-07-16,2028-08-08
CGN-EMC-2469,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 7,HMI,1,High,GE,GE-HMI-7132,SN-mk501ww3-5G2JS8,HMI for Emissions Control operations,"Emissions Control, Station 2",2017-06-18,192.168.17.122,Modbus TCP,170,,2025-01-15,2026-11-05
CGN-EMC-2470,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 7,Metering Unit,2,High,Toshiba,TOS-MeteringUnit-1372,SN-mk501ww3-B7B18W,Metering Unit for Emissions Control operations,"Emissions Control, Station 3",2023-02-08,192.168.17.123,Modbus,170,,2025-11-25,2026-11-05
CGN-EMC-2471,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 7,Voltage Transformer,2,High,Hitachi,HIT-VoltageTransformer-4267,SN-mk501ww3-3M5586,Voltage Transformer for Emissions Control operations,"Emissions Control, Station 4",2018-09-29,192.168.17.124,Profibus,170,,2025-04-08,2028-01-14
CGN-EMC-2472,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 7,SCADA RTU,1,High,SEL,SEL-SCADARTU-6662,SN-mk501ww3-6N103Q,SCADA RTU for Emissions Control operations,"Emissions Control, Station 5",2020-10-14,192.168.17.125,IEC 61850,170,,2025-04-10,2026-01-18
CGN-EMC-2473,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 7,Current Transformer,2,High,GE,GE-CurrentTransformer-2521,SN-mk501ww3-TKAJF2,Current Transformer for Emissions Control operations,"Emissions Control, Station 6",2021-04-19,192.168.17.126,Modbus,170,,2025-12-03,2028-04-25
CGN-EMC-2474,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 7,SCADA RTU,1,High,GE,GE-SCADARTU-9622,SN-mk501ww3-J18NUG,SCADA RTU for Emissions Control operations,"Emissions Control, Station 7",2025-07-09,192.168.17.127,Ethernet/IP,170,,2025-05-11,2027-12-22
CGN-EMC-2475,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 7,Environmental Sensor,2,High,Eaton,EAT-EnvironmentalSensor-2981,SN-mk501ww3-PJ3ZDJ,Environmental Sensor for Emissions Control operations,"Emissions Control, Station 8",2023-12-14,192.168.17.128,Foundation Fieldbus,170,,2025-10-27,2026-03-19
CGN-EMC-2476,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 7,EMS Server,1,High,Eaton,EAT-EMSServer-1020,SN-mk501ww3-037R2U,EMS Server for Emissions Control operations,"Emissions Control, Station 9",2018-06-17,192.168.17.129,Ethernet/IP,170,,2025-06-11,2027-05-22
CGN-EMC-2477,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 7,Voltage Transformer,2,High,Hitachi,HIT-VoltageTransformer-3643,SN-mk501ww3-G7RMFE,Voltage Transformer for Emissions Control operations,"Emissions Control, Station 10",2024-08-16,192.168.17.130,Foundation Fieldbus,170,,2025-01-20,2027-05-21
CGN-EMC-2478,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 7,Metering Unit,2,High,ABB,ABB-MeteringUnit-2257,SN-mk501ww3-CP4E8U,Metering Unit for Emissions Control operations,"Emissions Control, Station 11",2020-01-08,192.168.17.131,Profibus,170,,2025-04-19,2027-01-08
CGN-EMC-2479,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 7,Environmental Sensor,2,High,GE,GE-EnvironmentalSensor-9019,SN-mk501ww3-NSMZEL,Environmental Sensor for Emissions Control operations,"Emissions Control, Station 12",2021-03-25,192.168.17.132,Modbus,170,,2025-02-07,2026-10-05
CGN-EMC-2480,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 7,Environmental Sensor,2,High,Siemens,SIE-EnvironmentalSensor-3622,SN-mk501ww3-2H0J50,Environmental Sensor for Emissions Control operations,"Emissions Control, Station 13",2019-04-30,192.168.17.133,Modbus,170,,2025-04-07,2028-08-24
CGN-EMC-2481,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 7,Battery Monitor,2,High,Toshiba,TOS-BatteryMonitor-5657,SN-mk501ww3-X8SJPS,Battery Monitor for Emissions Control operations,"Emissions Control, Station 14",2023-07-23,192.168.17.134,Profibus,170,,2025-03-31,2026-09-28
CGN-EMC-2482,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 7,Protection Relay,1,High,Toshiba,TOS-ProtectionRelay-7639,SN-mk501ww3-VEQCRB,Protection Relay for Emissions Control operations,"Emissions Control, Station 15",2018-01-14,192.168.17.135,DNP3,170,,2025-04-16,2028-07-04
CGN-EMC-2483,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 7,Metering Unit,2,High,GE,GE-MeteringUnit-6402,SN-mk501ww4-HKNG31,Metering Unit for Emissions Control operations,"Emissions Control, Station 16",2018-12-23,192.168.17.136,Foundation Fieldbus,170,,2025-09-01,2028-11-20
CGN-EMC-2484,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 7,Circuit Breaker,2,High,Schneider,SCH-CircuitBreaker-7967,SN-mk501ww4-ZPACAE,Circuit Breaker for Emissions Control operations,"Emissions Control, Station 17",2022-11-08,192.168.17.137,HART,170,,2025-03-26,2029-01-01
CGN-EMC-2485,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 7,EMS Server,1,High,ABB,ABB-EMSServer-8429,SN-mk501ww4-23KG8O,EMS Server for Emissions Control operations,"Emissions Control, Station 18",2020-01-02,192.168.17.138,IEC 61850,170,,2025-05-18,2026-11-28
CGN-EMC-2486,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 7,HMI,1,High,Siemens,SIE-HMI-4207,SN-mk501ww4-VKJ0HJ,HMI for Emissions Control operations,"Emissions Control, Station 19",2021-01-18,192.168.17.139,Ethernet/IP,170,,2025-04-15,2026-09-18
CGN-EMC-2487,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 7,Battery Monitor,2,High,SEL,SEL-BatteryMonitor-1107,SN-mk501ww4-HD4OGE,Battery Monitor for Emissions Control operations,"Emissions Control, Station 20",2022-08-09,192.168.17.140,HART,170,,2025-03-17,2027-03-27
CGN-EMC-2488,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 8,Manual Indicator,3,High,GE,GE-ManualIndicator-4672,SN-mk501ww4-Q66RRA,Manual Indicator for Emissions Control operations,"Emissions Control, Station 1",2019-02-17,,,170,,2025-12-19,2027-05-04
CGN-EMC-2489,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 8,HMI,1,High,ABB,ABB-HMI-5225,SN-mk501ww4-SA5AKM,HMI for Emissions Control operations,"Emissions Control, Station 2",2025-10-25,192.168.17.142,DNP3,170,,2025-02-02,2026-06-08
CGN-EMC-2490,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 8,Circuit Breaker,2,High,Siemens,SIE-CircuitBreaker-6821,SN-mk501ww4-0OF5W4,Circuit Breaker for Emissions Control operations,"Emissions Control, Station 3",2016-03-13,192.168.17.143,Profibus,170,,2025-02-10,2026-09-29
CGN-EMC-2491,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 8,Protection Relay,1,High,GE,GE-ProtectionRelay-3846,SN-mk501ww4-VXRR09,Protection Relay for Emissions Control operations,"Emissions Control, Station 4",2025-08-09,192.168.17.144,Modbus TCP,170,,2025-09-18,2026-04-23
CGN-EMC-2492,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 8,HMI,1,High,Eaton,EAT-HMI-8463,SN-mk501ww4-JRFKGE,HMI for Emissions Control operations,"Emissions Control, Station 5",2017-09-29,192.168.17.145,Ethernet/IP,170,,2025-12-14,2026-06-18
CGN-EMC-2493,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 8,Metering Unit,2,High,Hitachi,HIT-MeteringUnit-4658,SN-mk501ww4-AWYSUJ,Metering Unit for Emissions Control operations,"Emissions Control, Station 6",2023-01-28,192.168.17.146,HART,170,,2025-04-22,2028-08-22
CGN-EMC-2494,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 8,Circuit Breaker,2,High,Eaton,EAT-CircuitBreaker-9119,SN-mk501ww4-1P96JQ,Circuit Breaker for Emissions Control operations,"Emissions Control, Station 7",2020-06-26,192.168.17.147,Modbus,170,,2025-06-14,2027-02-01
CGN-EMC-2495,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 8,Protection Relay,1,High,Hitachi,HIT-ProtectionRelay-4344,SN-mk501ww4-C9XPBE,Protection Relay for Emissions Control operations,"Emissions Control, Station 8",2019-06-08,192.168.17.148,Ethernet/IP,170,,2025-05-30,2027-11-03
CGN-EMC-2496,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 8,Current Transformer,2,High,ABB,ABB-CurrentTransformer-4714,SN-mk501ww4-ZS1IP2,Current Transformer for Emissions Control operations,"Emissions Control, Station 9",2016-01-23,192.168.17.149,Profibus,170,,2025-06-02,2028-08-23
CGN-EMC-2497,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 8,IED,1,High,ABB,ABB-IED-5128,SN-mk501ww4-IA14ME,IED for Emissions Control operations,"Emissions Control, Station 10",2023-06-19,192.168.17.150,Modbus TCP,170,,2025-08-19,2026-08-13
CGN-EMC-2498,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 8,EMS Server,1,High,ABB,ABB-EMSServer-2026,SN-mk501ww4-ZS9HNL,EMS Server for Emissions Control operations,"Emissions Control, Station 11",2023-11-22,192.168.17.151,IEC 61850,170,,2025-08-26,2026-04-25
CGN-EMC-2499,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 8,Manual Indicator,3,High,SEL,SEL-ManualIndicator-9599,SN-mk501ww4-CH7UKE,Manual Indicator for Emissions Control operations,"Emissions Control, Station 12",2017-11-04,,,170,,2025-05-05,2027-07-01
CGN-EMC-2500,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 8,Voltage Transformer,2,High,Hitachi,HIT-VoltageTransformer-5630,SN-mk501ww4-WQ40NG,Voltage Transformer for Emissions Control operations,"Emissions Control, Station 13",2023-12-15,192.168.17.153,HART,170,,2025-02-03,2027-09-27
CGN-EMC-2501,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 8,Voltage Transformer,2,High,Eaton,EAT-VoltageTransformer-8082,SN-mk501ww4-GPS0LK,Voltage Transformer for Emissions Control operations,"Emissions Control, Station 14",2016-01-12,192.168.17.154,Profibus,170,,2025-11-30,2028-05-24
CGN-EMC-2502,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 8,Current Transformer,2,High,Eaton,EAT-CurrentTransformer-5624,SN-mk501ww4-JZFB7A,Current Transformer for Emissions Control operations,"Emissions Control, Station 15",2020-12-02,192.168.17.155,Profibus,170,,2025-09-03,2028-03-01
CGN-EMC-2503,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 8,Metering Unit,2,High,Schneider,SCH-MeteringUnit-5674,SN-mk501ww4-0ZT8R6,Metering Unit for Emissions Control operations,"Emissions Control, Station 16",2020-04-14,192.168.17.156,HART,170,,2025-08-16,2028-09-01
CGN-EMC-2504,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 8,Current Transformer,2,High,ABB,ABB-CurrentTransformer-4284,SN-mk501ww4-IN6B9D,Current Transformer for Emissions Control operations,"Emissions Control, Station 17",2021-05-14,192.168.17.157,Modbus,170,,2025-04-27,2027-04-19
CGN-EMC-2505,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 8,Disconnect Switch,2,High,Schneider,SCH-DisconnectSwitch-3067,SN-mk501ww4-JZ79BF,Disconnect Switch for Emissions Control operations,"Emissions Control, Station 18",2024-01-29,192.168.17.158,Foundation Fieldbus,170,,2025-02-21,2026-04-08
CGN-EMC-2506,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 8,Phasor Measurement Unit,1,High,Eaton,EAT-PhasorMeasurementUnit-2135,SN-mk501ww4-D01CGB,Phasor Measurement Unit for Emissions Control operations,"Emissions Control, Station 19",2017-09-20,192.168.17.159,IEC 61850,170,,2025-06-29,2027-08-07
CGN-EMC-2507,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 8,IED,1,High,Toshiba,TOS-IED-7514,SN-mk501ww4-DYMI4D,IED for Emissions Control operations,"Emissions Control, Station 20",2018-01-13,192.168.17.160,Modbus TCP,170,,2025-06-08,2026-07-04
CGN-EMC-2508,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 9,Voltage Transformer,2,High,Schneider,SCH-VoltageTransformer-7713,SN-mk501ww4-ISCHRT,Voltage Transformer for Emissions Control operations,"Emissions Control, Station 1",2019-03-04,192.168.17.161,Modbus,170,,2025-03-12,2026-03-02
CGN-EMC-2509,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 9,Metering Unit,2,High,SEL,SEL-MeteringUnit-1761,SN-mk501ww4-V09TWT,Metering Unit for Emissions Control operations,"Emissions Control, Station 2",2020-08-12,192.168.17.162,Profibus,170,,2025-06-29,2026-11-14
CGN-EMC-2510,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 9,Protection Relay,1,High,Siemens,SIE-ProtectionRelay-6115,SN-mk501ww4-YFX0GS,Protection Relay for Emissions Control operations,"Emissions Control, Station 3",2024-10-03,192.168.17.163,OPC UA,170,,2025-08-01,2026-06-02
CGN-EMC-2511,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 9,SCADA RTU,1,High,SEL,SEL-SCADARTU-9279,SN-mk501ww4-QRB6YG,SCADA RTU for Emissions Control operations,"Emissions Control, Station 4",2025-02-03,192.168.17.164,Modbus TCP,170,,2025-12-15,2026-07-17
CGN-EMC-2512,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 9,Environmental Sensor,2,High,Schneider,SCH-EnvironmentalSensor-4003,SN-mk501ww4-ZNM2Q8,Environmental Sensor for Emissions Control operations,"Emissions Control, Station 5",2022-11-16,192.168.17.165,Modbus,170,,2025-08-18,2028-01-20
CGN-EMC-2513,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 9,IED,1,High,Schneider,SCH-IED-2462,SN-mk501ww4-9EXYTU,IED for Emissions Control operations,"Emissions Control, Station 6",2018-01-05,192.168.17.166,OPC UA,170,,2025-07-09,2026-02-23
CGN-EMC-2514,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 9,Protection Relay,1,High,ABB,ABB-ProtectionRelay-8915,SN-mk501ww4-WJPYDB,Protection Relay for Emissions Control operations,"Emissions Control, Station 7",2019-11-02,192.168.17.167,OPC UA,170,,2025-11-03,2027-10-20
CGN-EMC-2515,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 9,Environmental Sensor,2,High,Toshiba,TOS-EnvironmentalSensor-7064,SN-mk501ww4-T0LUV1,Environmental Sensor for Emissions Control operations,"Emissions Control, Station 8",2025-02-20,192.168.17.168,HART,170,,2025-12-17,2028-12-16
CGN-EMC-2516,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 9,Environmental Sensor,2,High,Siemens,SIE-EnvironmentalSensor-2417,SN-mk501ww4-TWLPU7,Environmental Sensor for Emissions Control operations,"Emissions Control, Station 9",2019-09-12,192.168.17.169,HART,170,,2025-04-16,2027-04-28
CGN-EMC-2517,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 9,Environmental Sensor,2,High,Hitachi,HIT-EnvironmentalSensor-1303,SN-mk501ww4-S6VT9P,Environmental Sensor for Emissions Control operations,"Emissions Control, Station 10",2020-04-01,192.168.17.170,Foundation Fieldbus,170,,2025-06-26,2027-02-05
CGN-EMC-2518,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 9,Circuit Breaker,2,High,GE,GE-CircuitBreaker-7388,SN-mk501ww4-NUU32U,Circuit Breaker for Emissions Control operations,"Emissions Control, Station 11",2018-05-14,192.168.17.171,Profibus,170,,2025-07-31,2028-02-16
CGN-EMC-2519,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 9,Voltage Transformer,2,High,Eaton,EAT-VoltageTransformer-3811,SN-mk501ww4-Z52N8Y,Voltage Transformer for Emissions Control operations,"Emissions Control, Station 12",2016-08-02,192.168.17.172,Foundation Fieldbus,170,,2025-06-14,2028-04-12
CGN-EMC-2520,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 9,Phasor Measurement Unit,1,High,GE,GE-PhasorMeasurementUnit-2528,SN-mk501ww4-1DRJM8,Phasor Measurement Unit for Emissions Control operations,"Emissions Control, Station 13",2018-12-14,192.168.17.173,Modbus TCP,170,,2025-02-28,2026-09-13
CGN-EMC-2521,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 9,Voltage Transformer,2,High,Toshiba,TOS-VoltageTransformer-3980,SN-mk501ww4-T7423G,Voltage Transformer for Emissions Control operations,"Emissions Control, Station 14",2024-09-27,192.168.17.174,Modbus,170,,2025-02-19,2028-04-19
CGN-EMC-2522,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 9,IED,1,High,Siemens,SIE-IED-9169,SN-mk501ww4-CJ0G1T,IED for Emissions Control operations,"Emissions Control, Station 15",2023-05-30,192.168.17.175,IEC 61850,170,,2025-11-08,2028-11-25
CGN-EMC-2523,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 9,Manual Indicator,3,High,ABB,ABB-ManualIndicator-3262,SN-mk501ww4-2LD6RP,Manual Indicator for Emissions Control operations,"Emissions Control, Station 16",2021-06-21,,,170,,2025-07-21,2027-07-04
CGN-EMC-2524,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 9,IED,1,High,GE,GE-IED-1212,SN-mk501ww4-GAGHUX,IED for Emissions Control operations,"Emissions Control, Station 17",2023-08-27,192.168.17.177,Modbus TCP,170,,2025-02-20,2027-04-28
CGN-EMC-2525,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 9,Metering Unit,2,High,Siemens,SIE-MeteringUnit-6276,SN-mk501ww4-BV01NV,Metering Unit for Emissions Control operations,"Emissions Control, Station 18",2016-04-02,192.168.17.178,Profibus,170,,2025-08-21,2028-10-14
CGN-EMC-2526,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 9,Current Transformer,2,High,Schneider,SCH-CurrentTransformer-2995,SN-mk501ww4-Z89TJE,Current Transformer for Emissions Control operations,"Emissions Control, Station 19",2024-10-29,192.168.17.179,HART,170,,2025-07-19,2028-08-04
CGN-EMC-2527,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 9,SCADA RTU,1,High,GE,GE-SCADARTU-6707,SN-mk501ww4-GNGVST,SCADA RTU for Emissions Control operations,"Emissions Control, Station 20",2023-11-23,192.168.17.180,Modbus TCP,170,,2025-08-19,2028-07-26
CGN-EMC-2528,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 10,Battery Monitor,2,High,Siemens,SIE-BatteryMonitor-3112,SN-mk501ww4-R47LAS,Battery Monitor for Emissions Control operations,"Emissions Control, Station 1",2018-01-07,192.168.17.181,Profibus,170,,2025-03-18,2028-01-26
CGN-EMC-2529,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 10,Current Transformer,2,High,Hitachi,HIT-CurrentTransformer-8285,SN-mk501ww4-T6F5YW,Current Transformer for Emissions Control operations,"Emissions Control, Station 2",2019-08-20,192.168.17.182,Modbus,170,,2025-07-21,2026-04-29
CGN-EMC-2530,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 10,Disconnect Switch,2,High,SEL,SEL-DisconnectSwitch-6707,SN-mk501ww4-CCC931,Disconnect Switch for Emissions Control operations,"Emissions Control, Station 3",2016-07-23,192.168.17.183,HART,170,,2025-06-18,2026-02-13
CGN-EMC-2531,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 10,Current Transformer,2,High,Siemens,SIE-CurrentTransformer-1445,SN-mk501ww4-03Q8XB,Current Transformer for Emissions Control operations,"Emissions Control, Station 4",2018-06-17,192.168.17.184,Foundation Fieldbus,170,,2025-04-19,2027-02-04
CGN-EMC-2532,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 10,Voltage Transformer,2,High,Hitachi,HIT-VoltageTransformer-9460,SN-mk501ww4-GFBFZ3,Voltage Transformer for Emissions Control operations,"Emissions Control, Station 5",2021-11-03,192.168.17.185,Foundation Fieldbus,170,,2025-02-16,2026-07-03
CGN-EMC-2533,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 10,SCADA RTU,1,High,Schneider,SCH-SCADARTU-1082,SN-mk501ww4-5IFY0A,SCADA RTU for Emissions Control operations,"Emissions Control, Station 6",2018-01-19,192.168.17.186,Ethernet/IP,170,,2025-08-22,2026-05-20
CGN-EMC-2534,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 10,Current Transformer,2,High,GE,GE-CurrentTransformer-2548,SN-mk501ww5-0B7V2A,Current Transformer for Emissions Control operations,"Emissions Control, Station 7",2023-01-12,192.168.17.187,Foundation Fieldbus,170,,2025-07-09,2026-02-02
CGN-EMC-2535,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 10,Environmental Sensor,2,High,Schneider,SCH-EnvironmentalSensor-2065,SN-mk501ww5-F08697,Environmental Sensor for Emissions Control operations,"Emissions Control, Station 8",2023-12-23,192.168.17.188,Foundation Fieldbus,170,,2025-10-19,2028-08-16
CGN-EMC-2536,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 10,Battery Monitor,2,High,Eaton,EAT-BatteryMonitor-6268,SN-mk501ww5-XXGWRP,Battery Monitor for Emissions Control operations,"Emissions Control, Station 9",2024-05-19,192.168.17.189,HART,170,,2025-09-28,2026-03-27
CGN-EMC-2537,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 10,Battery Monitor,2,High,SEL,SEL-BatteryMonitor-5430,SN-mk501ww5-DCG9IW,Battery Monitor for Emissions Control operations,"Emissions Control, Station 10",2016-08-26,192.168.17.190,Foundation Fieldbus,170,,2025-02-16,2027-07-30
CGN-EMC-2538,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 10,Tap Changer Controller,2,High,GE,GE-TapChangerController-6787,SN-mk501ww5-S6PKGC,Tap Changer Controller for Emissions Control operations,"Emissions Control, Station 11",2016-12-21,192.168.17.191,HART,170,,2025-03-25,2028-11-08
CGN-EMC-2539,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 10,IED,1,High,Eaton,EAT-IED-9462,SN-mk501ww5-2F5X14,IED for Emissions Control operations,"Emissions Control, Station 12",2023-08-04,192.168.17.192,IEC 61850,170,,2025-03-06,2027-02-26
CGN-EMC-2540,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 10,Protection Relay,1,High,Siemens,SIE-ProtectionRelay-5313,SN-mk501ww5-BJA9X9,Protection Relay for Emissions Control operations,"Emissions Control, Station 13",2023-06-13,192.168.17.193,DNP3,170,,2025-05-28,2027-09-05
CGN-EMC-2541,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 10,Battery Monitor,2,High,Siemens,SIE-BatteryMonitor-5755,SN-mk501ww5-RO66JB,Battery Monitor for Emissions Control operations,"Emissions Control, Station 14",2021-08-26,192.168.17.194,HART,170,,2025-02-12,2027-10-15
CGN-EMC-2542,Central Generation,CGN,Emissions Control,EMC,Emissions Control - Zone 10,Circuit Breaker,2,High,Siemens,SIE-CircuitBreaker-9937,SN-mk501ww5-JFYZ7E,Circuit Breaker for Emissions Control operations,"Emissions Control, Station 15",2020-03-22,192.168.17.195,HART,170,,2025-07-17,2028-06-14
