tag_id,plant,unit,instrument_type,criticality,description,manufacturer,model,location,gmp_critical,fda21cfr11,batch_tracking
"UTI-018","Boston Pharma","Utilities","Temperature Controller","High","Temperature Controller for Utilities operations","Honeywell","TemperatureController-3956","Utilities - Batch 8","false","true","false"
"UTI-019","Boston Pharma","Utilities","Temperature Controller","High","Temperature Controller for Utilities operations","Honeywell","TemperatureController-2080","Utilities - Batch 9","false","true","false"
"UTI-020","Boston Pharma","Utilities","HMI","High","HMI for Utilities operations","Emerson","HMI-5518","Utilities - Batch 4","false","true","false"
"UTI-021","Boston Pharma","Utilities","MES","High","MES for Utilities operations","Schneider","MES-9966","Utilities - Batch 5","false","true","false"
"UTI-022","Boston Pharma","Utilities","Safety PLC","High","Safety PLC for Utilities operations","Siemens","SafetyPLC-9282","Utilities - Batch 6","false","true","false"
"UTI-023","Boston Pharma","Utilities","Temperature Controller","High","Temperature Controller for Utilities operations","Honeywell","TemperatureController-4146","Utilities - Batch 10","false","true","false"
"WAR-001","Boston Pharma","Warehouse","Safety PLC","Medium","Safety PLC for Warehouse operations","Siemens","SafetyPLC-1919","Warehouse - Batch 4","false","true","false"
"WAR-002","Boston Pharma","Warehouse","HMI","Medium","HMI for Warehouse operations","Rockwell","HMI-7375","Warehouse - Batch 8","false","true","false"
"WAR-003","Boston Pharma","Warehouse","Batch Controller","Medium","Batch Controller for Warehouse operations","Emerson","BatchController-1562","Warehouse - Batch 10","false","true","false"
"WAR-004","Boston Pharma","Warehouse","MES","Medium","MES for Warehouse operations","Emerson","MES-5170","Warehouse - Batch 5","false","true","false"
"WAR-005","Boston Pharma","Warehouse","Temperature Controller","Medium","Temperature Controller for Warehouse operations","Rockwell","TemperatureController-3355","Warehouse - Batch 7","false","true","false"
"WAR-006","Boston Pharma","Warehouse","HMI","Medium","HMI for Warehouse operations","Honeywell","HMI-8270","Warehouse - Batch 6","false","true","false"
"WAR-007","Boston Pharma","Warehouse","Batch Controller","Medium","Batch Controller for Warehouse operations","Schneider","BatchController-6768","Warehouse - Batch 7","false","true","false"
"WAR-008","Boston Pharma","Warehouse","Safety PLC","Medium","Safety PLC for Warehouse operations","Rockwell","SafetyPLC-1277","Warehouse - Batch 6","false","true","false"
"WAR-009","Boston Pharma","Warehouse","MES","Medium","MES for Warehouse operations","Siemens","MES-4037","Warehouse - Batch 4","false","true","false"
"WAR-010","Boston Pharma","Warehouse","HMI","Medium","HMI for Warehouse operations","Honeywell","HMI-4323","Warehouse - Batch 3","false","true","false"
"WAR-011","Boston Pharma","Warehouse","Temperature Controller","Medium","Temperature Controller for Warehouse operations","Rockwell","TemperatureController-3187","Warehouse - Batch 8","false","true","false"
"WAR-012","Boston Pharma","Warehouse","MES","Medium","MES for Warehouse operations","Rockwell","MES-7038","Warehouse - Batch 2","false","true","false"
"WAR-013","Boston Pharma","Warehouse","Environmental Monitor","Medium","Environmental Monitor for Warehouse operations","Schneider","EnvironmentalMonitor-4767","Warehouse - Batch 5","false","true","false"
"WAR-014","Boston Pharma","Warehouse","LIMS","Medium","LIMS for Warehouse operations","Schneider","LIMS-3787","Warehouse - Batch 1","false","true","false"
"WAR-015","Boston Pharma","Warehouse","Temperature Controller","Medium","Temperature Controller for Warehouse operations","Rockwell","TemperatureController-6945","Warehouse - Batch 4","false","true","false"
"WAR-016","Boston Pharma","Warehouse","PLC","Medium","PLC for Warehouse operations","Schneider","PLC-8176","Warehouse - Batch 6","false","true","false"
"WAR-017","Boston Pharma","Warehouse","PLC","Medium","PLC for Warehouse operations","Honeywell","PLC-4190","Warehouse - Batch 1","false","true","false"
"WAR-018","Boston Pharma","Warehouse","Temperature Controller","Medium","Temperature Controller for Warehouse operations","Siemens","TemperatureController-3862","Warehouse - Batch 2","false","true","false"
"WAR-019","Boston Pharma","Warehouse","MES","Medium","MES for Warehouse operations","Schneider","MES-9479","Warehouse - Batch 1","false","true","false"
"WAR-020","Boston Pharma","Warehouse","LIMS","Medium","LIMS for Warehouse operations","Schneider","LIMS-1778","Warehouse - Batch 1","false","true","false"
"WAR-021","Boston Pharma","Warehouse","Temperature Controller","Medium","Temperature Controller for Warehouse operations","Emerson","TemperatureController-8870","Warehouse - Batch 9","false","true","false"
"WAR-022","Boston Pharma","Warehouse","Serialization System","Medium","Serialization System for Warehouse operations","Siemens","SerializationSystem-6140","Warehouse - Batch 3","false","true","false"
"WAR-023","Boston Pharma","Warehouse","Safety PLC","Medium","Safety PLC for Warehouse operations","Schneider","SafetyPLC-8883","Warehouse - Batch 4","false","true","false"
"WAR-024","Boston Pharma","Warehouse","Safety PLC","Medium","Safety PLC for Warehouse operations","Rockwell","SafetyPLC-7416","Warehouse - Batch 5","false","true","false"
"WAR-025","Boston Pharma","Warehouse","Temperature Controller","Medium","Temperature Controller for Warehouse operations","Rockwell","TemperatureController-4710","Warehouse - Batch 7","false","true","false"
"WAR-026","Boston Pharma","Warehouse","PLC","Medium","PLC for Warehouse operations","Siemens","PLC-6326","Warehouse - Batch 5","false","true","false"
"WAR-027","Boston Pharma","Warehouse","LIMS","Medium","LIMS for Warehouse operations","Emerson","LIMS-7991","Warehouse - Batch 1","false","true","false"
"WAR-028","Boston Pharma","Warehouse","Safety PLC","Medium","Safety PLC for Warehouse operations","Emerson","SafetyPLC-9985","Warehouse - Batch 3","false","true","false"
"WAR-029","Boston Pharma","Warehouse","Serialization System","Medium","Serialization System for Warehouse operations","Rockwell","SerializationSystem-4253","Warehouse - Batch 3","false","true","false"
"WAR-030","Boston Pharma","Warehouse","SCADA","Medium","SCADA for Warehouse operations","Emerson","SCADA-9274","Warehouse - Batch 3","false","true","false"
"WAR-031","Boston Pharma","Warehouse","LIMS","Medium","LIMS for Warehouse operations","Schneider","LIMS-5571","Warehouse - Batch 1","false","true","false"
"WAR-032","Boston Pharma","Warehouse","MES","Medium","MES for Warehouse operations","Rockwell","MES-9972","Warehouse - Batch 1","false","true","false"
"WAR-033","Boston Pharma","Warehouse","Safety PLC","Medium","Safety PLC for Warehouse operations","Siemens","SafetyPLC-2388","Warehouse - Batch 2","false","true","false"
"WAR-034","Boston Pharma","Warehouse","HMI","Medium","HMI for Warehouse operations","Siemens","HMI-3594","Warehouse - Batch 6","false","true","false"
"WAR-035","Boston Pharma","Warehouse","PLC","Medium","PLC for Warehouse operations","Emerson","PLC-1021","Warehouse - Batch 5","false","true","false"
"WAR-036","Boston Pharma","Warehouse","HMI","Medium","HMI for Warehouse operations","Rockwell","HMI-7434","Warehouse - Batch 9","false","true","false"
"WAR-037","Boston Pharma","Warehouse","HMI","Medium","HMI for Warehouse operations","Siemens","HMI-5960","Warehouse - Batch 6","false","true","false"
"WAR-038","Boston Pharma","Warehouse","SCADA","Medium","SCADA for Warehouse operations","Honeywell","SCADA-5230","Warehouse - Batch 3","false","true","false"
"WAR-039","Boston Pharma","Warehouse","MES","Medium","MES for Warehouse operations","Rockwell","MES-6212","Warehouse - Batch 1","false","true","false"
"WAR-040","Boston Pharma","Warehouse","PLC","Medium","PLC for Warehouse operations","Rockwell","PLC-2575","Warehouse - Batch 9","false","true","false"
"WAR-041","Boston Pharma","Warehouse","Batch Controller","Medium","Batch Controller for Warehouse operations","Schneider","BatchController-6231","Warehouse - Batch 5","false","true","false"
"WAR-042","Boston Pharma","Warehouse","SCADA","Medium","SCADA for Warehouse operations","Siemens","SCADA-7072","Warehouse - Batch 9","false","true","false"
"WAR-043","Boston Pharma","Warehouse","Batch Controller","Medium","Batch Controller for Warehouse operations","Schneider","BatchController-4028","Warehouse - Batch 8","false","true","false"
"WAR-044","Boston Pharma","Warehouse","Environmental Monitor","Medium","Environmental Monitor for Warehouse operations","Honeywell","EnvironmentalMonitor-4034","Warehouse - Batch 5","false","true","false"
"WAR-045","Boston Pharma","Warehouse","Environmental Monitor","Medium","Environmental Monitor for Warehouse operations","Siemens","EnvironmentalMonitor-9306","Warehouse - Batch 5","false","true","false"
"WAR-046","Boston Pharma","Warehouse","Serialization System","Medium","Serialization System for Warehouse operations","Emerson","SerializationSystem-5812","Warehouse - Batch 3","false","true","false"
"WAR-047","Boston Pharma","Warehouse","PLC","Medium","PLC for Warehouse operations","Emerson","PLC-2776","Warehouse - Batch 10","false","true","false"
"WAR-048","Boston Pharma","Warehouse","PLC","Medium","PLC for Warehouse operations","Rockwell","PLC-7498","Warehouse - Batch 4","false","true","false"
"API-001","San Diego Biotech","API Manufacturing","Environmental Monitor","Critical","Environmental Monitor for API Manufacturing operations","Emerson","EnvironmentalMonitor-3490","API Manufacturing - Batch 9","true","true","true"
"API-002","San Diego Biotech","API Manufacturing","PLC","Critical","PLC for API Manufacturing operations","Emerson","PLC-9933","API Manufacturing - Batch 1","true","true","true"
"API-003","San Diego Biotech","API Manufacturing","Environmental Monitor","Critical","Environmental Monitor for API Manufacturing operations","Emerson","EnvironmentalMonitor-6544","API Manufacturing - Batch 6","true","true","true"
"API-004","San Diego Biotech","API Manufacturing","Environmental Monitor","Critical","Environmental Monitor for API Manufacturing operations","Rockwell","EnvironmentalMonitor-5771","API Manufacturing - Batch 6","true","true","true"
"API-005","San Diego Biotech","API Manufacturing","MES","Critical","MES for API Manufacturing operations","Siemens","MES-7271","API Manufacturing - Batch 9","true","true","true"
"API-006","San Diego Biotech","API Manufacturing","Batch Controller","Critical","Batch Controller for API Manufacturing operations","Schneider","BatchController-2625","API Manufacturing - Batch 3","true","true","true"
"API-007","San Diego Biotech","API Manufacturing","Safety PLC","Critical","Safety PLC for API Manufacturing operations","Siemens","SafetyPLC-6673","API Manufacturing - Batch 10","true","true","true"
"API-008","San Diego Biotech","API Manufacturing","PLC","Critical","PLC for API Manufacturing operations","Emerson","PLC-8088","API Manufacturing - Batch 8","true","true","true"
"API-009","San Diego Biotech","API Manufacturing","HMI","Critical","HMI for API Manufacturing operations","Emerson","HMI-5791","API Manufacturing - Batch 9","true","true","true"
"API-010","San Diego Biotech","API Manufacturing","LIMS","Critical","LIMS for API Manufacturing operations","Rockwell","LIMS-8872","API Manufacturing - Batch 7","true","true","true"
"API-011","San Diego Biotech","API Manufacturing","Environmental Monitor","Critical","Environmental Monitor for API Manufacturing operations","Schneider","EnvironmentalMonitor-1261","API Manufacturing - Batch 6","true","true","true"
"API-012","San Diego Biotech","API Manufacturing","MES","Critical","MES for API Manufacturing operations","Rockwell","MES-5219","API Manufacturing - Batch 9","true","true","true"
"API-013","San Diego Biotech","API Manufacturing","LIMS","Critical","LIMS for API Manufacturing operations","Schneider","LIMS-7824","API Manufacturing - Batch 5","true","true","true"
"API-014","San Diego Biotech","API Manufacturing","HMI","Critical","HMI for API Manufacturing operations","Emerson","HMI-3178","API Manufacturing - Batch 9","true","true","true"
"API-015","San Diego Biotech","API Manufacturing","Safety PLC","Critical","Safety PLC for API Manufacturing operations","Emerson","SafetyPLC-3135","API Manufacturing - Batch 7","true","true","true"
"API-016","San Diego Biotech","API Manufacturing","LIMS","Critical","LIMS for API Manufacturing operations","Rockwell","LIMS-4774","API Manufacturing - Batch 9","true","true","true"
"API-017","San Diego Biotech","API Manufacturing","LIMS","Critical","LIMS for API Manufacturing operations","Honeywell","LIMS-7057","API Manufacturing - Batch 4","true","true","true"
"API-018","San Diego Biotech","API Manufacturing","Serialization System","Critical","Serialization System for API Manufacturing operations","Rockwell","SerializationSystem-8482","API Manufacturing - Batch 10","true","true","true"
"API-019","San Diego Biotech","API Manufacturing","SCADA","Critical","SCADA for API Manufacturing operations","Honeywell","SCADA-6874","API Manufacturing - Batch 10","true","true","true"
"API-020","San Diego Biotech","API Manufacturing","Temperature Controller","Critical","Temperature Controller for API Manufacturing operations","Emerson","TemperatureController-4491","API Manufacturing - Batch 8","true","true","true"
"API-021","San Diego Biotech","API Manufacturing","Temperature Controller","Critical","Temperature Controller for API Manufacturing operations","Honeywell","TemperatureController-9133","API Manufacturing - Batch 10","true","true","true"
"API-022","San Diego Biotech","API Manufacturing","Temperature Controller","Critical","Temperature Controller for API Manufacturing operations","Schneider","TemperatureController-5498","API Manufacturing - Batch 7","true","true","true"
"API-023","San Diego Biotech","API Manufacturing","MES","Critical","MES for API Manufacturing operations","Honeywell","MES-8225","API Manufacturing - Batch 5","true","true","true"
"API-024","San Diego Biotech","API Manufacturing","MES","Critical","MES for API Manufacturing operations","Honeywell","MES-3032","API Manufacturing - Batch 2","true","true","true"
"API-025","San Diego Biotech","API Manufacturing","Environmental Monitor","Critical","Environmental Monitor for API Manufacturing operations","Schneider","EnvironmentalMonitor-8003","API Manufacturing - Batch 6","true","true","true"
"API-026","San Diego Biotech","API Manufacturing","LIMS","Critical","LIMS for API Manufacturing operations","Emerson","LIMS-1716","API Manufacturing - Batch 8","true","true","true"
"API-027","San Diego Biotech","API Manufacturing","Safety PLC","Critical","Safety PLC for API Manufacturing operations","Schneider","SafetyPLC-5289","API Manufacturing - Batch 7","true","true","true"
"API-028","San Diego Biotech","API Manufacturing","LIMS","Critical","LIMS for API Manufacturing operations","Rockwell","LIMS-6773","API Manufacturing - Batch 9","true","true","true"
"API-029","San Diego Biotech","API Manufacturing","Serialization System","Critical","Serialization System for API Manufacturing operations","Emerson","SerializationSystem-8469","API Manufacturing - Batch 10","true","true","true"
"API-030","San Diego Biotech","API Manufacturing","LIMS","Critical","LIMS for API Manufacturing operations","Honeywell","LIMS-3928","API Manufacturing - Batch 2","true","true","true"
"API-031","San Diego Biotech","API Manufacturing","Safety PLC","Critical","Safety PLC for API Manufacturing operations","Emerson","SafetyPLC-5735","API Manufacturing - Batch 4","true","true","true"
"API-032","San Diego Biotech","API Manufacturing","HMI","Critical","HMI for API Manufacturing operations","Siemens","HMI-2896","API Manufacturing - Batch 1","true","true","true"
"API-033","San Diego Biotech","API Manufacturing","Environmental Monitor","Critical","Environmental Monitor for API Manufacturing operations","Honeywell","EnvironmentalMonitor-9347","API Manufacturing - Batch 10","true","true","true"
"API-034","San Diego Biotech","API Manufacturing","PLC","Critical","PLC for API Manufacturing operations","Honeywell","PLC-8825","API Manufacturing - Batch 6","true","true","true"
"API-035","San Diego Biotech","API Manufacturing","LIMS","Critical","LIMS for API Manufacturing operations","Emerson","LIMS-1442","API Manufacturing - Batch 5","true","true","true"
"API-036","San Diego Biotech","API Manufacturing","SCADA","Critical","SCADA for API Manufacturing operations","Honeywell","SCADA-7295","API Manufacturing - Batch 3","true","true","true"
"API-037","San Diego Biotech","API Manufacturing","Environmental Monitor","Critical","Environmental Monitor for API Manufacturing operations","Schneider","EnvironmentalMonitor-7912","API Manufacturing - Batch 6","true","true","true"
"API-038","San Diego Biotech","API Manufacturing","SCADA","Critical","SCADA for API Manufacturing operations","Emerson","SCADA-7113","API Manufacturing - Batch 7","true","true","true"
"API-039","San Diego Biotech","API Manufacturing","Serialization System","Critical","Serialization System for API Manufacturing operations","Siemens","SerializationSystem-7423","API Manufacturing - Batch 9","true","true","true"
"API-040","San Diego Biotech","API Manufacturing","SCADA","Critical","SCADA for API Manufacturing operations","Emerson","SCADA-8622","API Manufacturing - Batch 7","true","true","true"
"API-041","San Diego Biotech","API Manufacturing","LIMS","Critical","LIMS for API Manufacturing operations","Siemens","LIMS-5742","API Manufacturing - Batch 2","true","true","true"
"API-042","San Diego Biotech","API Manufacturing","Safety PLC","Critical","Safety PLC for API Manufacturing operations","Emerson","SafetyPLC-2601","API Manufacturing - Batch 2","true","true","true"
"FOR-001","San Diego Biotech","Formulation","Serialization System","Critical","Serialization System for Formulation operations","Schneider","SerializationSystem-5506","Formulation - Batch 6","true","true","true"
"FOR-002","San Diego Biotech","Formulation","Safety PLC","Critical","Safety PLC for Formulation operations","Schneider","SafetyPLC-4026","Formulation - Batch 5","true","true","true"
"FOR-003","San Diego Biotech","Formulation","SCADA","Critical","SCADA for Formulation operations","Schneider","SCADA-1422","Formulation - Batch 1","true","true","true"
"FOR-004","San Diego Biotech","Formulation","LIMS","Critical","LIMS for Formulation operations","Rockwell","LIMS-3049","Formulation - Batch 6","true","true","true"
"FOR-005","San Diego Biotech","Formulation","Serialization System","Critical","Serialization System for Formulation operations","Schneider","SerializationSystem-6293","Formulation - Batch 5","true","true","true"
"FOR-006","San Diego Biotech","Formulation","HMI","Critical","HMI for Formulation operations","Rockwell","HMI-3952","Formulation - Batch 6","true","true","true"
"FOR-007","San Diego Biotech","Formulation","PLC","Critical","PLC for Formulation operations","Rockwell","PLC-5167","Formulation - Batch 4","true","true","true"
"FOR-008","San Diego Biotech","Formulation","Serialization System","Critical","Serialization System for Formulation operations","Honeywell","SerializationSystem-8300","Formulation - Batch 8","true","true","true"
"FOR-009","San Diego Biotech","Formulation","Serialization System","Critical","Serialization System for Formulation operations","Rockwell","SerializationSystem-2412","Formulation - Batch 5","true","true","true"
"FOR-010","San Diego Biotech","Formulation","Safety PLC","Critical","Safety PLC for Formulation operations","Honeywell","SafetyPLC-2865","Formulation - Batch 9","true","true","true"
"FOR-011","San Diego Biotech","Formulation","Environmental Monitor","Critical","Environmental Monitor for Formulation operations","Honeywell","EnvironmentalMonitor-4644","Formulation - Batch 1","true","true","true"
"FOR-012","San Diego Biotech","Formulation","SCADA","Critical","SCADA for Formulation operations","Siemens","SCADA-5150","Formulation - Batch 7","true","true","true"
"FOR-013","San Diego Biotech","Formulation","Temperature Controller","Critical","Temperature Controller for Formulation operations","Rockwell","TemperatureController-9409","Formulation - Batch 9","true","true","true"
"FOR-014","San Diego Biotech","Formulation","Batch Controller","Critical","Batch Controller for Formulation operations","Emerson","BatchController-3270","Formulation - Batch 8","true","true","true"
"FOR-015","San Diego Biotech","Formulation","Temperature Controller","Critical","Temperature Controller for Formulation operations","Siemens","TemperatureController-2032","Formulation - Batch 10","true","true","true"
"FOR-016","San Diego Biotech","Formulation","MES","Critical","MES for Formulation operations","Rockwell","MES-1724","Formulation - Batch 8","true","true","true"
"FOR-017","San Diego Biotech","Formulation","Serialization System","Critical","Serialization System for Formulation operations","Rockwell","SerializationSystem-3352","Formulation - Batch 1","true","true","true"
"FOR-018","San Diego Biotech","Formulation","Serialization System","Critical","Serialization System for Formulation operations","Emerson","SerializationSystem-8520","Formulation - Batch 9","true","true","true"
"FOR-019","San Diego Biotech","Formulation","HMI","Critical","HMI for Formulation operations","Schneider","HMI-6839","Formulation - Batch 4","true","true","true"
"PAC-001","San Diego Biotech","Packaging","Temperature Controller","High","Temperature Controller for Packaging operations","Emerson","TemperatureController-4072","Packaging - Batch 10","false","true","true"
"PAC-002","San Diego Biotech","Packaging","Safety PLC","High","Safety PLC for Packaging operations","Rockwell","SafetyPLC-2336","Packaging - Batch 7","false","true","true"
"PAC-003","San Diego Biotech","Packaging","Serialization System","High","Serialization System for Packaging operations","Emerson","SerializationSystem-9611","Packaging - Batch 1","false","true","true"
"PAC-004","San Diego Biotech","Packaging","Serialization System","High","Serialization System for Packaging operations","Honeywell","SerializationSystem-5104","Packaging - Batch 4","false","true","true"
"PAC-005","San Diego Biotech","Packaging","PLC","High","PLC for Packaging operations","Siemens","PLC-7275","Packaging - Batch 5","false","true","true"
"PAC-006","San Diego Biotech","Packaging","PLC","High","PLC for Packaging operations","Siemens","PLC-7145","Packaging - Batch 7","false","true","true"
"PAC-007","San Diego Biotech","Packaging","Batch Controller","High","Batch Controller for Packaging operations","Emerson","BatchController-6534","Packaging - Batch 2","false","true","true"
"PAC-008","San Diego Biotech","Packaging","LIMS","High","LIMS for Packaging operations","Schneider","LIMS-6394","Packaging - Batch 2","false","true","true"
"PAC-009","San Diego Biotech","Packaging","Temperature Controller","High","Temperature Controller for Packaging operations","Rockwell","TemperatureController-7350","Packaging - Batch 10","false","true","true"
"PAC-010","San Diego Biotech","Packaging","PLC","High","PLC for Packaging operations","Rockwell","PLC-6381","Packaging - Batch 1","false","true","true"
"PAC-011","San Diego Biotech","Packaging","Batch Controller","High","Batch Controller for Packaging operations","Siemens","BatchController-6687","Packaging - Batch 10","false","true","true"
"PAC-012","San Diego Biotech","Packaging","Safety PLC","High","Safety PLC for Packaging operations","Siemens","SafetyPLC-5367","Packaging - Batch 5","false","true","true"
"PAC-013","San Diego Biotech","Packaging","Batch Controller","High","Batch Controller for Packaging operations","Schneider","BatchController-6779","Packaging - Batch 6","false","true","true"
"PAC-014","San Diego Biotech","Packaging","PLC","High","PLC for Packaging operations","Rockwell","PLC-8134","Packaging - Batch 6","false","true","true"
"PAC-015","San Diego Biotech","Packaging","Temperature Controller","High","Temperature Controller for Packaging operations","Honeywell","TemperatureController-2570","Packaging - Batch 9","false","true","true"
"PAC-016","San Diego Biotech","Packaging","MES","High","MES for Packaging operations","Siemens","MES-9672","Packaging - Batch 10","false","true","true"
"PAC-017","San Diego Biotech","Packaging","MES","High","MES for Packaging operations","Rockwell","MES-5129","Packaging - Batch 9","false","true","true"
"PAC-018","San Diego Biotech","Packaging","Temperature Controller","High","Temperature Controller for Packaging operations","Rockwell","TemperatureController-1049","Packaging - Batch 9","false","true","true"
"PAC-019","San Diego Biotech","Packaging","Environmental Monitor","High","Environmental Monitor for Packaging operations","Schneider","EnvironmentalMonitor-9201","Packaging - Batch 9","false","true","true"
"PAC-020","San Diego Biotech","Packaging","Safety PLC","High","Safety PLC for Packaging operations","Honeywell","SafetyPLC-5692","Packaging - Batch 7","false","true","true"
"PAC-021","San Diego Biotech","Packaging","Temperature Controller","High","Temperature Controller for Packaging operations","Schneider","TemperatureController-8766","Packaging - Batch 3","false","true","true"
"PAC-022","San Diego Biotech","Packaging","Batch Controller","High","Batch Controller for Packaging operations","Schneider","BatchController-2008","Packaging - Batch 4","false","true","true"
"PAC-023","San Diego Biotech","Packaging","HMI","High","HMI for Packaging operations","Rockwell","HMI-6728","Packaging - Batch 3","false","true","true"
"PAC-024","San Diego Biotech","Packaging","Safety PLC","High","Safety PLC for Packaging operations","Rockwell","SafetyPLC-2052","Packaging - Batch 5","false","true","true"
"PAC-025","San Diego Biotech","Packaging","Safety PLC","High","Safety PLC for Packaging operations","Emerson","SafetyPLC-1844","Packaging - Batch 6","false","true","true"
"PAC-026","San Diego Biotech","Packaging","LIMS","High","LIMS for Packaging operations","Honeywell","LIMS-8414","Packaging - Batch 5","false","true","true"
"PAC-027","San Diego Biotech","Packaging","Environmental Monitor","High","Environmental Monitor for Packaging operations","Rockwell","EnvironmentalMonitor-5745","Packaging - Batch 6","false","true","true"
"PAC-028","San Diego Biotech","Packaging","Temperature Controller","High","Temperature Controller for Packaging operations","Honeywell","TemperatureController-3681","Packaging - Batch 9","false","true","true"
"PAC-029","San Diego Biotech","Packaging","PLC","High","PLC for Packaging operations","Emerson","PLC-5608","Packaging - Batch 10","false","true","true"
"PAC-030","San Diego Biotech","Packaging","Serialization System","High","Serialization System for Packaging operations","Rockwell","SerializationSystem-3310","Packaging - Batch 6","false","true","true"
"PAC-031","San Diego Biotech","Packaging","Environmental Monitor","High","Environmental Monitor for Packaging operations","Emerson","EnvironmentalMonitor-4670","Packaging - Batch 2","false","true","true"
"PAC-032","San Diego Biotech","Packaging","Serialization System","High","Serialization System for Packaging operations","Emerson","SerializationSystem-6351","Packaging - Batch 7","false","true","true"
"PAC-033","San Diego Biotech","Packaging","PLC","High","PLC for Packaging operations","Emerson","PLC-5736","Packaging - Batch 2","false","true","true"
"PAC-034","San Diego Biotech","Packaging","MES","High","MES for Packaging operations","Siemens","MES-2154","Packaging - Batch 10","false","true","true"
"PAC-035","San Diego Biotech","Packaging","LIMS","High","LIMS for Packaging operations","Schneider","LIMS-1927","Packaging - Batch 10","false","true","true"
"PAC-036","San Diego Biotech","Packaging","Safety PLC","High","Safety PLC for Packaging operations","Honeywell","SafetyPLC-6991","Packaging - Batch 1","false","true","true"
"PAC-037","San Diego Biotech","Packaging","MES","High","MES for Packaging operations","Emerson","MES-3369","Packaging - Batch 9","false","true","true"
"PAC-038","San Diego Biotech","Packaging","HMI","High","HMI for Packaging operations","Emerson","HMI-1436","Packaging - Batch 10","false","true","true"
"PAC-039","San Diego Biotech","Packaging","Temperature Controller","High","Temperature Controller for Packaging operations","Honeywell","TemperatureController-1091","Packaging - Batch 7","false","true","true"
"PAC-040","San Diego Biotech","Packaging","Temperature Controller","High","Temperature Controller for Packaging operations","Rockwell","TemperatureController-2816","Packaging - Batch 1","false","true","true"
"PAC-041","San Diego Biotech","Packaging","MES","High","MES for Packaging operations","Emerson","MES-6926","Packaging - Batch 7","false","true","true"
"PAC-042","San Diego Biotech","Packaging","PLC","High","PLC for Packaging operations","Siemens","PLC-5934","Packaging - Batch 6","false","true","true"
"PAC-043","San Diego Biotech","Packaging","LIMS","High","LIMS for Packaging operations","Siemens","LIMS-2520","Packaging - Batch 4","false","true","true"
"PAC-044","San Diego Biotech","Packaging","Safety PLC","High","Safety PLC for Packaging operations","Schneider","SafetyPLC-2233","Packaging - Batch 9","false","true","true"
"QUA-001","San Diego Biotech","Quality Control Lab","Safety PLC","Critical","Safety PLC for Quality Control Lab operations","Honeywell","SafetyPLC-8517","Quality Control Lab - Batch 3","true","true","false"
"QUA-002","San Diego Biotech","Quality Control Lab","PLC","Critical","PLC for Quality Control Lab operations","Honeywell","PLC-8615","Quality Control Lab - Batch 7","true","true","false"
"QUA-003","San Diego Biotech","Quality Control Lab","Temperature Controller","Critical","Temperature Controller for Quality Control Lab operations","Rockwell","TemperatureController-8886","Quality Control Lab - Batch 1","true","true","false"
"QUA-004","San Diego Biotech","Quality Control Lab","LIMS","Critical","LIMS for Quality Control Lab operations","Siemens","LIMS-4454","Quality Control Lab - Batch 1","true","true","false"
"QUA-005","San Diego Biotech","Quality Control Lab","SCADA","Critical","SCADA for Quality Control Lab operations","Schneider","SCADA-6565","Quality Control Lab - Batch 4","true","true","false"
"QUA-006","San Diego Biotech","Quality Control Lab","Safety PLC","Critical","Safety PLC for Quality Control Lab operations","Rockwell","SafetyPLC-5569","Quality Control Lab - Batch 6","true","true","false"
"QUA-007","San Diego Biotech","Quality Control Lab","Batch Controller","Critical","Batch Controller for Quality Control Lab operations","Schneider","BatchController-5245","Quality Control Lab - Batch 2","true","true","false"
"QUA-008","San Diego Biotech","Quality Control Lab","LIMS","Critical","LIMS for Quality Control Lab operations","Rockwell","LIMS-8617","Quality Control Lab - Batch 2","true","true","false"
"QUA-009","San Diego Biotech","Quality Control Lab","Serialization System","Critical","Serialization System for Quality Control Lab operations","Honeywell","SerializationSystem-1827","Quality Control Lab - Batch 3","true","true","false"
"QUA-010","San Diego Biotech","Quality Control Lab","SCADA","Critical","SCADA for Quality Control Lab operations","Schneider","SCADA-1130","Quality Control Lab - Batch 3","true","true","false"
"QUA-011","San Diego Biotech","Quality Control Lab","LIMS","Critical","LIMS for Quality Control Lab operations","Honeywell","LIMS-9644","Quality Control Lab - Batch 4","true","true","false"
"QUA-012","San Diego Biotech","Quality Control Lab","HMI","Critical","HMI for Quality Control Lab operations","Schneider","HMI-4628","Quality Control Lab - Batch 6","true","true","false"
"QUA-013","San Diego Biotech","Quality Control Lab","SCADA","Critical","SCADA for Quality Control Lab operations","Honeywell","SCADA-6745","Quality Control Lab - Batch 4","true","true","false"
"QUA-014","San Diego Biotech","Quality Control Lab","Serialization System","Critical","Serialization System for Quality Control Lab operations","Schneider","SerializationSystem-5894","Quality Control Lab - Batch 8","true","true","false"
"QUA-015","San Diego Biotech","Quality Control Lab","Serialization System","Critical","Serialization System for Quality Control Lab operations","Schneider","SerializationSystem-9184","Quality Control Lab - Batch 2","true","true","false"
"QUA-016","San Diego Biotech","Quality Control Lab","Serialization System","Critical","Serialization System for Quality Control Lab operations","Siemens","SerializationSystem-5808","Quality Control Lab - Batch 2","true","true","false"
"QUA-017","San Diego Biotech","Quality Control Lab","MES","Critical","MES for Quality Control Lab operations","Emerson","MES-6243","Quality Control Lab - Batch 9","true","true","false"
