tag_id,plant,unit,device_type,ip_address,mac_address,switch_port,vlan,network_segment,communication_peers,bandwidth_usage,latency_ms,packet_loss,uptime_hours
"ENV-003","Pacific Power","Environmental Controls","Arc Flash Monitor","192.168.178.52","36:42:20:1f:6e:61","SW32","VLAN-82","Safety Network","1","52","8","2.5937009651547696","7411"
"ENV-004","Pacific Power","Environmental Controls","SCADA","192.168.162.14","3c:fb:72:5d:cf:57","SW42","VLAN-66","Safety Network","2","12","8","1.5004792687948965","4481"
"ENV-005","Pacific Power","Environmental Controls","EMS","192.168.28.18","a6:47:cc:2b:d3:e1","SW40","VLAN-85","Safety Network","3","74","25","2.516295465158116","8228"
"ENV-006","Pacific Power","Environmental Controls","IED","192.168.144.224","84:db:0f:9c:af:37","SW42","VLAN-51","DMZ","7","17","6","0.5542315044907697","6993"
"ENV-007","Pacific Power","Environmental Controls","HMI","192.168.27.170","93:2d:0b:7c:22:de","SW3","VLAN-43","DMZ","5","32","33","1.7689631146150264","3897"
"ENV-008","Pacific Power","Environmental Controls","Protection Relay","192.168.251.212","d8:ad:fa:b2:24:95","SW14","VLAN-15","Control Network","5","62","22","1.1360919200100206","6"
"ENV-009","Pacific Power","Environmental Controls","HMI","192.168.153.125","e5:fd:be:0c:29:8b","SW7","VLAN-76","Safety Network","8","62","33","4.93370936504345","2005"
"ENV-010","Pacific Power","Environmental Controls","Grid Controller","192.168.222.184","36:c3:6d:4d:2b:2e","SW23","VLAN-62","Safety Network","2","25","21","4.47079766111106","2877"
"ENV-011","Pacific Power","Environmental Controls","DMS","192.168.116.163","b4:92:20:bd:77:14","SW38","VLAN-8","Safety Network","9","9","35","2.4324213581149454","4732"
"ENV-012","Pacific Power","Environmental Controls","SCADA","192.168.175.16","06:1b:44:d8:93:fc","SW3","VLAN-100","Control Network","4","62","4","2.9740191503829614","1971"
"ENV-013","Pacific Power","Environmental Controls","RTU","192.168.230.156","35:43:71:1f:35:dc","SW36","VLAN-98","DMZ","3","17","41","4.4118029559596215","2153"
"ENV-014","Pacific Power","Environmental Controls","Environmental Monitor","192.168.173.147","6e:66:a2:61:d5:53","SW10","VLAN-38","DMZ","6","27","37","4.919598716501847","3582"
"ENV-015","Pacific Power","Environmental Controls","EMS","192.168.139.83","01:e6:79:59:5c:ab","SW16","VLAN-78","Corporate Network","5","26","33","4.168893819037813","4294"
"ENV-016","Pacific Power","Environmental Controls","RTU","192.168.212.54","ca:6b:6f:ac:0a:44","SW8","VLAN-26","DMZ","7","98","37","3.683941359156381","8586"
"ENV-017","Pacific Power","Environmental Controls","HMI","192.168.247.173","25:ea:e4:c5:0b:dc","SW38","VLAN-44","Corporate Network","8","35","44","1.9291751683279412","6016"
"ENV-018","Pacific Power","Environmental Controls","Grid Controller","192.168.178.142","68:81:13:15:2b:60","SW8","VLAN-87","Control Network","8","33","46","0.2452753436144195","6932"
"ENV-019","Pacific Power","Environmental Controls","SCADA","192.168.242.227","7d:1b:b7:96:71:62","SW31","VLAN-57","DMZ","3","74","8","0.03785765056325996","1941"
"ENV-020","Pacific Power","Environmental Controls","SCADA","192.168.14.49","ca:96:51:cc:76:a5","SW27","VLAN-97","DMZ","7","94","7","2.125151005960364","3185"
"ENV-021","Pacific Power","Environmental Controls","SCADA","192.168.236.100","61:d1:fd:9f:de:59","SW24","VLAN-37","Control Network","7","75","3","1.9195060054887514","5310"
"ENV-022","Pacific Power","Environmental Controls","HMI","192.168.13.69","f2:6a:d2:8b:5d:2a","SW3","VLAN-22","Control Network","10","10","9","0.38037308846859963","2750"
"ENV-023","Pacific Power","Environmental Controls","Grid Controller","192.168.221.0","cb:ba:34:c3:2f:62","SW44","VLAN-69","Control Network","2","73","41","0.7874759225913808","4878"
"ENV-024","Pacific Power","Environmental Controls","EMS","192.168.146.246","9f:f8:c6:b4:26:59","SW25","VLAN-13","Corporate Network","5","54","34","1.413546460085321","7341"
"ENV-025","Pacific Power","Environmental Controls","HMI","192.168.21.185","b4:c8:c7:1e:e0:37","SW46","VLAN-85","DMZ","8","45","41","2.7775628370716134","8450"
"ENV-026","Pacific Power","Environmental Controls","EMS","192.168.50.227","2b:2b:7e:93:9b:10","SW28","VLAN-43","DMZ","5","51","5","1.8857323798136083","6679"
"ENV-027","Pacific Power","Environmental Controls","HMI","192.168.163.119","22:a7:1e:f5:b7:bf","SW6","VLAN-4","Corporate Network","7","11","13","3.468214021711513","6031"
"ENV-028","Pacific Power","Environmental Controls","SCADA","192.168.45.180","80:eb:fe:8f:00:49","SW12","VLAN-77","Corporate Network","4","47","49","2.360738493252402","2056"
"ENV-029","Pacific Power","Environmental Controls","IED","192.168.116.112","52:31:6c:3a:e7:4f","SW16","VLAN-64","DMZ","3","47","19","3.6982313406743983","324"
"ENV-030","Pacific Power","Environmental Controls","RTU","192.168.109.195","c7:f7:7f:fd:e3:42","SW40","VLAN-25","Safety Network","9","31","32","3.8936091680415053","3484"
"ENV-031","Pacific Power","Environmental Controls","Protection Relay","192.168.64.157","2e:58:ed:a9:0d:b7","SW45","VLAN-53","Control Network","6","70","49","2.024777026385226","1152"
"ENV-032","Pacific Power","Environmental Controls","Arc Flash Monitor","192.168.129.177","4e:f3:e0:86:b5:f1","SW16","VLAN-33","DMZ","6","78","39","3.0264750669770315","8171"
"ENV-033","Pacific Power","Environmental Controls","Grid Controller","192.168.78.207","4c:a7:b4:9e:66:50","SW6","VLAN-39","Control Network","4","29","48","2.3560594154217993","8120"
"ENV-034","Pacific Power","Environmental Controls","Environmental Monitor","192.168.128.35","1d:f8:e1:39:9c:ec","SW38","VLAN-12","Safety Network","2","49","22","0.19537776378436456","8005"
"ENV-035","Pacific Power","Environmental Controls","Protection Relay","192.168.253.130","a4:08:18:8e:da:5d","SW41","VLAN-16","DMZ","9","67","24","1.560170402252331","3558"
"ENV-036","Pacific Power","Environmental Controls","SCADA","192.168.87.162","69:c1:38:67:0c:fa","SW36","VLAN-75","DMZ","7","3","1","4.087433721958686","415"
"ENV-037","Pacific Power","Environmental Controls","SCADA","192.168.159.60","ec:05:df:99:47:e2","SW31","VLAN-7","Safety Network","1","83","3","4.698812464631191","1127"
"ENV-038","Pacific Power","Environmental Controls","Arc Flash Monitor","192.168.82.226","c8:a8:fe:b6:12:09","SW24","VLAN-43","DMZ","10","95","32","1.129377082140075","8105"
"ENV-039","Pacific Power","Environmental Controls","EMS","192.168.29.181","e5:63:1a:ab:29:00","SW19","VLAN-84","DMZ","5","26","35","2.9784527112880266","283"
"GEN-001","Midwest Electric","Generation Unit","Environmental Monitor","192.168.202.169","cd:4d:d8:b7:d3:37","SW43","VLAN-39","Safety Network","6","67","33","1.7566581551251725","6229"
"GEN-002","Midwest Electric","Generation Unit","Arc Flash Monitor","192.168.88.40","54:fe:e7:10:23:08","SW39","VLAN-35","DMZ","10","56","10","4.998185851107988","8475"
"GEN-003","Midwest Electric","Generation Unit","IED","192.168.93.3","25:a2:d8:05:04:35","SW12","VLAN-28","Corporate Network","3","76","36","2.7280056432853304","4782"
"GEN-004","Midwest Electric","Generation Unit","DMS","192.168.146.126","35:56:a9:70:ac:c4","SW32","VLAN-79","DMZ","9","44","32","3.2094241919526443","648"
"GEN-005","Midwest Electric","Generation Unit","RTU","192.168.75.126","c8:d9:7c:d7:1d:f2","SW38","VLAN-88","Corporate Network","1","96","9","1.4561692262428427","5898"
"GEN-006","Midwest Electric","Generation Unit","RTU","192.168.122.97","ed:b2:cb:e2:1b:10","SW17","VLAN-87","Safety Network","5","93","43","1.5249374389517967","4382"
"GEN-007","Midwest Electric","Generation Unit","Grid Controller","192.168.208.205","be:52:5e:c0:46:d8","SW3","VLAN-31","Corporate Network","3","9","45","1.7494956513639326","2855"
"GEN-008","Midwest Electric","Generation Unit","RTU","192.168.6.46","7a:d1:35:79:47:b0","SW35","VLAN-62","Safety Network","3","4","29","4.904809875081751","3483"
"GEN-009","Midwest Electric","Generation Unit","HMI","192.168.184.251","39:a7:37:8e:b7:81","SW4","VLAN-84","Corporate Network","9","87","27","0.09857494992685734","60"
"GEN-010","Midwest Electric","Generation Unit","Arc Flash Monitor","192.168.106.87","7f:d5:51:b8:c8:0f","SW45","VLAN-66","Corporate Network","9","76","26","3.0392657864375194","3590"
"GEN-011","Midwest Electric","Generation Unit","Grid Controller","192.168.112.61","5d:81:5a:85:40:a1","SW17","VLAN-3","Safety Network","4","13","12","4.6533787004781555","1784"
"GEN-012","Midwest Electric","Generation Unit","DMS","192.168.149.219","f8:34:8e:c3:9c:5c","SW5","VLAN-64","Control Network","8","45","31","1.9486841804012378","2517"
"GEN-013","Midwest Electric","Generation Unit","SCADA","192.168.72.131","18:d2:a5:70:ce:c8","SW36","VLAN-96","Safety Network","4","74","4","0.7429906923325258","8254"
"GEN-014","Midwest Electric","Generation Unit","RTU","192.168.161.233","4a:d9:d0:1b:85:2e","SW1","VLAN-62","Control Network","2","90","11","4.573463339093358","4145"
"GEN-015","Midwest Electric","Generation Unit","HMI","192.168.44.21","63:6d:d3:0a:32:e8","SW27","VLAN-35","Control Network","9","97","50","0.8101988912492009","5920"
"GEN-016","Midwest Electric","Generation Unit","HMI","192.168.9.95","9b:8a:d1:08:c3:9d","SW10","VLAN-93","Corporate Network","1","54","45","0.46459226362039474","6443"
"GEN-017","Midwest Electric","Generation Unit","RTU","192.168.229.64","d9:8b:a3:32:ad:9d","SW7","VLAN-45","Corporate Network","8","95","34","1.4253998216721586","3980"
"GEN-018","Midwest Electric","Generation Unit","IED","192.168.63.195","d5:e8:81:41:0b:75","SW3","VLAN-46","Control Network","4","3","7","1.9893969955279267","3934"
"GEN-019","Midwest Electric","Generation Unit","IED","192.168.35.126","e4:6e:24:b9:12:83","SW45","VLAN-67","Safety Network","1","58","19","3.1174947832298816","4899"
"GEN-020","Midwest Electric","Generation Unit","RTU","192.168.23.108","da:c3:0e:50:c8:9e","SW16","VLAN-13","DMZ","2","91","18","0.2090184279237417","2630"
"GEN-021","Midwest Electric","Generation Unit","RTU","192.168.209.29","f1:b6:1c:e5:f9:2b","SW3","VLAN-38","Control Network","2","67","16","1.0099898607184055","7114"
"GEN-022","Midwest Electric","Generation Unit","HMI","192.168.24.40","c6:f2:84:e1:a3:ae","SW26","VLAN-37","DMZ","10","98","12","4.255845022038613","642"
"GEN-023","Midwest Electric","Generation Unit","EMS","192.168.81.236","36:0d:a8:09:87:0c","SW21","VLAN-83","DMZ","7","29","36","1.930680035943182","3793"
"GEN-024","Midwest Electric","Generation Unit","Environmental Monitor","192.168.127.194","d5:d3:a9:47:34:e3","SW6","VLAN-7","Safety Network","4","51","3","1.853582153314185","4837"
"GEN-025","Midwest Electric","Generation Unit","Arc Flash Monitor","192.168.9.52","3e:d8:fa:61:79:8b","SW44","VLAN-15","Safety Network","6","36","12","1.1237492376618285","5362"
"GEN-026","Midwest Electric","Generation Unit","SCADA","192.168.49.243","ea:09:89:d6:2f:b4","SW34","VLAN-9","Safety Network","4","88","44","2.048928939209751","4453"
"GEN-027","Midwest Electric","Generation Unit","IED","192.168.194.200","6d:17:7b:6d:60:16","SW14","VLAN-85","Control Network","9","28","50","2.7611572894083416","3850"
"GEN-028","Midwest Electric","Generation Unit","HMI","192.168.241.229","d5:c9:f2:2f:9d:0f","SW29","VLAN-4","Safety Network","8","96","49","0.6304455554811272","7564"
"GEN-029","Midwest Electric","Generation Unit","HMI","192.168.212.56","82:1d:95:8d:25:b4","SW20","VLAN-60","Safety Network","1","30","44","1.3471584523822555","1147"
"GEN-030","Midwest Electric","Generation Unit","Environmental Monitor","192.168.229.123","ab:75:f6:40:c2:4e","SW38","VLAN-94","Control Network","6","33","23","3.7034461509591154","1714"
"GEN-031","Midwest Electric","Generation Unit","IED","192.168.225.83","a2:e6:55:80:95:dc","SW13","VLAN-30","Control Network","2","57","34","1.2909600132937094","6671"
"GEN-032","Midwest Electric","Generation Unit","SCADA","192.168.176.181","71:92:f0:2f:83:f0","SW32","VLAN-57","Safety Network","5","78","23","3.3740920386270004","8468"
"GEN-033","Midwest Electric","Generation Unit","Grid Controller","192.168.60.32","9d:c8:6d:63:e5:c7","SW18","VLAN-63","Control Network","10","73","22","2.59722014352626","8114"
"GEN-034","Midwest Electric","Generation Unit","DMS","192.168.85.27","7b:98:59:68:09:cc","SW37","VLAN-92","DMZ","2","17","48","3.118891275047122","7026"
"GEN-035","Midwest Electric","Generation Unit","RTU","192.168.110.9","ed:c3:67:ac:2d:70","SW3","VLAN-94","DMZ","8","24","25","4.630011133604016","3075"
"GEN-036","Midwest Electric","Generation Unit","Arc Flash Monitor","192.168.49.145","d4:f1:5e:0e:b0:e4","SW16","VLAN-8","Corporate Network","5","47","29","3.913659599236814","3114"
"GEN-037","Midwest Electric","Generation Unit","Protection Relay","192.168.227.89","db:46:3d:8c:63:0e","SW15","VLAN-43","DMZ","7","91","21","0.1536616948398728","5412"
"GEN-038","Midwest Electric","Generation Unit","DMS","192.168.29.79","17:7a:1e:f3:6c:34","SW5","VLAN-25","Control Network","3","39","47","3.1334295228264573","6333"
"GEN-039","Midwest Electric","Generation Unit","SCADA","192.168.203.70","27:c8:b2:f5:da:fa","SW44","VLAN-21","Safety Network","6","48","40","3.856922653449505","6521"
"GEN-040","Midwest Electric","Generation Unit","IED","192.168.163.60","38:83:cd:14:18:34","SW16","VLAN-4","Corporate Network","9","84","41","2.6497516422154965","6687"
"GEN-041","Midwest Electric","Generation Unit","SCADA","192.168.163.144","8c:e0:df:a9:64:14","SW26","VLAN-50","DMZ","1","5","25","4.017342174311053","1155"
"GEN-042","Midwest Electric","Generation Unit","SCADA","192.168.91.78","d8:22:1c:ee:8c:13","SW41","VLAN-71","DMZ","5","19","28","1.173957892930273","6365"
"GEN-043","Midwest Electric","Generation Unit","RTU","192.168.126.90","3a:4f:d8:c3:39:c8","SW40","VLAN-9","Control Network","1","67","12","1.349742306947762","3874"
"GEN-044","Midwest Electric","Generation Unit","DMS","192.168.55.134","d5:9f:88:3c:bd:37","SW41","VLAN-20","Safety Network","5","29","1","0.9549185484675382","5915"
"GEN-045","Midwest Electric","Generation Unit","Grid Controller","192.168.92.43","a2:3b:7a:bb:38:92","SW29","VLAN-82","DMZ","1","66","10","0.7102511795215405","8468"
"TRA-001","Midwest Electric","Transmission","Protection Relay","192.168.191.177","e2:f7:d8:10:60:8a","SW27","VLAN-41","Corporate Network","8","61","46","0.8479960663001262","5611"
"TRA-002","Midwest Electric","Transmission","Grid Controller","192.168.249.218","71:ad:2e:10:d2:c0","SW15","VLAN-69","Safety Network","5","6","18","2.9393850677511946","2518"
"TRA-003","Midwest Electric","Transmission","Protection Relay","192.168.165.214","a4:c4:57:2e:a0:ff","SW35","VLAN-48","Corporate Network","7","37","21","4.6214096717675375","7292"
"TRA-004","Midwest Electric","Transmission","Grid Controller","192.168.60.19","2b:64:d4:3d:39:84","SW33","VLAN-28","Corporate Network","2","80","9","4.413817539801041","2812"
"TRA-005","Midwest Electric","Transmission","SCADA","192.168.177.158","2c:a4:21:be:07:86","SW46","VLAN-15","Corporate Network","4","32","9","3.342432871470465","1913"
"TRA-006","Midwest Electric","Transmission","HMI","192.168.193.19","1b:37:6d:e1:14:62","SW2","VLAN-16","DMZ","7","89","47","2.2169366342697105","6214"
"TRA-007","Midwest Electric","Transmission","EMS","192.168.17.48","3b:fe:b0:9d:b1:01","SW9","VLAN-32","Corporate Network","8","65","2","2.6037241017857715","5027"
"TRA-008","Midwest Electric","Transmission","EMS","192.168.103.128","3f:de:fc:18:d9:f5","SW40","VLAN-52","Safety Network","5","70","21","3.4096220004507325","2146"
"TRA-009","Midwest Electric","Transmission","Environmental Monitor","192.168.232.134","70:9c:43:88:b6:69","SW8","VLAN-81","Corporate Network","5","72","16","0.5928909227353762","2616"
"TRA-010","Midwest Electric","Transmission","Protection Relay","192.168.242.221","fe:1b:93:d8:62:cb","SW21","VLAN-40","Corporate Network","3","50","7","2.81256270007579","1725"
"TRA-011","Midwest Electric","Transmission","DMS","192.168.123.74","a1:fb:32:f4:20:a7","SW45","VLAN-61","Control Network","2","78","32","3.6902909482805235","7044"
"TRA-012","Midwest Electric","Transmission","Grid Controller","192.168.205.205","94:b8:d7:6a:74:cc","SW1","VLAN-80","DMZ","8","68","4","3.658822835203177","5037"
"TRA-013","Midwest Electric","Transmission","IED","192.168.189.235","9d:c0:66:8d:36:71","SW11","VLAN-49","Safety Network","4","84","40","0.8710743433292856","3982"
"TRA-014","Midwest Electric","Transmission","DMS","192.168.12.229","bd:19:cc:4a:1b:b6","SW37","VLAN-78","Safety Network","9","77","10","4.2642838966022545","5071"
"TRA-015","Midwest Electric","Transmission","EMS","192.168.7.162","5e:5a:c8:f5:8c:45","SW39","VLAN-28","Control Network","10","10","33","4.622527551794622","4443"
"TRA-016","Midwest Electric","Transmission","Arc Flash Monitor","192.168.1.184","20:fa:b1:cb:d8:dd","SW37","VLAN-36","DMZ","7","36","23","3.3394387433550996","700"
"TRA-017","Midwest Electric","Transmission","SCADA","192.168.47.96","db:64:1a:a6:25:74","SW44","VLAN-55","Safety Network","4","68","49","3.3904254239155343","1812"
"TRA-018","Midwest Electric","Transmission","Grid Controller","192.168.78.170","68:ba:7a:a2:15:8d","SW40","VLAN-51","DMZ","5","77","45","1.0086560626742669","590"
"TRA-019","Midwest Electric","Transmission","Arc Flash Monitor","192.168.63.38","cc:e2:b1:3a:39:ba","SW4","VLAN-51","DMZ","2","29","15","1.0736544364144518","7578"
"TRA-020","Midwest Electric","Transmission","Arc Flash Monitor","192.168.145.138","83:b8:8c:1f:55:c8","SW28","VLAN-39","Corporate Network","3","94","33","0.45468229301155016","4494"
"TRA-021","Midwest Electric","Transmission","IED","192.168.30.75","a4:e1:eb:fb:ca:85","SW25","VLAN-38","Control Network","6","2","1","3.7982694948186477","776"
"TRA-022","Midwest Electric","Transmission","Environmental Monitor","192.168.152.211","83:3d:03:c1:38:15","SW16","VLAN-28","DMZ","7","26","8","2.3075819448651314","2301"
"TRA-023","Midwest Electric","Transmission","Arc Flash Monitor","192.168.176.179","22:80:aa:d1:c5:b1","SW6","VLAN-14","DMZ","8","52","33","1.399708043008494","2883"
"TRA-024","Midwest Electric","Transmission","IED","192.168.20.54","97:2d:e5:24:35:69","SW47","VLAN-98","DMZ","9","18","8","3.382139594120337","3723"
"TRA-025","Midwest Electric","Transmission","Protection Relay","192.168.164.121","60:88:51:df:90:ab","SW8","VLAN-1","Safety Network","2","79","25","2.4839859040744274","1485"
"TRA-026","Midwest Electric","Transmission","Arc Flash Monitor","192.168.75.182","bf:f3:00:8a:c0:3f","SW3","VLAN-93","Corporate Network","2","37","43","0.6927064633638802","6265"
"TRA-027","Midwest Electric","Transmission","Protection Relay","192.168.215.168","d9:60:49:3f:db:76","SW31","VLAN-28","Control Network","2","30","47","4.968229159221632","394"
"TRA-028","Midwest Electric","Transmission","DMS","192.168.78.147","9a:04:75:af:dd:6e","SW31","VLAN-87","Safety Network","5","11","35","0.890307798966189","577"
"TRA-029","Midwest Electric","Transmission","Environmental Monitor","192.168.249.178","22:23:43:f9:b6:81","SW34","VLAN-16","Control Network","2","90","22","0.3457645220925165","1431"
"TRA-030","Midwest Electric","Transmission","EMS","192.168.243.243","61:a9:53:e6:89:d2","SW19","VLAN-70","Corporate Network","10","57","9","1.8963854589187779","4671"
"TRA-031","Midwest Electric","Transmission","DMS","192.168.239.15","9e:79:c1:80:d0:56","SW7","VLAN-1","Safety Network","6","71","25","0.7452755779257447","2276"
"TRA-032","Midwest Electric","Transmission","Protection Relay","192.168.53.35","3c:a7:c9:a5:1a:97","SW25","VLAN-84","Control Network","9","44","17","3.0970613654844916","8697"
"TRA-033","Midwest Electric","Transmission","RTU","192.168.99.194","71:44:c3:5b:ff:87","SW13","VLAN-59","DMZ","7","96","1","3.2163699405719193","7226"
"TRA-034","Midwest Electric","Transmission","SCADA","192.168.90.250","0a:e8:66:0d:df:1b","SW41","VLAN-54","DMZ","2","39","50","3.0468523584479956","4871"
"TRA-035","Midwest Electric","Transmission","IED","192.168.62.23","7c:58:2a:0d:92:b3","SW25","VLAN-7","Corporate Network","8","33","36","0.34574625801168657","6604"
"TRA-036","Midwest Electric","Transmission","Arc Flash Monitor","192.168.215.49","e3:35:45:c6:3d:28","SW44","VLAN-66","Corporate Network","10","95","31","4.689501537881137","8039"
"TRA-037","Midwest Electric","Transmission","SCADA","192.168.54.172","d4:c8:c5:fa:c7:7f","SW15","VLAN-69","Control Network","10","84","50","0.5489386600364177","2593"
"TRA-038","Midwest Electric","Transmission","Protection Relay","192.168.113.122","ce:c2:70:85:3a:0d","SW6","VLAN-68","Corporate Network","7","95","32","4.599784316505692","1369"
"DIS-001","Midwest Electric","Distribution","Arc Flash Monitor","192.168.92.252","f3:7f:7f:9f:85:5a","SW11","VLAN-90","DMZ","9","66","17","0.7670711710044475","6918"
"DIS-002","Midwest Electric","Distribution","DMS","192.168.28.1","a8:ff:4b:be:32:f7","SW29","VLAN-15","Control Network","3","1","48","2.2644659955239668","4149"
"DIS-003","Midwest Electric","Distribution","IED","192.168.94.140","e7:66:89:5b:45:40","SW12","VLAN-87","DMZ","4","92","2","2.1821370834465856","6667"
"DIS-004","Midwest Electric","Distribution","Environmental Monitor","192.168.81.78","a1:86:9c:09:e8:98","SW24","VLAN-97","Safety Network","1","96","18","1.5722024104523258","2004"
"DIS-005","Midwest Electric","Distribution","Arc Flash Monitor","192.168.245.98","5b:fe:a4:66:64:8a","SW3","VLAN-77","Safety Network","2","68","21","4.558460787734592","4698"
"DIS-006","Midwest Electric","Distribution","Arc Flash Monitor","192.168.123.14","36:7c:1a:ab:c7:9c","SW25","VLAN-54","DMZ","5","40","20","3.9564185024653353","4432"
"DIS-007","Midwest Electric","Distribution","Environmental Monitor","192.168.54.253","6d:20:a5:f7:e5:fa","SW1","VLAN-36","DMZ","8","34","44","3.2331926456334115","4991"
"DIS-008","Midwest Electric","Distribution","EMS","192.168.221.80","99:25:74:8b:97:36","SW13","VLAN-70","Control Network","7","31","27","3.029751360449242","6981"
"DIS-009","Midwest Electric","Distribution","IED","192.168.245.167","52:cb:c7:79:24:dd","SW46","VLAN-64","Safety Network","1","58","35","4.188771815141239","4313"
"DIS-010","Midwest Electric","Distribution","Protection Relay","192.168.177.252","0b:c0:91:77:7f:d6","SW11","VLAN-23","Control Network","10","28","8","0.08788252508987293","5512"
"DIS-011","Midwest Electric","Distribution","EMS","192.168.75.69","5c:0d:ef:4b:9e:45","SW5","VLAN-62","Corporate Network","1","37","28","1.6302469514286377","6776"
"DIS-012","Midwest Electric","Distribution","Protection Relay","192.168.181.59","fc:40:8d:d8:7a:16","SW31","VLAN-51","Safety Network","3","15","23","2.422433582441359","6549"
"DIS-013","Midwest Electric","Distribution","Protection Relay","192.168.44.98","a6:19:b0:cd:6f:a6","SW45","VLAN-95","Safety Network","1","71","46","1.7767626163672456","769"
"DIS-014","Midwest Electric","Distribution","IED","192.168.233.207","62:70:5f:82:ee:8a","SW1","VLAN-98","Safety Network","8","60","49","4.5487222349132885","3026"
"DIS-015","Midwest Electric","Distribution","HMI","192.168.208.215","2a:8b:01:d7:8f:82","SW19","VLAN-78","DMZ","5","86","7","2.5967773690066007","5680"
"DIS-016","Midwest Electric","Distribution","RTU","192.168.149.126","c5:e0:b8:fd:77:58","SW26","VLAN-72","Control Network","1","50","2","0.6502989784010249","4790"
"DIS-017","Midwest Electric","Distribution","DMS","192.168.25.30","7b:e3:6e:a4:c1:86","SW33","VLAN-60","DMZ","4","40","9","3.9907321501331228","552"
"DIS-018","Midwest Electric","Distribution","HMI","192.168.208.86","f4:ed:2c:4d:17:f7","SW22","VLAN-13","Safety Network","9","86","39","0.30045871724429296","3778"
"DIS-019","Midwest Electric","Distribution","DMS","192.168.16.179","5d:7b:40:1c:5b:89","SW38","VLAN-19","Safety Network","6","66","17","4.0665073214745275","8139"
"DIS-020","Midwest Electric","Distribution","Environmental Monitor","192.168.3.136","ec:ee:a3:a2:fc:cb","SW15","VLAN-54","DMZ","7","20","27","2.7298797459978417","5081"
"DIS-021","Midwest Electric","Distribution","SCADA","192.168.124.145","21:d1:c9:af:81:e0","SW1","VLAN-65","Safety Network","10","9","43","4.019579322058354","6949"
"DIS-022","Midwest Electric","Distribution","RTU","192.168.213.224","f0:eb:d5:d0:2a:cd","SW34","VLAN-91","Safety Network","5","65","47","1.8304265082986682","7057"
"DIS-023","Midwest Electric","Distribution","IED","192.168.243.159","27:56:28:90:0c:b1","SW35","VLAN-80","Control Network","1","89","27","4.750103129901183","7255"
"DIS-024","Midwest Electric","Distribution","DMS","192.168.132.66","02:f4:c0:35:ef:cf","SW28","VLAN-82","Control Network","5","15","33","2.8069239906088637","6567"
"DIS-025","Midwest Electric","Distribution","HMI","192.168.64.197","00:70:7c:1c:3c:31","SW35","VLAN-81","Control Network","4","81","32","1.7536265614975","6616"
"DIS-026","Midwest Electric","Distribution","Protection Relay","192.168.126.114","ea:52:b8:78:5e:68","SW7","VLAN-41","Control Network","1","57","34","3.7318769124042426","8499"
"DIS-027","Midwest Electric","Distribution","SCADA","192.168.213.123","af:b3:f6:c2:2d:54","SW5","VLAN-12","DMZ","5","8","11","4.96916584524901","7700"
"DIS-028","Midwest Electric","Distribution","Environmental Monitor","192.168.214.89","4c:7d:a7:44:71:fe","SW10","VLAN-13","DMZ","8","11","18","0.00669376591515114","5151"
"DIS-029","Midwest Electric","Distribution","RTU","192.168.130.204","d9:f9:61:6e:bc:86","SW48","VLAN-20","Control Network","5","20","36","3.972728435191467","7245"
"DIS-030","Midwest Electric","Distribution","RTU","192.168.149.204","b2:46:f8:56:96:6a","SW28","VLAN-65","Corporate Network","4","65","1","2.638537959259968","1824"
"DIS-031","Midwest Electric","Distribution","SCADA","192.168.77.14","8b:99:ea:b6:50:77","SW19","VLAN-39","DMZ","6","57","9","3.3298856499495413","658"
"DIS-032","Midwest Electric","Distribution","HMI","192.168.113.60","71:c5:b1:0c:c4:e3","SW32","VLAN-48","DMZ","9","34","43","2.066206882951879","1409"
"DIS-033","Midwest Electric","Distribution","EMS","192.168.73.110","da:55:2c:1e:2c:f2","SW35","VLAN-7","Control Network","7","76","42","2.0577892503234008","4481"
"DIS-034","Midwest Electric","Distribution","Grid Controller","192.168.223.106","df:0a:c8:ca:1e:c7","SW14","VLAN-49","Corporate Network","6","90","6","1.1373262468876877","6318"
"DIS-035","Midwest Electric","Distribution","Protection Relay","192.168.78.180","8a:22:29:a4:31:d3","SW11","VLAN-42","Corporate Network","3","89","37","2.911543722290041","6437"
"DIS-036","Midwest Electric","Distribution","HMI","192.168.203.73","f1:dd:2d:e8:02:06","SW34","VLAN-12","DMZ","9","34","40","1.473196064869039","7483"
"DIS-037","Midwest Electric","Distribution","DMS","192.168.37.39","38:d7:08:ad:7c:dd","SW41","VLAN-24","Corporate Network","9","33","49","1.129344465084151","8650"
"DIS-038","Midwest Electric","Distribution","IED","192.168.239.84","19:32:dc:71:8e:78","SW11","VLAN-84","DMZ","4","57","12","1.307859972959735","4400"
"DIS-039","Midwest Electric","Distribution","HMI","192.168.79.37","29:f9:d4:50:5f:0d","SW39","VLAN-20","Corporate Network","4","67","33","4.161489526495906","8595"
"DIS-040","Midwest Electric","Distribution","RTU","192.168.237.86","88:9e:d4:b9:2f:f6","SW13","VLAN-17","Safety Network","2","58","13","4.207793771057702","3453"
"DIS-041","Midwest Electric","Distribution","Arc Flash Monitor","192.168.48.109","3b:74:be:d6:9a:67","SW16","VLAN-51","Control Network","4","58","31","0.4390779322968674","3171"
"DIS-042","Midwest Electric","Distribution","HMI","192.168.115.107","f3:e7:c1:61:f4:d3","SW1","VLAN-33","Corporate Network","5","60","11","2.3219924411503334","2570"
