tag_id,plant,unit,device_type,ip_address,mac_address,protocol,vendor,model,firmware_version,last_seen,discovery_method,confidence_level,network_segment,criticality,is_managed,has_security_patches
"DIS-026","Pacific Power","Distribution","Environmental Monitor","192.168.48.145","6a:19:eb:0f:19:27","OPC UA","Siemens","EnvironmentalMonitor-3852","5.7.57","2025-10-21T14:01:40.837Z","Asset Inventory","60","VLAN-40","High","true","false"
"DIS-027","Pacific Power","Distribution","Arc Flash Monitor","192.168.162.90","fa:87:7b:c3:c6:38","Profinet","Emerson","ArcFlashMonitor-9608","1.8.79","2025-10-23T05:35:05.930Z","Network Scan","76","VLAN-14","High","true","true"
"DIS-028","Pacific Power","Distribution","SCADA","192.168.18.92","b3:df:a8:ef:41:c3","OPC UA","Schneider","SCADA-4778","1.1.91","2025-10-20T01:21:36.792Z","Network Scan","75","VLAN-94","Critical","true","true"
"CON-001","Pacific Power","Control Center","Arc Flash Monitor","192.168.221.129","0b:bb:bd:67:23:86","DNP3","Honeywell","ArcFlashMonitor-7078","5.8.7","2025-10-21T06:12:53.118Z","SNMP","82","VLAN-45","Medium","false","false"
"CON-002","Pacific Power","Control Center","EMS","192.168.41.166","1d:f3:be:6f:01:51","Modbus TCP","Honeywell","EMS-7250","1.4.55","2025-10-19T00:05:50.224Z","Network Scan","95","VLAN-1","Critical","true","false"
"CON-003","Pacific Power","Control Center","EMS","192.168.115.176","12:7e:c2:4b:77:e0","Modbus TCP","Siemens","EMS-2100","4.2.52","2025-10-23T00:11:55.895Z","Protocol Analysis","98","VLAN-20","Critical","false","true"
"CON-004","Pacific Power","Control Center","HMI","192.168.1.152","46:5b:d2:5a:ce:77","Modbus TCP","Siemens","HMI-4964","3.4.42","2025-10-23T19:12:31.294Z","Protocol Analysis","94","VLAN-76","Low","true","true"
"CON-005","Pacific Power","Control Center","HMI","192.168.114.103","64:cf:60:14:f8:75","Ethernet/IP","ABB","HMI-5420","4.9.44","2025-10-18T10:29:45.144Z","SNMP","75","VLAN-35","High","true","false"
"CON-006","Pacific Power","Control Center","SCADA","192.168.170.129","9b:b6:35:ea:f7:38","DNP3","Emerson","SCADA-4163","2.0.47","2025-10-22T19:07:07.702Z","SNMP","89","VLAN-48","Critical","true","true"
"CON-007","Pacific Power","Control Center","Grid Controller","192.168.214.244","c6:ab:75:87:c0:d2","Profinet","Rockwell","GridController-4314","5.0.76","2025-10-20T15:44:51.055Z","Protocol Analysis","87","VLAN-59","Medium","false","false"
"CON-008","Pacific Power","Control Center","DMS","192.168.182.91","da:aa:b4:8b:61:64","Modbus TCP","ABB","DMS-9365","5.1.43","2025-10-18T17:17:41.027Z","Network Scan","87","VLAN-34","Critical","true","true"
"CON-009","Pacific Power","Control Center","IED","192.168.143.34","36:3b:55:dc:85:4b","OPC UA","Siemens","IED-8724","2.7.76","2025-10-18T23:38:39.537Z","SNMP","69","VLAN-12","Medium","true","false"
"CON-010","Pacific Power","Control Center","Arc Flash Monitor","192.168.118.160","47:58:6d:81:dc:43","DNP3","Siemens","ArcFlashMonitor-3403","3.8.3","2025-10-19T10:30:45.252Z","Asset Inventory","75","VLAN-15","Low","true","false"
"CON-011","Pacific Power","Control Center","HMI","192.168.117.70","95:7e:c6:ca:a2:65","Ethernet/IP","Rockwell","HMI-1889","4.3.74","2025-10-23T01:29:32.626Z","Network Scan","63","VLAN-24","Low","true","true"
"CON-012","Pacific Power","Control Center","HMI","192.168.139.28","fc:c3:4c:d3:d1:14","DNP3","Rockwell","HMI-7147","3.9.4","2025-10-17T23:48:49.871Z","Network Scan","88","VLAN-31","Low","true","false"
"CON-013","Pacific Power","Control Center","RTU","192.168.54.215","23:b6:61:6b:4e:91","Ethernet/IP","Emerson","RTU-6914","4.5.31","2025-10-20T13:49:01.471Z","Network Scan","98","VLAN-91","Critical","true","false"
"CON-014","Pacific Power","Control Center","Protection Relay","192.168.139.0","96:96:b4:37:75:ed","Ethernet/IP","Rockwell","ProtectionRelay-6185","5.1.26","2025-10-21T10:16:29.806Z","Protocol Analysis","76","VLAN-71","High","true","false"
"CON-015","Pacific Power","Control Center","DMS","192.168.105.153","65:15:86:97:07:6c","Ethernet/IP","Siemens","DMS-2844","4.2.87","2025-10-24T11:27:26.222Z","Protocol Analysis","95","VLAN-43","Low","true","false"
"CON-016","Pacific Power","Control Center","RTU","192.168.55.104","c7:a5:3e:5b:a6:e3","DNP3","Emerson","RTU-8770","1.0.14","2025-10-24T14:01:38.994Z","Protocol Analysis","98","VLAN-55","Low","true","true"
"CON-017","Pacific Power","Control Center","EMS","192.168.107.181","55:32:b9:2c:cd:f9","DNP3","Honeywell","EMS-5093","2.8.95","2025-10-20T01:51:08.662Z","Asset Inventory","63","VLAN-24","Low","true","true"
"CON-018","Pacific Power","Control Center","IED","192.168.24.88","6d:b1:55:2b:ec:23","DNP3","Siemens","IED-1155","4.2.20","2025-10-24T12:47:44.270Z","Protocol Analysis","68","VLAN-78","Medium","false","false"
"CON-019","Pacific Power","Control Center","RTU","192.168.195.142","c5:3d:3c:52:cd:50","Ethernet/IP","Rockwell","RTU-5517","5.9.71","2025-10-24T05:21:03.418Z","Network Scan","61","VLAN-100","Critical","true","true"
"CON-020","Pacific Power","Control Center","Grid Controller","192.168.58.90","cc:2d:aa:bf:a7:ed","DNP3","Schneider","GridController-3772","4.2.90","2025-10-18T19:19:24.070Z","SNMP","65","VLAN-30","Low","true","true"
"CON-021","Pacific Power","Control Center","SCADA","192.168.54.84","52:76:18:93:79:80","Profinet","Emerson","SCADA-8365","2.5.36","2025-10-23T18:09:16.100Z","SNMP","76","VLAN-6","Low","true","true"
"SUB-001","Pacific Power","Substation","Grid Controller","192.168.229.251","88:ba:7b:63:6c:94","Ethernet/IP","Rockwell","GridController-9801","3.6.30","2025-10-24T01:28:06.133Z","Asset Inventory","93","VLAN-30","Medium","false","true"
"SUB-002","Pacific Power","Substation","HMI","192.168.31.246","4d:3f:27:81:02:3f","Modbus TCP","Schneider","HMI-4499","1.9.73","2025-10-18T15:14:08.940Z","Network Scan","74","VLAN-57","High","true","true"
"SUB-003","Pacific Power","Substation","Protection Relay","192.168.215.148","7c:7c:1c:ca:6a:39","Profinet","ABB","ProtectionRelay-1153","5.6.42","2025-10-18T13:16:51.876Z","Protocol Analysis","62","VLAN-87","Low","true","true"
"SUB-004","Pacific Power","Substation","RTU","192.168.34.240","e9:b6:20:ca:0b:eb","Profinet","Rockwell","RTU-9630","1.9.59","2025-10-22T07:02:51.486Z","Asset Inventory","77","VLAN-44","Critical","true","false"
"SUB-005","Pacific Power","Substation","DMS","192.168.89.32","3f:f3:31:69:6e:5d","Modbus TCP","Schneider","DMS-6393","4.3.43","2025-10-21T17:23:32.888Z","SNMP","91","VLAN-52","Critical","true","true"
"SUB-006","Pacific Power","Substation","IED","192.168.18.152","2c:ab:aa:bf:e5:4f","OPC UA","Honeywell","IED-1415","1.6.81","2025-10-24T11:24:38.538Z","Asset Inventory","89","VLAN-43","High","true","true"
"SUB-007","Pacific Power","Substation","Grid Controller","192.168.93.53","f8:0a:a9:48:54:41","OPC UA","Schneider","GridController-8099","1.2.91","2025-10-19T05:13:38.291Z","Protocol Analysis","98","VLAN-81","High","true","true"
"SUB-008","Pacific Power","Substation","Grid Controller","192.168.66.124","45:ed:32:db:04:b1","Ethernet/IP","ABB","GridController-7211","2.8.43","2025-10-19T21:31:19.424Z","SNMP","75","VLAN-62","High","false","false"
"SUB-009","Pacific Power","Substation","HMI","192.168.20.68","33:83:d0:f7:64:26","Ethernet/IP","Emerson","HMI-9706","4.5.42","2025-10-20T06:36:16.830Z","Asset Inventory","70","VLAN-52","Low","true","true"
"SUB-010","Pacific Power","Substation","SCADA","192.168.176.157","44:6c:58:2d:05:37","Modbus TCP","Rockwell","SCADA-8221","4.6.21","2025-10-23T23:48:41.369Z","Protocol Analysis","75","VLAN-85","Critical","true","false"
"SUB-011","Pacific Power","Substation","DMS","192.168.224.178","f0:b4:f2:3a:9a:9d","Modbus TCP","Honeywell","DMS-3604","3.1.34","2025-10-22T13:18:35.024Z","Protocol Analysis","90","VLAN-40","Medium","false","false"
"SUB-012","Pacific Power","Substation","Arc Flash Monitor","192.168.31.137","96:19:77:27:80:b2","Profinet","Siemens","ArcFlashMonitor-7687","2.3.70","2025-10-19T12:30:05.993Z","SNMP","61","VLAN-60","Low","false","true"
"SUB-013","Pacific Power","Substation","Protection Relay","192.168.191.103","2d:39:a1:d0:83:89","OPC UA","Rockwell","ProtectionRelay-3813","5.4.2","2025-10-22T04:56:02.003Z","Network Scan","61","VLAN-9","Critical","true","false"
"SUB-014","Pacific Power","Substation","Environmental Monitor","192.168.204.60","56:6a:85:59:5a:99","Profinet","ABB","EnvironmentalMonitor-8275","1.5.11","2025-10-20T00:01:33.940Z","SNMP","64","VLAN-46","Critical","false","true"
"SUB-015","Pacific Power","Substation","RTU","192.168.20.35","57:99:e8:e6:87:dc","Ethernet/IP","Emerson","RTU-8182","4.2.54","2025-10-19T22:12:24.848Z","SNMP","82","VLAN-4","Medium","true","true"
"SUB-016","Pacific Power","Substation","DMS","192.168.176.139","93:90:5e:fd:30:d4","Profinet","Schneider","DMS-9176","3.1.46","2025-10-19T21:26:25.275Z","Asset Inventory","97","VLAN-98","High","true","true"
"SUB-017","Pacific Power","Substation","Grid Controller","192.168.185.26","5a:ab:24:23:18:e6","OPC UA","Rockwell","GridController-5161","2.1.45","2025-10-20T23:52:48.194Z","Network Scan","89","VLAN-18","Medium","true","false"
"SUB-018","Pacific Power","Substation","Grid Controller","192.168.107.232","95:1a:17:93:f5:91","DNP3","Emerson","GridController-2192","1.7.6","2025-10-24T02:37:03.836Z","Protocol Analysis","61","VLAN-20","High","true","false"
"SUB-019","Pacific Power","Substation","RTU","192.168.43.214","96:25:3f:51:08:c7","Modbus TCP","Siemens","RTU-4952","4.9.66","2025-10-24T02:32:58.165Z","Protocol Analysis","85","VLAN-21","Low","true","true"
"SUB-020","Pacific Power","Substation","SCADA","192.168.238.109","4e:70:f9:0b:12:ca","OPC UA","Emerson","SCADA-6732","2.8.30","2025-10-17T19:04:41.030Z","Asset Inventory","89","VLAN-57","High","true","true"
"SUB-021","Pacific Power","Substation","Environmental Monitor","192.168.131.202","16:0e:0b:c0:72:e0","Modbus TCP","ABB","EnvironmentalMonitor-3357","4.6.25","2025-10-19T15:00:39.119Z","Protocol Analysis","73","VLAN-19","Medium","true","true"
"ENV-001","Pacific Power","Environmental Controls","Arc Flash Monitor","192.168.40.28","89:48:cf:48:25:01","DNP3","Schneider","ArcFlashMonitor-9760","3.3.14","2025-10-19T04:19:42.206Z","Network Scan","80","VLAN-29","Medium","true","true"
"ENV-002","Pacific Power","Environmental Controls","EMS","192.168.156.149","e8:08:23:1e:c7:e2","Ethernet/IP","ABB","EMS-6538","4.9.93","2025-10-17T22:37:20.570Z","Asset Inventory","89","VLAN-97","Critical","true","true"
"ENV-003","Pacific Power","Environmental Controls","Arc Flash Monitor","192.168.237.201","1e:f0:03:4e:ac:3c","Modbus TCP","Schneider","ArcFlashMonitor-3539","3.1.45","2025-10-19T06:38:07.015Z","Protocol Analysis","95","VLAN-51","High","true","false"
"ENV-004","Pacific Power","Environmental Controls","SCADA","192.168.1.37","d6:c8:54:0e:50:10","Profinet","Rockwell","SCADA-5741","4.1.97","2025-10-24T17:57:31.018Z","Network Scan","94","VLAN-84","Low","true","true"
"ENV-005","Pacific Power","Environmental Controls","EMS","192.168.81.233","03:eb:c8:d6:b1:71","Ethernet/IP","Siemens","EMS-1806","3.5.63","2025-10-18T23:07:50.005Z","Protocol Analysis","73","VLAN-44","Critical","true","true"
"ENV-006","Pacific Power","Environmental Controls","IED","192.168.245.75","d2:10:30:16:05:b4","Modbus TCP","Schneider","IED-5965","2.4.73","2025-10-18T09:55:59.067Z","Protocol Analysis","64","VLAN-3","Critical","false","false"
"ENV-007","Pacific Power","Environmental Controls","HMI","192.168.162.254","1c:a1:2b:6a:f4:94","Profinet","Honeywell","HMI-2683","2.2.68","2025-10-21T05:21:05.862Z","Protocol Analysis","82","VLAN-26","Medium","true","false"
"ENV-008","Pacific Power","Environmental Controls","Protection Relay","192.168.184.13","30:d1:a5:ba:b5:f9","OPC UA","Rockwell","ProtectionRelay-8337","4.5.20","2025-10-21T05:29:43.304Z","Protocol Analysis","88","VLAN-54","Low","false","true"
"ENV-009","Pacific Power","Environmental Controls","HMI","192.168.67.64","52:81:cd:25:9f:4b","Modbus TCP","Siemens","HMI-7470","1.8.81","2025-10-24T07:02:48.599Z","SNMP","79","VLAN-46","Critical","true","true"
"ENV-010","Pacific Power","Environmental Controls","Grid Controller","192.168.58.219","ee:b0:57:a1:d2:30","Modbus TCP","Schneider","GridController-9310","1.6.43","2025-10-24T01:18:36.423Z","SNMP","92","VLAN-87","Low","false","false"
"ENV-011","Pacific Power","Environmental Controls","DMS","192.168.18.5","3b:da:77:b0:5d:7d","Ethernet/IP","Honeywell","DMS-3697","5.8.53","2025-10-21T03:56:21.683Z","Asset Inventory","93","VLAN-69","Critical","true","true"
"ENV-012","Pacific Power","Environmental Controls","SCADA","192.168.5.172","31:b7:8b:63:6b:55","Modbus TCP","Rockwell","SCADA-8265","4.5.16","2025-10-23T16:39:21.478Z","Protocol Analysis","82","VLAN-23","High","true","true"
"ENV-013","Pacific Power","Environmental Controls","RTU","192.168.146.146","c6:f0:ce:19:0f:15","DNP3","Honeywell","RTU-9946","2.4.68","2025-10-18T16:52:28.168Z","Asset Inventory","83","VLAN-81","Medium","true","false"
"ENV-014","Pacific Power","Environmental Controls","Environmental Monitor","192.168.97.139","ff:da:94:12:b5:02","Ethernet/IP","Siemens","EnvironmentalMonitor-8594","3.9.83","2025-10-23T16:17:36.981Z","Protocol Analysis","83","VLAN-78","Critical","false","false"
"ENV-015","Pacific Power","Environmental Controls","EMS","192.168.51.211","02:68:d8:fb:26:79","Ethernet/IP","Emerson","EMS-9397","1.3.30","2025-10-18T10:32:50.609Z","SNMP","91","VLAN-76","Medium","true","true"
"ENV-016","Pacific Power","Environmental Controls","RTU","192.168.39.243","33:74:3e:5b:06:01","Modbus TCP","ABB","RTU-7085","1.5.96","2025-10-24T04:10:59.023Z","Protocol Analysis","97","VLAN-36","Critical","false","false"
"ENV-017","Pacific Power","Environmental Controls","HMI","192.168.74.156","84:b1:3e:05:ec:d5","OPC UA","Rockwell","HMI-1795","5.1.23","2025-10-18T17:42:41.499Z","Network Scan","86","VLAN-26","Critical","true","false"
"ENV-018","Pacific Power","Environmental Controls","Grid Controller","192.168.247.124","6a:cc:86:22:61:63","Ethernet/IP","Honeywell","GridController-5191","2.4.28","2025-10-23T13:24:57.973Z","Asset Inventory","61","VLAN-33","Critical","true","false"
"ENV-019","Pacific Power","Environmental Controls","SCADA","192.168.104.18","7c:90:47:d4:7a:00","Ethernet/IP","Siemens","SCADA-3007","1.0.18","2025-10-23T02:21:06.904Z","Protocol Analysis","76","VLAN-44","High","true","true"
"ENV-020","Pacific Power","Environmental Controls","SCADA","192.168.91.120","4f:d5:6f:5b:1f:0a","Modbus TCP","Siemens","SCADA-7706","5.9.39","2025-10-18T09:05:32.600Z","Network Scan","65","VLAN-98","Medium","true","true"
"ENV-021","Pacific Power","Environmental Controls","SCADA","192.168.174.74","33:d3:df:af:6c:bd","OPC UA","Emerson","SCADA-6746","1.4.85","2025-10-19T12:32:38.562Z","Protocol Analysis","63","VLAN-76","Medium","true","true"
"ENV-022","Pacific Power","Environmental Controls","HMI","192.168.27.25","49:f6:87:a3:ae:ca","Modbus TCP","Rockwell","HMI-6869","1.9.68","2025-10-22T21:03:08.243Z","Protocol Analysis","69","VLAN-97","High","false","false"
"ENV-023","Pacific Power","Environmental Controls","Grid Controller","192.168.125.17","c1:63:55:a2:ff:84","Ethernet/IP","Schneider","GridController-4986","5.7.40","2025-10-23T17:59:59.172Z","Network Scan","80","VLAN-44","Low","false","false"
"ENV-024","Pacific Power","Environmental Controls","EMS","192.168.178.15","7a:a7:56:06:d2:e8","Modbus TCP","Rockwell","EMS-2271","4.8.2","2025-10-23T10:26:10.989Z","SNMP","68","VLAN-5","Critical","true","true"
"ENV-025","Pacific Power","Environmental Controls","HMI","192.168.107.33","ca:4f:d4:f6:45:07","Ethernet/IP","Siemens","HMI-3040","2.5.70","2025-10-22T17:10:56.405Z","SNMP","73","VLAN-71","Medium","true","false"
"ENV-026","Pacific Power","Environmental Controls","EMS","192.168.61.52","3f:13:d1:21:24:0a","Profinet","Siemens","EMS-4307","1.6.79","2025-10-19T11:45:30.994Z","Network Scan","79","VLAN-12","Low","true","true"
"ENV-027","Pacific Power","Environmental Controls","HMI","192.168.7.24","84:6e:20:72:f4:fd","DNP3","Rockwell","HMI-8346","5.2.68","2025-10-20T07:09:42.571Z","Protocol Analysis","80","VLAN-39","High","false","true"
"ENV-028","Pacific Power","Environmental Controls","SCADA","192.168.251.124","65:d0:01:c5:53:15","Modbus TCP","Honeywell","SCADA-5909","2.1.57","2025-10-19T13:50:24.881Z","SNMP","65","VLAN-6","Critical","true","true"
"ENV-029","Pacific Power","Environmental Controls","IED","192.168.166.30","50:33:4d:a5:43:68","Ethernet/IP","Rockwell","IED-3077","5.2.62","2025-10-18T07:14:52.351Z","Asset Inventory","70","VLAN-78","Low","true","false"
"ENV-030","Pacific Power","Environmental Controls","RTU","192.168.202.84","68:f1:6e:e6:d4:7e","DNP3","Siemens","RTU-3586","4.0.62","2025-10-24T09:56:52.222Z","Protocol Analysis","63","VLAN-12","Medium","true","false"
"ENV-031","Pacific Power","Environmental Controls","Protection Relay","192.168.80.89","8d:a9:0b:06:bb:64","DNP3","Schneider","ProtectionRelay-3395","4.7.3","2025-10-20T16:17:48.272Z","SNMP","77","VLAN-9","Low","true","false"
"ENV-032","Pacific Power","Environmental Controls","Arc Flash Monitor","192.168.56.157","49:0a:39:a7:28:bc","Profinet","Rockwell","ArcFlashMonitor-8528","2.8.25","2025-10-17T23:00:13.130Z","Protocol Analysis","93","VLAN-87","High","true","false"
"ENV-033","Pacific Power","Environmental Controls","Grid Controller","192.168.57.210","ca:13:9b:ec:0c:d6","Modbus TCP","Emerson","GridController-8636","2.6.47","2025-10-17T21:45:23.692Z","SNMP","71","VLAN-71","Medium","true","true"
"ENV-034","Pacific Power","Environmental Controls","Environmental Monitor","192.168.182.92","54:61:af:cf:49:17","OPC UA","Schneider","EnvironmentalMonitor-8998","1.0.20","2025-10-19T14:05:38.397Z","Protocol Analysis","91","VLAN-47","Low","false","true"
"ENV-035","Pacific Power","Environmental Controls","Protection Relay","192.168.57.134","80:c4:23:c6:b5:b7","Ethernet/IP","Rockwell","ProtectionRelay-3308","2.3.91","2025-10-22T01:15:22.848Z","Network Scan","70","VLAN-38","Critical","true","true"
"ENV-036","Pacific Power","Environmental Controls","SCADA","192.168.24.127","b1:fe:69:68:a9:b4","OPC UA","Siemens","SCADA-1177","3.7.89","2025-10-23T05:44:58.413Z","Network Scan","93","VLAN-23","Critical","true","false"
"ENV-037","Pacific Power","Environmental Controls","SCADA","192.168.100.225","1b:d3:ec:ba:4a:18","OPC UA","Rockwell","SCADA-4750","5.3.38","2025-10-24T11:28:21.191Z","Network Scan","78","VLAN-12","High","false","false"
"ENV-038","Pacific Power","Environmental Controls","Arc Flash Monitor","192.168.52.80","57:85:46:df:eb:d8","Modbus TCP","Emerson","ArcFlashMonitor-3381","2.7.59","2025-10-22T03:51:35.265Z","SNMP","74","VLAN-76","Low","true","false"
"ENV-039","Pacific Power","Environmental Controls","EMS","192.168.123.218","49:09:fe:3a:5c:c8","Profinet","Siemens","EMS-3561","2.6.75","2025-10-20T23:38:56.107Z","Asset Inventory","88","VLAN-34","Critical","false","false"
"GEN-001","Midwest Electric","Generation Unit","Environmental Monitor","192.168.254.246","2d:5d:40:80:e9:1a","DNP3","Schneider","EnvironmentalMonitor-5567","3.3.16","2025-10-20T18:07:15.749Z","Asset Inventory","87","VLAN-86","Critical","true","true"
"GEN-002","Midwest Electric","Generation Unit","Arc Flash Monitor","192.168.230.245","f8:43:5f:c7:31:b6","Modbus TCP","Schneider","ArcFlashMonitor-3595","4.1.91","2025-10-22T14:42:14.729Z","Network Scan","73","VLAN-47","Medium","false","false"
"GEN-003","Midwest Electric","Generation Unit","IED","192.168.174.23","57:17:9a:18:63:20","Ethernet/IP","Siemens","IED-2494","2.5.36","2025-10-18T19:19:45.124Z","SNMP","75","VLAN-97","Critical","false","false"
"GEN-004","Midwest Electric","Generation Unit","DMS","192.168.49.9","33:2c:ba:04:b4:77","Modbus TCP","Emerson","DMS-8948","1.4.17","2025-10-18T23:13:43.313Z","SNMP","92","VLAN-25","Medium","true","true"
"GEN-005","Midwest Electric","Generation Unit","RTU","192.168.182.140","70:c3:8c:d6:40:e3","OPC UA","Schneider","RTU-2250","3.3.46","2025-10-21T01:23:28.704Z","Asset Inventory","84","VLAN-14","High","true","true"
"GEN-006","Midwest Electric","Generation Unit","RTU","192.168.83.59","f8:8c:e4:41:68:e6","Profinet","ABB","RTU-1599","4.2.25","2025-10-22T16:37:55.464Z","Asset Inventory","62","VLAN-88","Critical","false","false"
"GEN-007","Midwest Electric","Generation Unit","Grid Controller","192.168.145.242","c9:23:03:63:6d:2b","OPC UA","Siemens","GridController-4375","2.6.77","2025-10-19T06:34:31.149Z","Protocol Analysis","95","VLAN-3","Low","true","true"
"GEN-008","Midwest Electric","Generation Unit","RTU","192.168.184.82","63:28:c9:b7:5f:1e","Profinet","Schneider","RTU-2844","3.0.59","2025-10-24T02:31:40.353Z","Protocol Analysis","61","VLAN-1","Critical","false","true"
"GEN-009","Midwest Electric","Generation Unit","HMI","192.168.231.26","28:92:c8:a7:99:fd","DNP3","Emerson","HMI-7612","2.5.71","2025-10-19T12:22:33.129Z","Asset Inventory","85","VLAN-13","Critical","true","false"
"GEN-010","Midwest Electric","Generation Unit","Arc Flash Monitor","192.168.237.44","b5:7a:dd:2e:62:39","Profinet","Rockwell","ArcFlashMonitor-2890","2.2.28","2025-10-19T15:43:59.730Z","SNMP","86","VLAN-76","Medium","true","false"
"GEN-011","Midwest Electric","Generation Unit","Grid Controller","192.168.141.51","45:2c:7c:f6:c1:1c","Profinet","Rockwell","GridController-4899","4.7.21","2025-10-18T05:05:26.316Z","Protocol Analysis","64","VLAN-41","Low","false","true"
"GEN-012","Midwest Electric","Generation Unit","DMS","192.168.9.162","f2:c1:59:dd:4f:c4","Modbus TCP","Schneider","DMS-3969","2.2.18","2025-10-21T06:48:28.569Z","Network Scan","78","VLAN-49","Critical","false","true"
"GEN-013","Midwest Electric","Generation Unit","SCADA","192.168.75.53","9c:ce:2f:19:3e:2a","Ethernet/IP","Rockwell","SCADA-7198","1.1.30","2025-10-22T17:02:41.546Z","Protocol Analysis","60","VLAN-51","High","false","true"
"GEN-014","Midwest Electric","Generation Unit","RTU","192.168.137.212","61:7b:c6:d8:bf:8d","Modbus TCP","ABB","RTU-7120","3.7.36","2025-10-18T22:01:25.862Z","SNMP","85","VLAN-6","Medium","false","true"
"GEN-015","Midwest Electric","Generation Unit","HMI","192.168.126.251","a8:a2:8f:dc:1e:92","OPC UA","Schneider","HMI-7863","2.9.32","2025-10-22T10:35:58.407Z","SNMP","97","VLAN-51","Low","true","true"
"GEN-016","Midwest Electric","Generation Unit","HMI","192.168.173.177","c4:da:00:ad:3e:f4","Ethernet/IP","Honeywell","HMI-5422","3.1.54","2025-10-23T10:45:24.429Z","SNMP","89","VLAN-48","Critical","true","true"
"GEN-017","Midwest Electric","Generation Unit","RTU","192.168.116.131","8e:86:50:fe:f0:23","Ethernet/IP","Schneider","RTU-7327","1.8.50","2025-10-23T02:48:38.278Z","Protocol Analysis","68","VLAN-61","Medium","true","false"
"GEN-018","Midwest Electric","Generation Unit","IED","192.168.245.181","d4:ce:46:56:7b:40","DNP3","Rockwell","IED-4157","2.1.37","2025-10-18T07:35:53.441Z","SNMP","73","VLAN-36","Medium","true","true"
"GEN-019","Midwest Electric","Generation Unit","IED","192.168.226.92","34:24:29:bb:19:d2","OPC UA","Schneider","IED-9583","4.5.33","2025-10-19T17:40:42.175Z","Network Scan","86","VLAN-39","Critical","true","true"
"GEN-020","Midwest Electric","Generation Unit","RTU","192.168.110.3","d0:98:e5:e4:15:10","DNP3","Honeywell","RTU-3455","2.3.74","2025-10-19T07:24:11.208Z","Network Scan","60","VLAN-67","High","true","true"
"GEN-021","Midwest Electric","Generation Unit","RTU","192.168.203.27","0f:3b:fd:32:8f:33","Modbus TCP","Siemens","RTU-9007","4.2.8","2025-10-18T14:45:27.383Z","Asset Inventory","66","VLAN-76","Medium","true","true"
"GEN-022","Midwest Electric","Generation Unit","HMI","192.168.40.236","5d:86:44:4a:4d:e7","Ethernet/IP","Schneider","HMI-1870","5.6.37","2025-10-22T09:40:00.408Z","Network Scan","90","VLAN-46","Medium","true","true"
"GEN-023","Midwest Electric","Generation Unit","EMS","192.168.248.4","41:0a:39:9c:a7:ce","Modbus TCP","Siemens","EMS-5647","1.2.3","2025-10-21T10:26:46.659Z","Protocol Analysis","75","VLAN-85","Low","true","false"
"GEN-024","Midwest Electric","Generation Unit","Environmental Monitor","192.168.141.149","87:48:15:b0:37:c2","DNP3","Schneider","EnvironmentalMonitor-4864","2.2.40","2025-10-20T20:40:55.329Z","Asset Inventory","67","VLAN-82","Critical","true","true"
"GEN-025","Midwest Electric","Generation Unit","Arc Flash Monitor","192.168.244.252","af:75:9c:03:e0:b2","OPC UA","Emerson","ArcFlashMonitor-5507","4.9.25","2025-10-17T22:52:57.597Z","Asset Inventory","98","VLAN-13","High","true","true"
"GEN-026","Midwest Electric","Generation Unit","SCADA","192.168.151.153","4a:72:62:90:a8:16","Profinet","Schneider","SCADA-1662","5.7.40","2025-10-22T06:57:30.556Z","SNMP","89","VLAN-35","Low","true","false"
"GEN-027","Midwest Electric","Generation Unit","IED","192.168.156.56","8c:d8:20:ff:cc:ec","Profinet","Schneider","IED-6939","5.8.49","2025-10-24T09:28:46.925Z","Network Scan","62","VLAN-21","Critical","true","false"
"GEN-028","Midwest Electric","Generation Unit","HMI","192.168.73.216","e4:66:bb:84:d0:82","Ethernet/IP","Honeywell","HMI-2266","5.7.47","2025-10-20T21:57:58.502Z","Protocol Analysis","91","VLAN-41","Low","false","true"
"GEN-029","Midwest Electric","Generation Unit","HMI","192.168.226.88","95:10:c6:eb:a7:ea","Profinet","ABB","HMI-9130","2.2.17","2025-10-18T23:30:48.528Z","Network Scan","97","VLAN-66","Critical","true","true"
"GEN-030","Midwest Electric","Generation Unit","Environmental Monitor","192.168.110.174","3c:e2:bb:e8:a6:8b","Profinet","Schneider","EnvironmentalMonitor-6415","2.1.8","2025-10-20T13:27:23.763Z","Asset Inventory","69","VLAN-68","Medium","true","true"
"GEN-031","Midwest Electric","Generation Unit","IED","192.168.125.55","94:d8:25:d8:bd:39","OPC UA","Schneider","IED-4355","5.1.30","2025-10-18T03:54:13.318Z","SNMP","89","VLAN-36","Medium","true","false"
"GEN-032","Midwest Electric","Generation Unit","SCADA","192.168.70.22","b9:14:b5:6f:b1:50","Ethernet/IP","ABB","SCADA-6313","1.4.94","2025-10-24T09:43:43.973Z","Asset Inventory","81","VLAN-18","High","true","true"
"GEN-033","Midwest Electric","Generation Unit","Grid Controller","192.168.47.214","46:d1:66:9e:8b:9b","DNP3","Siemens","GridController-2027","2.3.10","2025-10-22T21:58:03.840Z","Network Scan","87","VLAN-58","Medium","true","false"
"GEN-034","Midwest Electric","Generation Unit","DMS","192.168.247.87","a0:5a:d9:33:c8:d7","Ethernet/IP","Siemens","DMS-7527","2.3.98","2025-10-20T01:29:01.738Z","SNMP","94","VLAN-38","Low","true","true"
