tag_id,plant,plant_code,unit,unit_code,area,device_type,security_tier,criticality,manufacturer,model,serial_number,description,location,installation_date,expected_ip,expected_protocol,vlan,safety_system,last_maintenance,warranty_expires
TMMK-BDY-0826,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 4,Fixture Clamp,3,Medium,Bosch Rexroth,BOS-FixtureClamp-5144,SN-V6J3OW1VW2,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 2",2024-09-09,,,101,,2025-08-09,2026-02-04
TMMK-BDY-0827,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 4,Fixture Clamp,3,Medium,ABB,ABB-FixtureClamp-2209,SN-HTYJO3HSNN,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 8",2020-12-25,,,101,,2025-11-13,2027-04-27
TMMK-BDY-0828,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 4,Fixture Clamp,3,Medium,Rockwell,ROC-FixtureClamp-3025,SN-HD1H2OVLR6,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 8",2025-10-17,,,101,,2026-01-17,2027-06-01
TMMK-BDY-0829,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 2,Fixture Clamp,3,Medium,Kawasaki,KAW-FixtureClamp-3740,SN-17TXCAY50T,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 8",2020-09-08,,,101,,2025-06-16,2026-06-25
TMMK-BDY-0830,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 1,Fixture Clamp,3,Medium,Siemens,SIE-FixtureClamp-3895,SN-OE66LZOVJN,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 10",2021-12-25,,,101,,2025-10-14,2026-06-11
TMMK-BDY-0831,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 4,Fixture Clamp,3,Medium,Kawasaki,KAW-FixtureClamp-3526,SN-QBRILLU79G,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 6",2021-10-13,,,101,,2026-01-03,2027-02-02
TMMK-BDY-0832,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 1,Fixture Clamp,3,Medium,Rockwell,ROC-FixtureClamp-8277,SN-JCHYCHZFV0,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 3",2024-09-01,,,101,,2025-01-26,2027-11-14
TMMK-BDY-0833,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 2,Fixture Clamp,3,Medium,Rockwell,ROC-FixtureClamp-8807,SN-8BLKUEUAEJ,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 5",2022-12-31,,,101,,2025-12-26,2027-08-22
TMMK-BDY-0834,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 2,Fixture Clamp,3,Medium,Pilz,PIL-FixtureClamp-7763,SN-GUQSC6IJ76,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 10",2020-04-26,,,101,,2025-04-04,2026-03-02
TMMK-BDY-0835,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 1,Fixture Clamp,3,Medium,Fronius,FRO-FixtureClamp-3855,SN-G5IHJC01SZ,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 7",2023-09-19,,,101,,2025-03-01,2027-03-21
TMMK-BDY-0836,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 3,Fixture Clamp,3,Medium,Fronius,FRO-FixtureClamp-4399,SN-FIFTWY081U,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 9",2021-07-27,,,101,,2025-03-29,2027-02-18
TMMK-BDY-0837,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 4,Fixture Clamp,3,Medium,Rockwell,ROC-FixtureClamp-1249,SN-R2UAAVGP23,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 6",2023-08-17,,,101,,2025-03-11,2027-12-27
TMMK-BDY-0838,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 2,Fixture Clamp,3,Medium,Rockwell,ROC-FixtureClamp-8381,SN-LSWMERV6IF,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 10",2023-05-22,,,101,,2025-03-29,2027-06-29
TMMK-BDY-0839,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 1,Fixture Clamp,3,Medium,Rockwell,ROC-FixtureClamp-4055,SN-4XBGJJRAUP,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 3",2022-01-01,,,101,,2025-03-29,2027-11-06
TMMK-BDY-0840,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 3,Fixture Clamp,3,Medium,Bosch Rexroth,BOS-FixtureClamp-2368,SN-I3Q69U19VV,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 9",2021-04-29,,,101,,2025-04-13,2027-09-23
TMMK-BDY-0841,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 2,Fixture Clamp,3,Medium,Rockwell,ROC-FixtureClamp-9366,SN-4EJQWESEHG,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 1",2025-06-28,,,101,,2025-08-12,2027-10-10
TMMK-BDY-0842,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 2,Fixture Clamp,3,Medium,Lincoln Electric,LIN-FixtureClamp-6348,SN-XHQPFMJ1F1,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 7",2024-12-13,,,101,,2025-07-21,2026-04-11
TMMK-BDY-0843,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 2,Fixture Clamp,3,Medium,ABB,ABB-FixtureClamp-4197,SN-8HEOUR7LCR,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 4",2021-10-21,,,101,,2025-08-24,2027-03-04
TMMK-BDY-0844,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 2,Fixture Clamp,3,Medium,ABB,ABB-FixtureClamp-6388,SN-3WF1PQ6PLP,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 8",2023-07-01,,,101,,2025-07-31,2027-02-13
TMMK-BDY-0845,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 4,Fixture Clamp,3,Medium,Fronius,FRO-FixtureClamp-9675,SN-AGUHZR0QJX,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 7",2023-06-03,,,101,,2025-08-04,2027-07-12
TMMK-BDY-0846,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 3,Fixture Clamp,3,Medium,Pilz,PIL-FixtureClamp-2506,SN-978U2WQITB,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 5",2023-04-27,,,101,,2025-11-11,2026-09-11
TMMK-BDY-0847,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 1,Fixture Clamp,3,Medium,Siemens,SIE-FixtureClamp-4450,SN-TOGVW71IRC,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 5",2020-11-26,,,101,,2025-05-03,2027-01-18
TMMK-BDY-0848,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 2,Fixture Clamp,3,Medium,ABB,ABB-FixtureClamp-9553,SN-G23XG98NT5,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 8",2021-07-18,,,101,,2025-02-08,2027-01-06
TMMK-BDY-0849,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 1,Fixture Clamp,3,Medium,SICK,SIC-FixtureClamp-8038,SN-LX192BEUKN,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 1",2025-04-25,,,101,,2025-07-05,2026-02-27
TMMK-BDY-0850,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 4,Fixture Clamp,3,Medium,Fanuc,FAN-FixtureClamp-2864,SN-QX0ALG89DY,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 10",2024-09-18,,,101,,2026-01-10,2026-08-29
TMMK-BDY-0851,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 4,Fixture Clamp,3,Medium,SICK,SIC-FixtureClamp-2907,SN-D869GVDRSK,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 10",2025-05-12,,,101,,2025-03-24,2027-05-13
TMMK-BDY-0852,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 1,Fixture Clamp,3,Medium,Siemens,SIE-FixtureClamp-1304,SN-TKTAY7AFTI,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 1",2021-12-24,,,101,,2025-10-17,2027-08-01
TMMK-BDY-0853,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 3,Fixture Clamp,3,Medium,Kawasaki,KAW-FixtureClamp-5788,SN-L502ODTGOI,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 7",2023-04-16,,,101,,2025-11-10,2026-06-06
TMMK-BDY-0854,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 4,Fixture Clamp,3,Medium,ABB,ABB-FixtureClamp-4133,SN-1E8ND68RQQ,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 8",2024-06-30,,,101,,2025-11-23,2027-12-23
TMMK-BDY-0855,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 3,Fixture Clamp,3,Medium,Rockwell,ROC-FixtureClamp-1883,SN-RPF1DXY1T6,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 9",2022-06-26,,,101,,2025-10-31,2026-05-23
TMMK-BDY-0856,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 1,Fixture Clamp,3,Medium,Rockwell,ROC-FixtureClamp-8415,SN-GD8CNHBTM1,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 7",2022-06-09,,,101,,2026-01-21,2026-07-03
TMMK-BDY-0857,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 3,Fixture Clamp,3,Medium,Fanuc,FAN-FixtureClamp-9003,SN-QTEXC8M798,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 8",2021-12-20,,,101,,2025-12-14,2027-09-09
TMMK-BDY-0858,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 2,Fixture Clamp,3,Medium,Fronius,FRO-FixtureClamp-2434,SN-N6QCO983NY,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 3",2024-07-23,,,101,,2025-02-04,2027-10-13
TMMK-BDY-0859,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 3,Fixture Clamp,3,Medium,Fronius,FRO-FixtureClamp-4540,SN-CJ9Y6XTXOR,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 5",2023-04-11,,,101,,2025-12-22,2026-06-01
TMMK-BDY-0860,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 3,Fixture Clamp,3,Medium,Fronius,FRO-FixtureClamp-9680,SN-L7YQVQI5B4,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 6",2022-03-27,,,101,,2025-12-17,2026-06-24
TMMK-BDY-0861,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 1,Fixture Clamp,3,Medium,Fanuc,FAN-FixtureClamp-5659,SN-F7BGG08J67,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 1",2022-07-09,,,101,,2025-05-04,2026-05-17
TMMK-BDY-0862,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 2,Fixture Clamp,3,Medium,Fanuc,FAN-FixtureClamp-2559,SN-ACXAD2TJ9J,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 9",2023-06-11,,,101,,2025-02-07,2026-09-27
TMMK-BDY-0863,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 4,Fixture Clamp,3,Medium,Pilz,PIL-FixtureClamp-8529,SN-GTUY37KRJL,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 8",2021-06-14,,,101,,2025-06-09,2027-10-26
TMMK-BDY-0864,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 4,Fixture Clamp,3,Medium,Pilz,PIL-FixtureClamp-7982,SN-H28T6BIS9T,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 7",2025-02-08,,,101,,2025-06-28,2026-07-04
TMMK-BDY-0865,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 1,Fixture Clamp,3,Medium,Kawasaki,KAW-FixtureClamp-1226,SN-7LOKAPO9A7,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 9",2020-04-26,,,101,,2025-05-28,2027-12-10
TMMK-BDY-0866,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 1,Fixture Clamp,3,Medium,SICK,SIC-FixtureClamp-1500,SN-NMI13SHZN6,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 7",2025-04-10,,,101,,2025-08-05,2026-02-05
TMMK-BDY-0867,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 4,Fixture Clamp,3,Medium,Rockwell,ROC-FixtureClamp-4298,SN-3446B82BED,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 3",2024-05-28,,,101,,2025-10-23,2027-01-19
TMMK-BDY-0868,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 2,Fixture Clamp,3,Medium,Kawasaki,KAW-FixtureClamp-2845,SN-33W6TDBBHB,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 7",2024-09-21,,,101,,2025-03-04,2026-03-06
TMMK-BDY-0869,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 2,Fixture Clamp,3,Medium,SICK,SIC-FixtureClamp-2409,SN-JIF0M07MRV,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 8",2021-08-11,,,101,,2025-07-23,2027-08-24
TMMK-BDY-0870,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 4,Fixture Clamp,3,Medium,SICK,SIC-FixtureClamp-2667,SN-YLTA3N8P5S,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 10",2022-04-04,,,101,,2025-03-10,2027-04-21
TMMK-BDY-0871,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 3,Fixture Clamp,3,Medium,Bosch Rexroth,BOS-FixtureClamp-4796,SN-C9B02K88ZF,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 6",2020-10-11,,,101,,2025-11-19,2026-10-21
TMMK-BDY-0872,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 3,Fixture Clamp,3,Medium,SICK,SIC-FixtureClamp-9934,SN-0IWJXPQ9H9,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 8",2020-09-16,,,101,,2026-01-14,2027-11-16
TMMK-BDY-0873,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 2,Fixture Clamp,3,Medium,Pilz,PIL-FixtureClamp-6105,SN-EYAR895JYK,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 5",2023-11-10,,,101,,2025-11-29,2027-11-02
TMMK-BDY-0874,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 2,Fixture Clamp,3,Medium,Siemens,SIE-FixtureClamp-5908,SN-UTLOKAZNK8,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 4",2020-11-16,,,101,,2025-04-12,2027-04-25
TMMK-BDY-0875,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 2,Fixture Clamp,3,Medium,Pilz,PIL-FixtureClamp-3895,SN-XFEGD9QNZU,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 9",2021-04-08,,,101,,2025-04-10,2026-08-18
TMMK-BDY-0876,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 4,Fixture Clamp,3,Medium,Bosch Rexroth,BOS-FixtureClamp-8523,SN-A2U8GFKI3U,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 8",2022-02-01,,,101,,2025-06-15,2027-04-03
TMMK-BDY-0877,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 1,Fixture Clamp,3,Medium,SICK,SIC-FixtureClamp-9547,SN-OIMY5IHU0O,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 3",2024-01-10,,,101,,2025-12-25,2026-06-26
TMMK-BDY-0878,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 3,Fixture Clamp,3,Medium,Kawasaki,KAW-FixtureClamp-3752,SN-8XMVKGIOU0,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 3",2022-12-19,,,101,,2025-11-28,2026-11-19
TMMK-BDY-0879,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 1,Fixture Clamp,3,Medium,Rockwell,ROC-FixtureClamp-6504,SN-CHOLS7NZXC,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 7",2021-06-04,,,101,,2025-05-27,2026-05-09
TMMK-BDY-0880,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 2,Fixture Clamp,3,Medium,Fronius,FRO-FixtureClamp-9282,SN-YJSZIT41DM,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 8",2022-09-09,,,101,,2025-04-14,2026-10-16
TMMK-BDY-0881,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 1,Fixture Clamp,3,Medium,Rockwell,ROC-FixtureClamp-1149,SN-7S3L707T1F,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 6",2020-09-22,,,101,,2025-06-02,2026-09-08
TMMK-BDY-0882,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 1,Fixture Clamp,3,Medium,Lincoln Electric,LIN-FixtureClamp-5662,SN-82ZLA3Z0P5,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 2",2020-08-31,,,101,,2025-10-05,2027-04-29
TMMK-BDY-0883,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 2,Fixture Clamp,3,Medium,Kawasaki,KAW-FixtureClamp-7118,SN-6OZ6WPIJ25,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 1",2021-06-02,,,101,,2025-02-20,2027-12-05
TMMK-BDY-0884,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 1,Fixture Clamp,3,Medium,Pilz,PIL-FixtureClamp-2254,SN-6IQ251J5XI,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 10",2025-10-20,,,101,,2025-06-18,2026-10-17
TMMK-BDY-0885,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 4,Fixture Clamp,3,Medium,Fanuc,FAN-FixtureClamp-4677,SN-P3NTGVUY04,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 8",2023-06-24,,,101,,2025-10-18,2027-07-02
TMMK-BDY-0886,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 1,Fixture Clamp,3,Medium,Rockwell,ROC-FixtureClamp-7501,SN-CKZHTYVCIE,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 3",2020-04-18,,,101,,2025-05-11,2028-01-12
TMMK-BDY-0887,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 4,Fixture Clamp,3,Medium,Lincoln Electric,LIN-FixtureClamp-9221,SN-FXM2KI7V1X,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 7",2021-07-02,,,101,,2025-12-02,2026-02-18
TMMK-BDY-0888,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 4,Fixture Clamp,3,Medium,Fronius,FRO-FixtureClamp-7653,SN-S9H46SCBCN,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 7",2020-05-05,,,101,,2025-12-23,2027-03-21
TMMK-BDY-0889,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 3,Fixture Clamp,3,Medium,Pilz,PIL-FixtureClamp-6096,SN-1JSTKPNZLB,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 3",2024-11-19,,,101,,2025-07-16,2026-10-04
TMMK-BDY-0890,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 4,Fixture Clamp,3,Medium,Lincoln Electric,LIN-FixtureClamp-3779,SN-Q8RZXLLZLE,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 7",2021-04-24,,,101,,2025-09-24,2026-11-22
TMMK-BDY-0891,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 2,Fixture Clamp,3,Medium,Lincoln Electric,LIN-FixtureClamp-9247,SN-9RJZFSCK6V,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 9",2022-01-11,,,101,,2025-05-17,2026-03-01
TMMK-BDY-0892,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 3,Fixture Clamp,3,Medium,Kawasaki,KAW-FixtureClamp-9538,SN-LX7DJU0G35,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 8",2022-01-15,,,101,,2025-12-19,2026-06-11
TMMK-BDY-0893,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 1,Fixture Clamp,3,Medium,Fanuc,FAN-FixtureClamp-1192,SN-MJC748ANPA,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 7",2022-11-15,,,101,,2025-09-15,2026-10-24
TMMK-BDY-0894,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 1,Fixture Clamp,3,Medium,Pilz,PIL-FixtureClamp-1510,SN-QF4CCTROVI,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 8",2024-02-13,,,101,,2025-12-27,2026-01-23
TMMK-BDY-0895,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 1,Fixture Clamp,3,Medium,Bosch Rexroth,BOS-FixtureClamp-5835,SN-E90YO6UPRJ,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 1",2020-09-23,,,101,,2025-11-09,2026-03-11
TMMK-BDY-0896,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 1,Fixture Clamp,3,Medium,ABB,ABB-FixtureClamp-2234,SN-24X1HFFI31,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 10",2020-06-26,,,101,,2025-11-21,2026-07-01
TMMK-BDY-0897,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 1,Fixture Clamp,3,Medium,Siemens,SIE-FixtureClamp-7280,SN-71ERGRKA59,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 10",2024-10-25,,,101,,2025-02-15,2026-04-03
TMMK-BDY-0898,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 3,Fixture Clamp,3,Medium,Bosch Rexroth,BOS-FixtureClamp-4336,SN-03KKF2XBV5,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 4",2021-10-22,,,101,,2025-04-02,2026-06-25
TMMK-BDY-0899,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 1,Fixture Clamp,3,Medium,Bosch Rexroth,BOS-FixtureClamp-5929,SN-JJ8U1JCB7X,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 7",2023-10-31,,,101,,2025-10-01,2027-02-12
TMMK-BDY-0900,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 3,Fixture Clamp,3,Medium,Bosch Rexroth,BOS-FixtureClamp-9699,SN-GHUCC49OZK,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 7",2023-01-24,,,101,,2025-02-24,2027-09-23
TMMK-BDY-0901,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 1,Fixture Clamp,3,Medium,Fanuc,FAN-FixtureClamp-6442,SN-URKPWG1TO9,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 3",2023-10-21,,,101,,2025-05-03,2026-07-25
TMMK-BDY-0902,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 2,Fixture Clamp,3,Medium,Lincoln Electric,LIN-FixtureClamp-1806,SN-F5JHNT5RM7,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 1",2025-11-24,,,101,,2025-07-28,2026-02-07
TMMK-BDY-0903,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 2,Fixture Clamp,3,Medium,Bosch Rexroth,BOS-FixtureClamp-1510,SN-HM8Y3LKH0D,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 5",2022-10-05,,,101,,2025-07-26,2026-11-17
TMMK-BDY-0904,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 1,Fixture Clamp,3,Medium,Lincoln Electric,LIN-FixtureClamp-6307,SN-8DY8U0UVAW,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 2",2025-08-22,,,101,,2025-10-29,2027-07-11
TMMK-BDY-0905,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 3,Fixture Clamp,3,Medium,Fronius,FRO-FixtureClamp-4836,SN-2MEOSHIX30,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 6",2023-10-05,,,101,,2026-01-03,2026-02-14
TMMK-BDY-0906,Kentucky Manufacturing,TMMK,Body Shop,BDY,Body Shop - Zone 2,Fixture Clamp,3,Medium,Fronius,FRO-FixtureClamp-1090,SN-40YUEXWJH8,Fixture Clamp for Camry/RAV4/Lexus ES production,"Georgetown, KY, Building B, Area 4",2021-05-05,,,101,,2025-09-14,2026-08-06
