tag_id,plant,unit,instrument_type,criticality,description,manufacturer,model,location
"QUA-031","Detroit Assembly","Quality Control","Assembly Robot","High","Assembly Robot for Quality Control operations","ABB","AssemblyRobot-1811","Quality Control - Station 31"
"QUA-032","Detroit Assembly","Quality Control","Welding Controller","High","Welding Controller for Quality Control operations","KUKA","WeldingController-8069","Quality Control - Station 32"
"QUA-033","Detroit Assembly","Quality Control","Robot Controller","High","Robot Controller for Quality Control operations","Rockwell","RobotController-3124","Quality Control - Station 33"
"QUA-034","Detroit Assembly","Quality Control","Paint Robot","High","Paint Robot for Quality Control operations","Siemens","PaintRobot-6440","Quality Control - Station 34"
"QUA-035","Detroit Assembly","Quality Control","Conveyor Controller","High","Conveyor Controller for Quality Control operations","Fanuc","ConveyorController-3676","Quality Control - Station 35"
"QUA-036","Detroit Assembly","Quality Control","Assembly Robot","High","Assembly Robot for Quality Control operations","Siemens","AssemblyRobot-9559","Quality Control - Station 36"
"QUA-037","Detroit Assembly","Quality Control","Quality Scanner","High","Quality Scanner for Quality Control operations","KUKA","QualityScanner-1233","Quality Control - Station 37"
"QUA-038","Detroit Assembly","Quality Control","Paint Controller","High","Paint Controller for Quality Control operations","ABB","PaintController-3394","Quality Control - Station 38"
"QUA-039","Detroit Assembly","Quality Control","Welding Robot","High","Welding Robot for Quality Control operations","Siemens","WeldingRobot-7671","Quality Control - Station 39"
"QUA-040","Detroit Assembly","Quality Control","Welding Controller","High","Welding Controller for Quality Control operations","KUKA","WeldingController-1270","Quality Control - Station 40"
"QUA-041","Detroit Assembly","Quality Control","Robot Controller","High","Robot Controller for Quality Control operations","Siemens","RobotController-7004","Quality Control - Station 41"
"QUA-042","Detroit Assembly","Quality Control","Welding Robot","High","Welding Robot for Quality Control operations","Siemens","WeldingRobot-1017","Quality Control - Station 42"
"QUA-043","Detroit Assembly","Quality Control","Paint Controller","High","Paint Controller for Quality Control operations","Rockwell","PaintController-3637","Quality Control - Station 43"
"QUA-044","Detroit Assembly","Quality Control","Conveyor Controller","High","Conveyor Controller for Quality Control operations","Fanuc","ConveyorController-3049","Quality Control - Station 44"
"QUA-045","Detroit Assembly","Quality Control","Quality Scanner","High","Quality Scanner for Quality Control operations","Siemens","QualityScanner-2157","Quality Control - Station 45"
"QUA-046","Detroit Assembly","Quality Control","HMI Station","High","HMI Station for Quality Control operations","Rockwell","HMIStation-9413","Quality Control - Station 46"
"QUA-047","Detroit Assembly","Quality Control","Robot Controller","High","Robot Controller for Quality Control operations","KUKA","RobotController-9572","Quality Control - Station 47"
"QUA-048","Detroit Assembly","Quality Control","HMI Station","High","HMI Station for Quality Control operations","Siemens","HMIStation-9883","Quality Control - Station 48"
"QUA-049","Detroit Assembly","Quality Control","Conveyor Controller","High","Conveyor Controller for Quality Control operations","KUKA","ConveyorController-2319","Quality Control - Station 49"
"QUA-050","Detroit Assembly","Quality Control","Vision System","High","Vision System for Quality Control operations","Siemens","VisionSystem-1981","Quality Control - Station 50"
"QUA-051","Detroit Assembly","Quality Control","Conveyor Controller","High","Conveyor Controller for Quality Control operations","Siemens","ConveyorController-6136","Quality Control - Station 51"
"STA-001","Detroit Assembly","Stamping","Quality Scanner","Medium","Quality Scanner for Stamping operations","KUKA","QualityScanner-3227","Stamping - Station 1"
"STA-002","Detroit Assembly","Stamping","Assembly Robot","Medium","Assembly Robot for Stamping operations","ABB","AssemblyRobot-7077","Stamping - Station 2"
"STA-003","Detroit Assembly","Stamping","Safety PLC","Medium","Safety PLC for Stamping operations","Siemens","SafetyPLC-4297","Stamping - Station 3"
"STA-004","Detroit Assembly","Stamping","Vision System","Medium","Vision System for Stamping operations","Rockwell","VisionSystem-9313","Stamping - Station 4"
"STA-005","Detroit Assembly","Stamping","Robot Controller","Medium","Robot Controller for Stamping operations","Rockwell","RobotController-7055","Stamping - Station 5"
"STA-006","Detroit Assembly","Stamping","Paint Controller","Medium","Paint Controller for Stamping operations","Fanuc","PaintController-1396","Stamping - Station 6"
"STA-007","Detroit Assembly","Stamping","Welding Robot","Medium","Welding Robot for Stamping operations","KUKA","WeldingRobot-6243","Stamping - Station 7"
"STA-008","Detroit Assembly","Stamping","Robot Controller","Medium","Robot Controller for Stamping operations","Siemens","RobotController-1241","Stamping - Station 8"
"STA-009","Detroit Assembly","Stamping","Paint Robot","Medium","Paint Robot for Stamping operations","Siemens","PaintRobot-7297","Stamping - Station 9"
"STA-010","Detroit Assembly","Stamping","SCADA System","Medium","SCADA System for Stamping operations","Fanuc","SCADASystem-1749","Stamping - Station 10"
"STA-011","Detroit Assembly","Stamping","Welding Controller","Medium","Welding Controller for Stamping operations","Fanuc","WeldingController-6128","Stamping - Station 11"
"STA-012","Detroit Assembly","Stamping","HMI Station","Medium","HMI Station for Stamping operations","Fanuc","HMIStation-7408","Stamping - Station 12"
"STA-013","Detroit Assembly","Stamping","Assembly Robot","Medium","Assembly Robot for Stamping operations","Rockwell","AssemblyRobot-2773","Stamping - Station 13"
"STA-014","Detroit Assembly","Stamping","Robot Controller","Medium","Robot Controller for Stamping operations","ABB","RobotController-4165","Stamping - Station 14"
"STA-015","Detroit Assembly","Stamping","Assembly Robot","Medium","Assembly Robot for Stamping operations","Siemens","AssemblyRobot-3538","Stamping - Station 15"
"STA-016","Detroit Assembly","Stamping","Safety PLC","Medium","Safety PLC for Stamping operations","KUKA","SafetyPLC-2631","Stamping - Station 16"
"STA-017","Detroit Assembly","Stamping","Paint Controller","Medium","Paint Controller for Stamping operations","ABB","PaintController-5741","Stamping - Station 17"
"STA-018","Detroit Assembly","Stamping","HMI Station","Medium","HMI Station for Stamping operations","Rockwell","HMIStation-8232","Stamping - Station 18"
"STA-019","Detroit Assembly","Stamping","HMI Station","Medium","HMI Station for Stamping operations","Fanuc","HMIStation-1775","Stamping - Station 19"
"STA-020","Detroit Assembly","Stamping","Robot Controller","Medium","Robot Controller for Stamping operations","Rockwell","RobotController-7422","Stamping - Station 20"
"STA-021","Detroit Assembly","Stamping","Quality Scanner","Medium","Quality Scanner for Stamping operations","Rockwell","QualityScanner-4206","Stamping - Station 21"
"STA-022","Detroit Assembly","Stamping","Welding Robot","Medium","Welding Robot for Stamping operations","ABB","WeldingRobot-3392","Stamping - Station 22"
"STA-023","Detroit Assembly","Stamping","Paint Robot","Medium","Paint Robot for Stamping operations","ABB","PaintRobot-6236","Stamping - Station 23"
"STA-024","Detroit Assembly","Stamping","Robot Controller","Medium","Robot Controller for Stamping operations","Rockwell","RobotController-4175","Stamping - Station 24"
"STA-025","Detroit Assembly","Stamping","SCADA System","Medium","SCADA System for Stamping operations","KUKA","SCADASystem-2953","Stamping - Station 25"
"STA-026","Detroit Assembly","Stamping","SCADA System","Medium","SCADA System for Stamping operations","Siemens","SCADASystem-2814","Stamping - Station 26"
"STA-027","Detroit Assembly","Stamping","Paint Controller","Medium","Paint Controller for Stamping operations","Siemens","PaintController-5808","Stamping - Station 27"
"STA-028","Detroit Assembly","Stamping","HMI Station","Medium","HMI Station for Stamping operations","Fanuc","HMIStation-9933","Stamping - Station 28"
"STA-029","Detroit Assembly","Stamping","Welding Controller","Medium","Welding Controller for Stamping operations","ABB","WeldingController-2211","Stamping - Station 29"
"STA-030","Detroit Assembly","Stamping","Conveyor Controller","Medium","Conveyor Controller for Stamping operations","ABB","ConveyorController-3076","Stamping - Station 30"
"STA-031","Detroit Assembly","Stamping","HMI Station","Medium","HMI Station for Stamping operations","Fanuc","HMIStation-2507","Stamping - Station 31"
"STA-032","Detroit Assembly","Stamping","Welding Controller","Medium","Welding Controller for Stamping operations","ABB","WeldingController-3031","Stamping - Station 32"
"STA-033","Detroit Assembly","Stamping","HMI Station","Medium","HMI Station for Stamping operations","KUKA","HMIStation-1181","Stamping - Station 33"
"STA-034","Detroit Assembly","Stamping","Welding Robot","Medium","Welding Robot for Stamping operations","Siemens","WeldingRobot-4237","Stamping - Station 34"
"STA-035","Detroit Assembly","Stamping","Welding Robot","Medium","Welding Robot for Stamping operations","Rockwell","WeldingRobot-1774","Stamping - Station 35"
"STA-036","Detroit Assembly","Stamping","Quality Scanner","Medium","Quality Scanner for Stamping operations","ABB","QualityScanner-6095","Stamping - Station 36"
"STA-037","Detroit Assembly","Stamping","Paint Controller","Medium","Paint Controller for Stamping operations","KUKA","PaintController-3477","Stamping - Station 37"
"STA-038","Detroit Assembly","Stamping","Assembly Robot","Medium","Assembly Robot for Stamping operations","Fanuc","AssemblyRobot-4918","Stamping - Station 38"
"STA-039","Detroit Assembly","Stamping","Conveyor Controller","Medium","Conveyor Controller for Stamping operations","Rockwell","ConveyorController-3452","Stamping - Station 39"
"STA-040","Detroit Assembly","Stamping","Paint Robot","Medium","Paint Robot for Stamping operations","Fanuc","PaintRobot-3762","Stamping - Station 40"
"STA-041","Detroit Assembly","Stamping","SCADA System","Medium","SCADA System for Stamping operations","Rockwell","SCADASystem-1100","Stamping - Station 41"
"STA-042","Detroit Assembly","Stamping","Paint Controller","Medium","Paint Controller for Stamping operations","Fanuc","PaintController-9944","Stamping - Station 42"
"STA-043","Detroit Assembly","Stamping","Safety PLC","Medium","Safety PLC for Stamping operations","ABB","SafetyPLC-3230","Stamping - Station 43"
"STA-044","Detroit Assembly","Stamping","Welding Robot","Medium","Welding Robot for Stamping operations","KUKA","WeldingRobot-6378","Stamping - Station 44"
"STA-045","Detroit Assembly","Stamping","Vision System","Medium","Vision System for Stamping operations","Siemens","VisionSystem-5552","Stamping - Station 45"
"STA-046","Detroit Assembly","Stamping","Quality Scanner","Medium","Quality Scanner for Stamping operations","ABB","QualityScanner-1021","Stamping - Station 46"
"STA-047","Detroit Assembly","Stamping","SCADA System","Medium","SCADA System for Stamping operations","Rockwell","SCADASystem-2680","Stamping - Station 47"
"STA-048","Detroit Assembly","Stamping","Conveyor Controller","Medium","Conveyor Controller for Stamping operations","ABB","ConveyorController-3089","Stamping - Station 48"
"STA-049","Detroit Assembly","Stamping","Paint Robot","Medium","Paint Robot for Stamping operations","Siemens","PaintRobot-5658","Stamping - Station 49"
"STA-050","Detroit Assembly","Stamping","Conveyor Controller","Medium","Conveyor Controller for Stamping operations","Fanuc","ConveyorController-5868","Stamping - Station 50"
"STA-051","Detroit Assembly","Stamping","Quality Scanner","Medium","Quality Scanner for Stamping operations","Siemens","QualityScanner-1250","Stamping - Station 51"
"STA-052","Detroit Assembly","Stamping","Conveyor Controller","Medium","Conveyor Controller for Stamping operations","Fanuc","ConveyorController-2318","Stamping - Station 52"
"BOD-001","Kentucky Assembly","Body Shop","Robot Controller","Critical","Robot Controller for Body Shop operations","Rockwell","RobotController-5200","Body Shop - Station 1"
"BOD-002","Kentucky Assembly","Body Shop","Welding Controller","Critical","Welding Controller for Body Shop operations","Fanuc","WeldingController-8312","Body Shop - Station 2"
"BOD-003","Kentucky Assembly","Body Shop","Conveyor Controller","Critical","Conveyor Controller for Body Shop operations","ABB","ConveyorController-3779","Body Shop - Station 3"
"BOD-004","Kentucky Assembly","Body Shop","Paint Controller","Critical","Paint Controller for Body Shop operations","Siemens","PaintController-6006","Body Shop - Station 4"
"BOD-005","Kentucky Assembly","Body Shop","Paint Controller","Critical","Paint Controller for Body Shop operations","ABB","PaintController-2626","Body Shop - Station 5"
"BOD-006","Kentucky Assembly","Body Shop","Safety PLC","Critical","Safety PLC for Body Shop operations","KUKA","SafetyPLC-1207","Body Shop - Station 6"
"BOD-007","Kentucky Assembly","Body Shop","Safety PLC","Critical","Safety PLC for Body Shop operations","Rockwell","SafetyPLC-9524","Body Shop - Station 7"
"BOD-008","Kentucky Assembly","Body Shop","Safety PLC","Critical","Safety PLC for Body Shop operations","Fanuc","SafetyPLC-1441","Body Shop - Station 8"
"BOD-009","Kentucky Assembly","Body Shop","Welding Controller","Critical","Welding Controller for Body Shop operations","Fanuc","WeldingController-3205","Body Shop - Station 9"
"BOD-010","Kentucky Assembly","Body Shop","Vision System","Critical","Vision System for Body Shop operations","ABB","VisionSystem-7567","Body Shop - Station 10"
"BOD-011","Kentucky Assembly","Body Shop","Paint Robot","Critical","Paint Robot for Body Shop operations","KUKA","PaintRobot-9143","Body Shop - Station 11"
"BOD-012","Kentucky Assembly","Body Shop","Conveyor Controller","Critical","Conveyor Controller for Body Shop operations","KUKA","ConveyorController-8663","Body Shop - Station 12"
"BOD-013","Kentucky Assembly","Body Shop","HMI Station","Critical","HMI Station for Body Shop operations","KUKA","HMIStation-1291","Body Shop - Station 13"
"BOD-014","Kentucky Assembly","Body Shop","Quality Scanner","Critical","Quality Scanner for Body Shop operations","Fanuc","QualityScanner-2173","Body Shop - Station 14"
"BOD-015","Kentucky Assembly","Body Shop","Conveyor Controller","Critical","Conveyor Controller for Body Shop operations","Siemens","ConveyorController-9460","Body Shop - Station 15"
"BOD-016","Kentucky Assembly","Body Shop","Vision System","Critical","Vision System for Body Shop operations","Rockwell","VisionSystem-5732","Body Shop - Station 16"
"BOD-017","Kentucky Assembly","Body Shop","SCADA System","Critical","SCADA System for Body Shop operations","Rockwell","SCADASystem-2293","Body Shop - Station 17"
"BOD-018","Kentucky Assembly","Body Shop","HMI Station","Critical","HMI Station for Body Shop operations","Fanuc","HMIStation-5540","Body Shop - Station 18"
"BOD-019","Kentucky Assembly","Body Shop","HMI Station","Critical","HMI Station for Body Shop operations","Fanuc","HMIStation-6313","Body Shop - Station 19"
"BOD-020","Kentucky Assembly","Body Shop","SCADA System","Critical","SCADA System for Body Shop operations","KUKA","SCADASystem-1247","Body Shop - Station 20"
"BOD-021","Kentucky Assembly","Body Shop","Welding Controller","Critical","Welding Controller for Body Shop operations","ABB","WeldingController-4067","Body Shop - Station 21"
"BOD-022","Kentucky Assembly","Body Shop","Robot Controller","Critical","Robot Controller for Body Shop operations","ABB","RobotController-6370","Body Shop - Station 22"
"BOD-023","Kentucky Assembly","Body Shop","Conveyor Controller","Critical","Conveyor Controller for Body Shop operations","Siemens","ConveyorController-2576","Body Shop - Station 23"
"BOD-024","Kentucky Assembly","Body Shop","Safety PLC","Critical","Safety PLC for Body Shop operations","Fanuc","SafetyPLC-6972","Body Shop - Station 24"
"BOD-025","Kentucky Assembly","Body Shop","Paint Controller","Critical","Paint Controller for Body Shop operations","Siemens","PaintController-4285","Body Shop - Station 25"
"BOD-026","Kentucky Assembly","Body Shop","Conveyor Controller","Critical","Conveyor Controller for Body Shop operations","ABB","ConveyorController-7003","Body Shop - Station 26"
"BOD-027","Kentucky Assembly","Body Shop","Robot Controller","Critical","Robot Controller for Body Shop operations","KUKA","RobotController-5215","Body Shop - Station 27"
"PAI-001","Kentucky Assembly","Paint Shop","SCADA System","Critical","SCADA System for Paint Shop operations","ABB","SCADASystem-8849","Paint Shop - Station 1"
"PAI-002","Kentucky Assembly","Paint Shop","Welding Robot","Critical","Welding Robot for Paint Shop operations","ABB","WeldingRobot-1366","Paint Shop - Station 2"
"PAI-003","Kentucky Assembly","Paint Shop","Welding Robot","Critical","Welding Robot for Paint Shop operations","KUKA","WeldingRobot-2506","Paint Shop - Station 3"
"PAI-004","Kentucky Assembly","Paint Shop","Welding Controller","Critical","Welding Controller for Paint Shop operations","KUKA","WeldingController-8341","Paint Shop - Station 4"
"PAI-005","Kentucky Assembly","Paint Shop","Safety PLC","Critical","Safety PLC for Paint Shop operations","Rockwell","SafetyPLC-4552","Paint Shop - Station 5"
"PAI-006","Kentucky Assembly","Paint Shop","HMI Station","Critical","HMI Station for Paint Shop operations","ABB","HMIStation-5632","Paint Shop - Station 6"
"PAI-007","Kentucky Assembly","Paint Shop","Paint Controller","Critical","Paint Controller for Paint Shop operations","Siemens","PaintController-5048","Paint Shop - Station 7"
"PAI-008","Kentucky Assembly","Paint Shop","SCADA System","Critical","SCADA System for Paint Shop operations","KUKA","SCADASystem-1368","Paint Shop - Station 8"
"PAI-009","Kentucky Assembly","Paint Shop","Conveyor Controller","Critical","Conveyor Controller for Paint Shop operations","KUKA","ConveyorController-6268","Paint Shop - Station 9"
"PAI-010","Kentucky Assembly","Paint Shop","Conveyor Controller","Critical","Conveyor Controller for Paint Shop operations","Rockwell","ConveyorController-1534","Paint Shop - Station 10"
"PAI-011","Kentucky Assembly","Paint Shop","Welding Controller","Critical","Welding Controller for Paint Shop operations","Rockwell","WeldingController-2336","Paint Shop - Station 11"
"PAI-012","Kentucky Assembly","Paint Shop","Conveyor Controller","Critical","Conveyor Controller for Paint Shop operations","ABB","ConveyorController-5445","Paint Shop - Station 12"
"PAI-013","Kentucky Assembly","Paint Shop","Conveyor Controller","Critical","Conveyor Controller for Paint Shop operations","ABB","ConveyorController-4127","Paint Shop - Station 13"
"PAI-014","Kentucky Assembly","Paint Shop","Paint Robot","Critical","Paint Robot for Paint Shop operations","Siemens","PaintRobot-2146","Paint Shop - Station 14"
"PAI-015","Kentucky Assembly","Paint Shop","Quality Scanner","Critical","Quality Scanner for Paint Shop operations","Siemens","QualityScanner-9171","Paint Shop - Station 15"
"PAI-016","Kentucky Assembly","Paint Shop","Robot Controller","Critical","Robot Controller for Paint Shop operations","Siemens","RobotController-2200","Paint Shop - Station 16"
"PAI-017","Kentucky Assembly","Paint Shop","Paint Robot","Critical","Paint Robot for Paint Shop operations","Siemens","PaintRobot-7163","Paint Shop - Station 17"
"PAI-018","Kentucky Assembly","Paint Shop","Paint Controller","Critical","Paint Controller for Paint Shop operations","KUKA","PaintController-7639","Paint Shop - Station 18"
"PAI-019","Kentucky Assembly","Paint Shop","Welding Robot","Critical","Welding Robot for Paint Shop operations","ABB","WeldingRobot-3278","Paint Shop - Station 19"
"PAI-020","Kentucky Assembly","Paint Shop","SCADA System","Critical","SCADA System for Paint Shop operations","Fanuc","SCADASystem-2104","Paint Shop - Station 20"
"PAI-021","Kentucky Assembly","Paint Shop","Paint Controller","Critical","Paint Controller for Paint Shop operations","ABB","PaintController-2765","Paint Shop - Station 21"
"PAI-022","Kentucky Assembly","Paint Shop","Safety PLC","Critical","Safety PLC for Paint Shop operations","KUKA","SafetyPLC-5699","Paint Shop - Station 22"
"PAI-023","Kentucky Assembly","Paint Shop","Quality Scanner","Critical","Quality Scanner for Paint Shop operations","KUKA","QualityScanner-2903","Paint Shop - Station 23"
"PAI-024","Kentucky Assembly","Paint Shop","Paint Robot","Critical","Paint Robot for Paint Shop operations","Fanuc","PaintRobot-2540","Paint Shop - Station 24"
"PAI-025","Kentucky Assembly","Paint Shop","Welding Robot","Critical","Welding Robot for Paint Shop operations","Rockwell","WeldingRobot-4746","Paint Shop - Station 25"
"PAI-026","Kentucky Assembly","Paint Shop","Welding Robot","Critical","Welding Robot for Paint Shop operations","ABB","WeldingRobot-2772","Paint Shop - Station 26"
"PAI-027","Kentucky Assembly","Paint Shop","Paint Controller","Critical","Paint Controller for Paint Shop operations","Fanuc","PaintController-7888","Paint Shop - Station 27"
"PAI-028","Kentucky Assembly","Paint Shop","Vision System","Critical","Vision System for Paint Shop operations","Siemens","VisionSystem-6362","Paint Shop - Station 28"
"PAI-029","Kentucky Assembly","Paint Shop","Welding Robot","Critical","Welding Robot for Paint Shop operations","KUKA","WeldingRobot-7452","Paint Shop - Station 29"
"PAI-030","Kentucky Assembly","Paint Shop","SCADA System","Critical","SCADA System for Paint Shop operations","Siemens","SCADASystem-6327","Paint Shop - Station 30"
"PAI-031","Kentucky Assembly","Paint Shop","Quality Scanner","Critical","Quality Scanner for Paint Shop operations","ABB","QualityScanner-8052","Paint Shop - Station 31"
"ASS-001","Kentucky Assembly","Assembly Line","Welding Robot","Critical","Welding Robot for Assembly Line operations","Rockwell","WeldingRobot-1497","Assembly Line - Station 1"
"ASS-002","Kentucky Assembly","Assembly Line","Robot Controller","Critical","Robot Controller for Assembly Line operations","ABB","RobotController-3892","Assembly Line - Station 2"
"ASS-003","Kentucky Assembly","Assembly Line","Welding Robot","Critical","Welding Robot for Assembly Line operations","ABB","WeldingRobot-6260","Assembly Line - Station 3"
"ASS-004","Kentucky Assembly","Assembly Line","Conveyor Controller","Critical","Conveyor Controller for Assembly Line operations","Siemens","ConveyorController-5674","Assembly Line - Station 4"
"ASS-005","Kentucky Assembly","Assembly Line","Safety PLC","Critical","Safety PLC for Assembly Line operations","ABB","SafetyPLC-3794","Assembly Line - Station 5"
"ASS-006","Kentucky Assembly","Assembly Line","Conveyor Controller","Critical","Conveyor Controller for Assembly Line operations","KUKA","ConveyorController-3147","Assembly Line - Station 6"
"ASS-007","Kentucky Assembly","Assembly Line","Vision System","Critical","Vision System for Assembly Line operations","Fanuc","VisionSystem-6038","Assembly Line - Station 7"
"ASS-008","Kentucky Assembly","Assembly Line","Conveyor Controller","Critical","Conveyor Controller for Assembly Line operations","ABB","ConveyorController-4314","Assembly Line - Station 8"
"ASS-009","Kentucky Assembly","Assembly Line","SCADA System","Critical","SCADA System for Assembly Line operations","Fanuc","SCADASystem-5148","Assembly Line - Station 9"
"ASS-010","Kentucky Assembly","Assembly Line","Paint Robot","Critical","Paint Robot for Assembly Line operations","Siemens","PaintRobot-1841","Assembly Line - Station 10"
"ASS-011","Kentucky Assembly","Assembly Line","Welding Controller","Critical","Welding Controller for Assembly Line operations","KUKA","WeldingController-4564","Assembly Line - Station 11"
"ASS-012","Kentucky Assembly","Assembly Line","SCADA System","Critical","SCADA System for Assembly Line operations","ABB","SCADASystem-8272","Assembly Line - Station 12"
"ASS-013","Kentucky Assembly","Assembly Line","Paint Controller","Critical","Paint Controller for Assembly Line operations","KUKA","PaintController-1499","Assembly Line - Station 13"
"ASS-014","Kentucky Assembly","Assembly Line","Robot Controller","Critical","Robot Controller for Assembly Line operations","KUKA","RobotController-8360","Assembly Line - Station 14"
"ASS-015","Kentucky Assembly","Assembly Line","Quality Scanner","Critical","Quality Scanner for Assembly Line operations","Siemens","QualityScanner-8227","Assembly Line - Station 15"
"ASS-016","Kentucky Assembly","Assembly Line","Paint Controller","Critical","Paint Controller for Assembly Line operations","Siemens","PaintController-5887","Assembly Line - Station 16"
"ASS-017","Kentucky Assembly","Assembly Line","Conveyor Controller","Critical","Conveyor Controller for Assembly Line operations","KUKA","ConveyorController-6256","Assembly Line - Station 17"
"ASS-018","Kentucky Assembly","Assembly Line","Paint Robot","Critical","Paint Robot for Assembly Line operations","KUKA","PaintRobot-2929","Assembly Line - Station 18"
"ASS-019","Kentucky Assembly","Assembly Line","Vision System","Critical","Vision System for Assembly Line operations","Fanuc","VisionSystem-2970","Assembly Line - Station 19"
"ASS-020","Kentucky Assembly","Assembly Line","Paint Controller","Critical","Paint Controller for Assembly Line operations","KUKA","PaintController-4051","Assembly Line - Station 20"
"ASS-021","Kentucky Assembly","Assembly Line","SCADA System","Critical","SCADA System for Assembly Line operations","ABB","SCADASystem-5391","Assembly Line - Station 21"
"ASS-022","Kentucky Assembly","Assembly Line","Conveyor Controller","Critical","Conveyor Controller for Assembly Line operations","Siemens","ConveyorController-2192","Assembly Line - Station 22"
"ASS-023","Kentucky Assembly","Assembly Line","HMI Station","Critical","HMI Station for Assembly Line operations","Siemens","HMIStation-4438","Assembly Line - Station 23"
"ASS-024","Kentucky Assembly","Assembly Line","Robot Controller","Critical","Robot Controller for Assembly Line operations","KUKA","RobotController-5488","Assembly Line - Station 24"
"ASS-025","Kentucky Assembly","Assembly Line","Robot Controller","Critical","Robot Controller for Assembly Line operations","Rockwell","RobotController-5977","Assembly Line - Station 25"
"ASS-026","Kentucky Assembly","Assembly Line","HMI Station","Critical","HMI Station for Assembly Line operations","KUKA","HMIStation-5262","Assembly Line - Station 26"
"ASS-027","Kentucky Assembly","Assembly Line","Assembly Robot","Critical","Assembly Robot for Assembly Line operations","Fanuc","AssemblyRobot-5778","Assembly Line - Station 27"
"ASS-028","Kentucky Assembly","Assembly Line","SCADA System","Critical","SCADA System for Assembly Line operations","Rockwell","SCADASystem-8073","Assembly Line - Station 28"
"ASS-029","Kentucky Assembly","Assembly Line","Assembly Robot","Critical","Assembly Robot for Assembly Line operations","ABB","AssemblyRobot-1556","Assembly Line - Station 29"
"ASS-030","Kentucky Assembly","Assembly Line","HMI Station","Critical","HMI Station for Assembly Line operations","KUKA","HMIStation-4360","Assembly Line - Station 30"
"ASS-031","Kentucky Assembly","Assembly Line","Vision System","Critical","Vision System for Assembly Line operations","Siemens","VisionSystem-9207","Assembly Line - Station 31"
"ASS-032","Kentucky Assembly","Assembly Line","Vision System","Critical","Vision System for Assembly Line operations","KUKA","VisionSystem-9902","Assembly Line - Station 32"
"ASS-033","Kentucky Assembly","Assembly Line","Conveyor Controller","Critical","Conveyor Controller for Assembly Line operations","Rockwell","ConveyorController-8513","Assembly Line - Station 33"
"POW-001","Kentucky Assembly","Powertrain","Quality Scanner","Medium","Quality Scanner for Powertrain operations","ABB","QualityScanner-7489","Powertrain - Station 1"
"POW-002","Kentucky Assembly","Powertrain","Paint Controller","Medium","Paint Controller for Powertrain operations","Siemens","PaintController-9317","Powertrain - Station 2"
"POW-003","Kentucky Assembly","Powertrain","Assembly Robot","Medium","Assembly Robot for Powertrain operations","Fanuc","AssemblyRobot-5821","Powertrain - Station 3"
"POW-004","Kentucky Assembly","Powertrain","Conveyor Controller","Medium","Conveyor Controller for Powertrain operations","Rockwell","ConveyorController-9314","Powertrain - Station 4"
"POW-005","Kentucky Assembly","Powertrain","Assembly Robot","Medium","Assembly Robot for Powertrain operations","ABB","AssemblyRobot-2776","Powertrain - Station 5"
"POW-006","Kentucky Assembly","Powertrain","SCADA System","Medium","SCADA System for Powertrain operations","Fanuc","SCADASystem-3934","Powertrain - Station 6"
"POW-007","Kentucky Assembly","Powertrain","Assembly Robot","Medium","Assembly Robot for Powertrain operations","Fanuc","AssemblyRobot-4339","Powertrain - Station 7"
"POW-008","Kentucky Assembly","Powertrain","Paint Controller","Medium","Paint Controller for Powertrain operations","Rockwell","PaintController-2108","Powertrain - Station 8"
"POW-009","Kentucky Assembly","Powertrain","Welding Robot","Medium","Welding Robot for Powertrain operations","Rockwell","WeldingRobot-7626","Powertrain - Station 9"
"POW-010","Kentucky Assembly","Powertrain","Robot Controller","Medium","Robot Controller for Powertrain operations","Siemens","RobotController-7990","Powertrain - Station 10"
"POW-011","Kentucky Assembly","Powertrain","Conveyor Controller","Medium","Conveyor Controller for Powertrain operations","KUKA","ConveyorController-6816","Powertrain - Station 11"
"POW-012","Kentucky Assembly","Powertrain","Robot Controller","Medium","Robot Controller for Powertrain operations","Rockwell","RobotController-1025","Powertrain - Station 12"
"POW-013","Kentucky Assembly","Powertrain","Safety PLC","Medium","Safety PLC for Powertrain operations","KUKA","SafetyPLC-9488","Powertrain - Station 13"
"POW-014","Kentucky Assembly","Powertrain","Paint Controller","Medium","Paint Controller for Powertrain operations","Fanuc","PaintController-3298","Powertrain - Station 14"
"POW-015","Kentucky Assembly","Powertrain","Paint Controller","Medium","Paint Controller for Powertrain operations","KUKA","PaintController-7606","Powertrain - Station 15"
"POW-016","Kentucky Assembly","Powertrain","Assembly Robot","Medium","Assembly Robot for Powertrain operations","Fanuc","AssemblyRobot-2971","Powertrain - Station 16"
"POW-017","Kentucky Assembly","Powertrain","Quality Scanner","Medium","Quality Scanner for Powertrain operations","KUKA","QualityScanner-1407","Powertrain - Station 17"
"POW-018","Kentucky Assembly","Powertrain","Quality Scanner","Medium","Quality Scanner for Powertrain operations","Siemens","QualityScanner-1983","Powertrain - Station 18"
"POW-019","Kentucky Assembly","Powertrain","HMI Station","Medium","HMI Station for Powertrain operations","ABB","HMIStation-9497","Powertrain - Station 19"
"POW-020","Kentucky Assembly","Powertrain","Welding Robot","Medium","Welding Robot for Powertrain operations","KUKA","WeldingRobot-6348","Powertrain - Station 20"
"QUA-001","Kentucky Assembly","Quality Control","Conveyor Controller","High","Conveyor Controller for Quality Control operations","Fanuc","ConveyorController-7076","Quality Control - Station 1"
